GENEID,BSS_1,BSS_2,BSS_3,M_1,M_2,M_3
LOC_Os01g45470,37394.6796,30026.26145,26579.65346,445.0716312,407.3539146,446.2350923
LOC_Os07g42714,53990.60879,46264.57449,50650.92125,614.727649,558.6342853,759.3496318
LOC_Os01g27140,12521.7796,12490.10009,12582.19567,178.4693174,133.9461615,204.3681725
LOC_Os08g05910,20114.7592,14884.69782,14970.31627,196.0959167,169.4024984,242.8043885
LOC_Os04g47360,8583.073803,7094.228138,6102.91522,61.69309739,63.03348776,59.06052692
LOC_Os03g27120,95338.89301,68057.61072,68247.20377,889.0415998,872.2258869,1278.707281
LOC_Os01g44390,7247.597904,6536.558942,7653.47554,111.2679078,66.18516215,75.93496318
LOC_Os07g08840,220086.699,194489.667,216839.5253,4011.152993,3051.608726,5217.013211
LOC_Os07g48500,27630.53583,22146.22671,24363.34009,153.131081,142.6132661,290.6152912
LOC_Os11g43520,11581.7996,9519.244188,9932.069029,159.7410557,156.7958008,236.2421077
LOC_Os08g06550,9956.473966,8542.478141,11398.87332,129.9961695,172.5541727,214.680328
LOC_Os03g02860,8784.885069,5515.855322,5891.377558,64.99808475,58.30597618,76.87243187
LOC_Os01g73940,35394.17463,34396.36006,34458.0891,409.8184326,285.2265321,614.9794549
LOC_Os02g02830,5103.522501,4875.3807,5275.019093,100.2512833,59.09389477,59.06052692
LOC_Os02g53180,4511.633081,4067.605319,3798.550645,17.62659925,21.27380212,41.24862198
LOC_Os04g07890,6088.19895,4669.212088,5721.181014,85.92967136,130.7944871,113.4337104
LOC_Os07g42730,5596.537944,4471.493009,5253.543189,34.15153605,18.12212773,51.56077747
LOC_Os03g45340,6991.609116,5889.324693,6237.139624,300.7538498,243.4668465,261.5537621
LOC_Os04g58800,6789.79785,5350.24447,5665.343661,203.8075539,189.1004633,235.304639
LOC_Os01g01450,14469.46149,13605.43848,14881.19127,960.6496593,1110.965222,1001.216552
LOC_Os08g03610,6042.148057,4758.77714,5344.278886,53.98146021,66.18516215,109.6838357
LOC_Os12g33120,44556.94791,49450.04854,52216.5147,793.1969664,416.0210192,966.5302104
LOC_Os10g14870,3573.007526,3116.187872,3120.985851,4.406649813,18.91004633,17.81190494
LOC_Os03g15530,4911.192301,3011.413659,3793.181669,60.59143493,53.5784646,53.43571483
LOC_Os11g04409,25403.83971,22866.12695,23546.71882,2302.474527,2201.44456,2317.42258
LOC_Os05g41460,2906.624015,2700.470835,3195.077723,31.94821115,14.18253475,30.93646648
LOC_Os03g45280,364162.3357,257014.5233,260080.7226,15930.03908,16383.97931,17545.66384
LOC_Os06g05480,2498.938167,2773.136821,2526.103291,52.87979776,65.39724355,68.43521373
LOC_Os01g73250,25731.61371,15572.48983,15764.92475,583.8811003,427.0518796,551.2315846
LOC_Os10g17790,3333.271994,2310.102397,2883.677104,48.47314795,43.33552283,30.93646648
LOC_Os11g06720,209481.4492,170572.4181,191125.8877,13884.2519,16971.76658,17092.86647
LOC_Os07g40580,21420.43746,19175.37081,19911.38505,2227.561481,2167.56406,2087.742753
LOC_Os12g33130,6291.364654,4882.140326,7955.748898,90.33632117,147.3407776,156.5572698
LOC_Os02g10920,11247.25341,10320.25994,10016.36195,219.2308282,430.203554,332.8013819
LOC_Os05g05040,2336.405604,2952.266926,3044.74639,36.35486096,41.75968564,67.49774505
LOC_Os04g20164,8652.150142,7406.860869,7574.55159,421.9367196,534.2088088,365.6127857
LOC_Os09g28500,2099.378948,1632.449829,2156.180832,27.54156133,29.94090669,32.81140385
LOC_Os12g02980,2939.130527,2587.247089,2567.981305,41.86317323,74.85226671,43.12355934
LOC_Os01g18860,2721.066004,2546.689329,2278.593489,68.30307211,66.18516215,40.3111533
LOC_Os02g50240,7583.498536,7665.416587,6672.563592,286.4322379,420.7485308,432.1730621
LOC_Os01g62970,3383.386202,3006.343939,3260.042334,178.4693174,193.0400563,163.1195505
LOC_Os01g57710,2958.09266,2129.282385,2426.240334,76.01470928,58.30597618,56.24812088
LOC_Os06g02960,3963.085679,3570.772762,2758.043062,26.43989888,35.45633686,68.43521373
LOC_Os02g45520,2786.07903,2245.885944,2197.521949,53.98146021,44.91136003,24.37418571
LOC_Os06g30480,2689.91393,2283.063891,2177.656737,40.76151077,59.09389477,79.68483791
LOC_Os08g36320,2744.091451,2479.093063,2416.039279,46.26982304,59.88181337,21.56177967
LOC_Os05g07300,2051.973617,1759.192828,1842.095726,47.37148549,68.54891794,59.9979956
LOC_Os09g27750,8914.91112,7129.716177,7843.537296,290.8388877,124.4911383,250.3041379
LOC_Os02g44630,8565.466108,7351.093949,6971.078667,637.8625605,486.9336929,434.0479994
LOC_Os04g39489,1884.023301,1728.774508,1915.6507,70.50639701,44.91136003,49.68584011
LOC_Os07g36210,3912.971472,2825.523927,2929.313402,128.894507,174.9179285,133.1205527
LOC_Os04g52460,2163.037536,1706.805722,1952.696635,88.13299627,66.18516215,74.9974945
LOC_Os01g74300,1748.579498,1373.894111,2540.062629,9.91496208,11.03086036,8.437218132
LOC_Os04g31760,4540.07628,3366.294057,4386.453536,81.52302155,33.09258107,99.37168022
LOC_Os08g07740,1278.589501,1404.31243,1416.872813,17.62659925,7.091267373,12.18709286
LOC_Os06g50340,2158.974222,1835.238627,2045.043026,17.62659925,8.667104567,35.62380989
LOC_Os01g72009,4804.191696,4550.918622,4356.38727,30.84654869,75.64018531,119.9959912
LOC_Os05g02530,16170.63565,13703.45307,14497.30947,1845.284609,1969.796492,2133.678719
LOC_Os04g42930,10338.42549,7908.763145,8696.130713,777.7736921,750.0985043,961.842867
LOC_Os05g12640,4316.594005,5346.864656,4865.366211,235.755765,335.6533223,191.243611
LOC_Os12g08130,4323.366195,5357.004096,4050.355628,95.84463344,156.0078822,218.4302027
LOC_Os02g20360,1441.122065,1934.94312,1595.65972,57.28644757,64.60932495,46.87343406
LOC_Os04g38790,1246.082989,1367.134484,1157.014366,24.23657397,32.30466248,34.68634121
LOC_Os05g36290,1328.703708,1179.554845,1319.157447,22.03324907,26.0013137,37.49874725
LOC_Os08g33210,3528.311071,2193.498838,2337.11533,64.99808475,54.36638319,100.3091489
LOC_Os09g24620,1388.298982,1365.444577,2034.841971,46.26982304,40.18384845,30.93646648
LOC_Os02g02400,3692.198073,5458.398496,6341.297762,284.228913,266.3164858,335.6137879
LOC_Os12g38150,1967.998459,1985.64032,1635.927041,51.77813531,65.39724355,91.87193077
LOC_Os04g55800,1584.692496,1466.838977,1620.893908,56.18478512,28.36506949,50.62330879
LOC_Os12g07780,2047.910303,2223.917158,2046.653718,136.6061442,84.30728988,86.24711868
LOC_Os01g52780,2683.14174,2284.753798,2878.308128,69.40473456,18.91004633,25.31165439
LOC_Os02g53510,1451.957569,1073.090726,1448.549772,22.03324907,20.48588352,39.37368461
LOC_Os06g19444,1153.981202,1434.73075,1160.235752,15.42327435,7.091267373,24.37418571
LOC_Os04g01490,987.3853246,1130.547552,1085.070085,12.11828699,23.63755791,24.37418571
LOC_Os03g50960,1542.704917,1617.240669,2429.46172,53.98146021,37.82009266,19.68684231
LOC_Os01g05650,20183.83554,18100.59018,26553.88237,1786.896499,2563.887115,1978.996386
LOC_Os11g41150,1170.234459,1335.026257,1258.488016,57.28644757,39.39592985,32.81140385
LOC_Os05g38660,1836.61797,1843.688161,1305.198108,11.01662453,29.94090669,43.12355934
LOC_Os09g29239,2116.986643,1796.370774,1772.299036,98.04795835,73.27642952,123.7458659
LOC_Os02g19770,1403.1978,1321.507004,1381.974468,51.77813531,54.36638319,79.68483791
LOC_Os02g52130,1181.069963,863.5423007,943.8660118,17.62659925,17.33420913,24.37418571
LOC_Os06g24190,5639.879961,4758.77714,4789.126749,490.2397917,397.1109729,270.9284489
LOC_Os03g55240,1905.69431,1840.308347,1390.56483,52.87979776,81.15561549,90.93446209
LOC_Os11g14000,1109.284747,1282.639151,1318.083651,2.203324907,19.69796492,6.562280769
LOC_Os02g37610,3434.854847,2320.241837,2516.439134,101.3529457,93.76231304,35.62380989
LOC_Os02g47190,873.61253,1177.864939,790.3132932,7.711637173,14.97045334,13.12456154
LOC_Os04g33660,2252.430446,2081.964999,2370.93988,56.18478512,45.69927863,117.1835852
LOC_Os03g08470,1235.247484,1397.552804,860.1099835,35.25319851,20.48588352,28.12406044
LOC_Os11g09020,1213.576476,941.2780068,1206.945844,5.508312267,23.63755791,20.62431099
LOC_Os03g46090,1508.843967,1296.158404,1318.083651,70.50639701,34.66841827,53.43571483
LOC_Os01g68950,3965.794555,3133.086938,3168.769739,425.241707,342.7445897,342.1760687
LOC_Os08g01780,3124.688538,2017.748546,2605.027241,204.9092163,174.1300099,218.4302027
LOC_Os03g57790,7553.700899,6757.936713,7258.318893,1122.59404,932.1077002,1234.646253
LOC_Os01g55110,782.865182,875.3716473,1040.507583,17.62659925,6.303348776,12.18709286
LOC_Os12g08090,973.8409443,1534.435243,959.9729403,38.55818587,25.2133951,33.74887253
LOC_Os03g13950,1791.921515,1669.627775,1669.751591,102.4546082,156.0078822,126.558272
LOC_Os07g44180,5136.029014,5433.049896,5382.935515,486.9348044,765.8568763,652.4782022
LOC_Os03g13840,2324.215661,2548.379236,1731.494817,133.3011569,168.6145798,189.3686736
LOC_Os01g68300,145774.102,104809.7006,103096.6912,999.2078452,681.5495864,1642.44513
LOC_Os04g14680,1011.765209,941.2780068,920.7794143,45.16816059,33.09258107,46.87343406
LOC_Os04g40950,3574.361964,3057.041139,3687.949736,380.0735464,481.4182628,477.1715588
LOC_Os03g22620,1277.235063,1478.668323,1403.450373,85.92967136,96.12606883,119.0585225
LOC_Os02g03840,18011.31694,12834.84104,13217.34555,2088.752012,1493.89366,1360.267057
LOC_Os05g02420,2046.555865,1407.692244,1605.860774,41.86317323,37.82009266,88.12205604
LOC_Os01g09450,1277.235063,1363.754671,1045.876559,28.64322379,58.30597618,56.24812088
LOC_Os02g32814,1301.614948,794.2561278,979.3012546,31.94821115,29.94090669,16.87443626
LOC_Os01g09320,1277.235063,1319.817098,1387.343444,93.64130853,101.641499,120.9334599
LOC_Os03g21040,864.1314638,958.1770734,1123.726714,7.711637173,4.727511582,22.49924835
LOC_Os08g03290,11828.30733,10722.45773,11934.16025,2204.426569,2376.362489,2583.663686
LOC_Os06g03580,1706.591919,2332.071184,2860.053609,157.5377308,168.6145798,197.8058918
LOC_Os10g33800,5294.498263,5686.535894,5882.787197,1078.527542,1172.422872,1117.462668
LOC_Os05g19150,1166.171145,1277.569431,1233.790725,99.1496208,110.3086036,98.43421154
LOC_Os03g53800,1772.959383,1635.829642,1544.117548,82.624684,112.6723594,149.994989
LOC_Os07g32510,880.3847202,890.5808072,699.0406982,11.01662453,23.63755791,25.31165439
LOC_Os12g35330,1010.410771,784.1166879,1035.675504,6.60997472,25.2133951,8.437218132
LOC_Os06g08250,753.0675453,834.8138876,991.1130022,37.45652341,42.54760424,37.49874725
LOC_Os04g51560,995.5119528,1245.461205,982.5226403,38.55818587,52.0026274,67.49774505
LOC_Os10g39770,1048.335036,579.6379827,769.3742861,6.60997472,9.455023164,3.749874725
LOC_Os04g57220,13480.72172,12613.46327,12330.39069,3170.584541,2981.483971,2779.59464
LOC_Os02g02890,514232.7151,388173.2486,411749.4675,71372.3037,92094.28937,82083.82027
LOC_Os02g57240,2658.761855,1841.998254,1710.018912,159.7410557,179.6454401,197.8058918
LOC_Os07g39350,4494.025387,6414.885662,5004.422694,155.3344059,323.0466248,451.8599044
LOC_Os06g02370,1919.23869,1662.868149,1787.869067,56.18478512,143.4011847,108.746367
LOC_Os05g34980,560.7373449,753.6983681,645.3509364,6.60997472,10.24294176,1.874937363
LOC_Os04g59130,9410.63544,7303.776563,7894.54257,1572.072321,1772.816843,1709.942875
LOC_Os06g22960,8641.314638,9115.356497,8045.947698,1792.404812,1386.736731,1179.335601
LOC_Os02g47744,1296.197196,1434.73075,1426.000072,147.6227687,89.03480146,122.8083972
LOC_Os12g04204,4877.33135,4782.435834,5604.674231,1128.102352,1099.934361,1046.215048
LOC_Os12g06340,488.9521292,736.7993016,575.0173485,5.508312267,5.515430179,8.437218132
LOC_Os03g01170,721.9154706,562.7389161,869.7741406,28.64322379,15.75837194,20.62431099
LOC_Os04g08390,866.8403399,547.5297562,1080.774904,1.101662453,14.97045334,10.31215549
LOC_Os03g53050,1019.891837,878.7514606,1028.695835,73.81138437,76.42810391,88.12205604
LOC_Os03g48780,632.5225605,626.955369,854.2041097,0,3.939592985,6.562280769
LOC_Os03g03130,3931.933604,4483.322356,4624.299181,501.2564163,603.5456453,790.2860983
LOC_Os04g40040,1190.551029,844.9533275,967.489507,70.50639701,42.54760424,62.81040165
LOC_Os02g12750,1109.284747,1069.710913,1207.482742,100.2512833,64.60932495,49.68584011
LOC_Os08g41790,5467.866331,5556.413082,6676.321875,1288.94507,1317.399894,1155.898884
LOC_Os05g44900,9630.054401,7555.572654,5692.72544,646.6758601,673.6704004,1091.213545
LOC_Os05g47640,856.0048356,819.6047277,741.9925076,53.98146021,45.69927863,60.93546428
LOC_Os12g05260,586.4716674,584.7077026,687.7658482,12.11828699,25.2133951,15.93696758
LOC_Os02g02870,20147.26571,17000.46095,17819.63193,4639.100591,4788.969233,5079.205315
LOC_Os05g06780,958.942126,2007.609106,1333.653682,80.42135909,66.18516215,98.43421154
LOC_Os08g13840,1166.171145,1247.151111,1203.187561,74.91304683,120.5515453,120.9334599
LOC_Os06g51150,1560.312612,1113.648486,1454.455646,157.5377308,151.2803706,142.4952396
LOC_Os05g46470,850.5870835,714.8305151,621.7274412,20.93158661,14.97045334,2.812406044
LOC_Os02g43700,501.1420715,794.2561278,514.3479177,16.5249368,17.33420913,15.93696758
LOC_Os02g03430,765.2574875,1012.254086,883.7334786,45.16816059,70.12475513,61.87293297
LOC_Os10g26680,1265.045121,1086.609979,1017.957883,40.76151077,61.45765057,15.93696758
LOC_Os06g02000,5721.146243,6048.175918,6566.257864,989.2928831,962.8365255,552.1690533
LOC_Os02g13350,563.4462209,892.2707138,827.8961264,17.62659925,14.18253475,35.62380989
LOC_Os02g57720,5903.995377,4006.768679,4994.221639,300.7538498,651.6086797,317.801883
LOC_Os01g53294,498.4331954,478.2435834,491.7982178,4.406649813,6.303348776,11.24962418
LOC_Os10g36650,665.0290732,542.4600363,819.8426621,16.5249368,1.575837194,9.374686813
LOC_Os11g29370,4980.26864,4103.093358,4273.705036,782.1803419,905.318468,1013.403644
LOC_Os01g55240,440.1923601,797.6359412,1073.795235,2.203324907,0.787918597,6.562280769
LOC_Os05g02250,4015.908762,2862.701874,2867.570176,514.4763657,572.81682,535.294617
LOC_Os03g60850,505.2053856,603.2966758,668.9744316,15.42327435,3.151674388,13.12456154
LOC_Os08g08840,666.3835113,539.0802229,765.0791051,13.21994944,7.87918597,26.24912308
LOC_Os12g12934,1000.929705,645.5443422,857.4254954,41.86317323,23.63755791,49.68584011
LOC_Os07g48490,35624.42909,24500.26668,23297.06142,114.5728951,85.09520848,264.3661681
LOC_Os09g25320,6697.696064,5046.061272,5823.191561,1337.418218,1260.669755,1097.775826
LOC_Os07g47590,922.3722991,772.2873413,804.2726312,31.94821115,36.24425546,65.62280769
LOC_Os01g54050,2142.720965,1029.153153,2071.351009,114.5728951,40.18384845,53.43571483
LOC_Os08g16810,1109.284747,807.7753811,953.5301689,78.21803419,89.82272006,94.68433681
LOC_Os05g36360,3031.232314,2468.953623,2366.107801,297.4488624,435.7189841,425.6107813
LOC_Os05g42350,1770.250507,1784.541428,2068.666521,307.3638245,339.5929153,270.9284489
LOC_Os07g34589,18088.5199,15675.57413,17682.18614,4798.841647,5229.415728,4925.460452
LOC_Os01g52500,2941.839403,2991.134779,2929.850299,527.6963152,683.1254236,540.9194291
LOC_Os07g04180,3101.663091,2884.67066,3109.174104,493.5447791,501.9041463,299.0525093
LOC_Os02g38970,556.6740308,501.9022765,554.0783414,1.101662453,12.60669755,4.687343406
LOC_Os02g03700,971.1320683,991.9752065,1210.16723,70.50639701,33.88049967,18.74937363
LOC_Os02g32980,933.2078034,868.6120207,741.45561,79.31969664,64.60932495,81.55977527
LOC_Os01g55540,675.8645775,559.3591028,543.3403891,17.62659925,32.30466248,29.06152912
LOC_Os09g17152,463.2178066,681.032382,378.5128204,4.406649813,7.091267373,11.24962418
LOC_Os08g41500,725.9787846,611.7462091,693.671722,18.72826171,6.303348776,29.06152912
LOC_Os02g10660,1575.21143,936.2082869,1211.777923,40.76151077,12.60669755,62.81040165
LOC_Os07g12800,631.1681225,740.1791149,616.3584651,37.45652341,52.0026274,40.3111533
LOC_Os02g32450,795.0551242,677.6525687,653.9412983,50.67647285,59.09389477,40.3111533
LOC_Os01g39330,646.0669408,848.3331408,586.8290961,51.77813531,40.18384845,41.24862198
LOC_Os03g06330,742.232041,513.7316231,931.5173666,28.64322379,37.03217406,44.06102802
LOC_Os02g25900,902.0557287,865.2322074,752.1935623,58.38811003,74.85226671,37.49874725
LOC_Os09g28510,7488.687874,6847.501766,7473.614838,59.48977248,75.64018531,167.806894
LOC_Os09g25150,1128.24688,1181.244752,1349.760611,166.3510305,113.460278,157.4947385
LOC_Os01g48280,4966.72426,4963.255846,4772.482923,950.7346972,917.9251655,1288.081968
LOC_Os05g27320,838.3971412,457.9647035,741.45561,24.23657397,4.727511582,7.49974945
LOC_Os04g31120,2326.924537,1598.651696,1703.039243,257.7890141,304.1365784,274.6783236
LOC_Os02g34490,758.4852974,442.7555436,540.655901,0,2.363755791,4.687343406
LOC_Os04g37990,600.0160478,936.2082869,437.5715584,16.5249368,25.2133951,9.374686813
LOC_Os03g08490,1470.919702,942.9679135,1461.972213,31.94821115,102.4294176,65.62280769
LOC_Os06g04920,383.3059628,873.6817406,917.5580286,0,1.575837194,4.687343406
LOC_Os12g03110,869.5492159,400.5078772,928.8328785,5.508312267,24.42547651,14.9994989
LOC_Os01g63770,617.6237422,686.1021019,744.1400981,50.67647285,63.03348776,46.87343406
LOC_Os01g67860,1251.500741,1280.949244,1742.232769,111.2679078,193.0400563,140.6203022
LOC_Os12g18374,535.0030223,410.6473172,364.0165848,3.30498736,7.091267373,2.812406044
LOC_Os05g28870,2884.953006,2188.429118,2456.843498,412.0217576,522.3900298,373.1125352
LOC_Os07g03180,2948.611594,2394.59773,2685.561883,505.6630661,620.8798544,564.3561461
LOC_Os02g58480,689.4089578,486.6931166,778.5015456,26.43989888,7.87918597,26.24912308
LOC_Os06g35160,777.4474298,970.00642,927.7590833,104.6579331,96.91398743,74.06002582
LOC_Os03g61780,415.8124755,373.4693708,507.9051463,4.406649813,10.24294176,2.812406044
LOC_Os01g73140,3127.397414,2661.602982,3358.294598,493.5447791,678.397912,641.228578
LOC_Os09g38670,631.1681225,488.3830233,554.0783414,19.82992416,9.455023164,29.06152912
LOC_Os02g51110,870.903654,902.4101538,621.7274412,30.84654869,3.939592985,24.37418571
LOC_Os05g02770,585.1172294,724.969955,671.1220221,25.33823643,34.66841827,54.37318351
LOC_Os01g11240,2264.620388,1517.536176,2013.902964,96.94629589,200.1313236,227.8048896
LOC_Os04g46560,501.1420715,337.981331,491.7982178,15.42327435,7.87918597,13.12456154
LOC_Os03g13520,448.3189883,300.8033846,437.0346608,4.406649813,5.515430179,4.687343406
LOC_Os09g31300,1244.728551,1096.749419,1003.461647,144.3177814,152.8562078,175.3066434
LOC_Os06g37364,480.825501,361.6400242,543.8772867,7.711637173,9.455023164,18.74937363
LOC_Os04g54590,1177.006649,920.999127,806.4202217,16.5249368,49.63887161,7.49974945
LOC_Os03g54000,1690.338663,1412.761964,1551.097217,261.0940014,186.7367075,269.9909802
LOC_Os02g06910,856.0048356,488.3830233,893.9345334,46.26982304,44.91136003,24.37418571
LOC_Os03g61960,1028.018466,995.3550198,1357.814075,158.6393933,155.2199636,146.2451143
LOC_Os06g05880,11092.84747,8868.630125,10475.94632,3053.808321,2913.722972,3058.960307
LOC_Os05g47860,417.1669136,321.0822644,466.0271321,1.101662453,6.303348776,5.624812088
LOC_Os03g05390,2046.555865,1645.969082,2076.719985,276.5172758,393.1713799,295.3026346
LOC_Os01g70110,396.8503431,537.3903163,431.128787,1.101662453,0.787918597,8.437218132
LOC_Os02g07960,732.7509748,603.2966758,842.9292597,58.38811003,39.39592985,21.56177967
LOC_Os07g43770,376.5337726,528.940783,397.8411347,5.508312267,14.18253475,14.9994989
LOC_Os06g47640,10946.56817,9164.36379,9753.282122,170.7576803,44.91136003,140.6203022
LOC_Os05g03934,510.6231377,713.1406084,466.5640297,8.813299627,19.69796492,1.874937363
LOC_Os01g51540,605.4337999,270.3850648,502.5361701,11.01662453,3.939592985,3.749874725
LOC_Os04g57760,1087.613739,1480.35823,1077.553519,112.3695702,178.0696029,144.3701769
LOC_Os08g35740,778.8018679,772.2873413,882.6596834,84.82800891,48.85095301,85.30965
LOC_Os01g54920,5870.134427,5294.47755,5467.765338,1723.000077,1597.898915,1759.628715
LOC_Os04g31804,541.7752124,365.0198375,396.7673394,0,3.939592985,10.31215549
LOC_Os01g59790,3773.464355,4114.922705,3677.748681,835.0601396,1096.782687,990.9043961
LOC_Os02g39910,513.3320138,493.4527433,406.4314966,9.91496208,25.2133951,11.24962418
LOC_Os07g09420,614.9148661,493.4527433,413.4111656,25.33823643,14.97045334,6.562280769
LOC_Os02g01220,792.3462482,888.8909005,1031.380323,57.28644757,32.30466248,89.05952472
LOC_Os09g33559,708.3710902,718.2103284,556.7628295,52.87979776,48.06303442,69.37268242
LOC_Os05g46845,1785.149325,1823.409281,1685.858519,381.1752089,289.1661251,240.9294511
LOC_Os01g59130,409.0402854,583.017796,477.3019821,27.54156133,33.09258107,28.12406044
LOC_Os08g33750,574.2817252,435.995917,468.1747226,8.813299627,0.787918597,15.93696758
LOC_Os05g08554,5955.464023,6477.412209,6486.260119,1312.079982,1805.909424,1105.275575
LOC_Os03g19350,617.6237422,381.918904,290.9985088,4.406649813,1.575837194,9.374686813
LOC_Os05g38040,86060.99249,67792.29537,72527.35158,25680.85345,23758.10946,20986.1739
LOC_Os02g49700,4813.672762,4579.647035,3889.286342,1247.081897,1318.975731,1199.959912
LOC_Os01g70170,3224.916952,2817.074394,3147.830732,777.7736921,709.9146559,888.7203099
LOC_Os10g06630,698.890024,522.1811564,658.7733769,7.711637173,39.39592985,17.81190494
LOC_Os02g42020,1109.284747,1012.254086,915.4104381,30.84654869,90.61063865,92.80939945
LOC_Os05g49890,47231.96302,39133.16841,37647.79785,12384.8893,14663.95301,12129.90727
LOC_Os03g46570,371.1160205,457.9647035,423.6122203,16.5249368,23.63755791,26.24912308
LOC_Os07g12890,1420.805495,1612.170949,1915.6507,58.38811003,175.7058471,177.1815808
LOC_Os10g34730,395.4959051,359.9501175,435.4239679,1.101662453,2.363755791,1.874937363
LOC_Os01g45990,716.4977184,559.3591028,675.9541006,51.77813531,70.12475513,35.62380989
LOC_Os05g42424,1778.377135,2054.926492,2542.747117,402.1067955,475.114914,473.4216841
LOC_Os02g01332,671.8012634,836.5037942,615.8215674,67.20140965,85.09520848,48.74837143
LOC_Os11g47460,562.0917829,309.2529179,582.5339151,2.203324907,0,2.812406044
LOC_Os02g54780,716.4977184,841.5735142,400.5256228,44.06649813,45.69927863,47.81090275
LOC_Os06g18990,398.2047811,370.0895574,506.2944534,19.82992416,3.151674388,7.49974945
LOC_Os05g49200,1584.692496,1177.864939,1679.952646,273.2122884,293.1057181,222.1800775
LOC_Os08g02070,2939.130527,2730.889154,2791.330714,706.1656326,751.6743415,877.4706857
LOC_Os02g44870,1002.284143,1228.562138,815.5474812,68.30307211,63.03348776,137.8078962
LOC_Os03g18770,3754.502222,3869.88624,2972.265211,792.095304,1021.142502,854.0339687
LOC_Os02g52430,4217.720029,3548.803975,3929.016766,1175.473838,1144.057803,1260.895376
LOC_Os03g18400,1022.600713,1154.206245,934.7387523,118.979545,190.6763005,150.9324577
LOC_Os01g02150,713.7888424,638.7847156,661.9947626,60.59143493,93.76231304,57.18558956
LOC_Os02g26210,952.1699358,802.7056611,830.5806145,153.131081,127.6428127,134.0580214
LOC_Os04g22900,277.6597964,305.8731046,301.1995635,6.60997472,7.87918597,2.812406044
LOC_Os07g18990,544.4840885,850.0230475,1155.940571,72.70972192,25.2133951,55.3106522
LOC_Os12g34510,586.4716674,596.5370492,364.5534824,17.62659925,29.94090669,39.37368461
LOC_Os06g02420,778.8018679,873.6817406,770.9849789,82.624684,70.91267373,127.4957407
LOC_Os05g45450,268.1787301,331.2217044,402.1363156,6.60997472,5.515430179,14.06203022
LOC_Os03g58330,914.245671,730.039675,863.8682668,91.43798363,25.2133951,42.18609066
LOC_Os11g40590,847.8782074,981.8357665,1080.238007,142.1144565,64.60932495,115.3086478
LOC_Os12g17090,429.3568558,354.8803975,423.0753227,22.03324907,31.51674388,18.74937363
LOC_Os02g07260,1403.1978,1272.499711,1643.980505,183.9776297,310.4399272,230.6172956
LOC_Os09g17610,564.800659,331.2217044,584.144608,0,0,3.749874725
LOC_Os12g39220,390.0781529,527.2508764,466.0271321,38.55818587,15.75837194,15.93696758
LOC_Os04g36040,579.6994773,297.4235713,333.9503182,18.72826171,11.81877895,19.68684231
LOC_Os03g17690,2704.812748,2992.824686,3403.930896,388.886846,762.7052019,450.9224357
LOC_Os04g57200,4284.087492,4361.649077,3657.883469,280.9239256,744.5830742,689.9769494
LOC_Os01g40200,532.2941462,491.7628366,470.3223131,25.33823643,35.45633686,8.437218132
LOC_Os12g43340,4622.697,2942.127486,3210.110856,16.5249368,53.5784646,74.9974945
LOC_Os04g46350,386.0148389,351.5005842,365.09038,5.508312267,13.39461615,21.56177967
LOC_Os12g09720,436.129046,427.5463837,403.2101109,1.101662453,0.787918597,1.874937363
LOC_Os11g25160,707.0166522,486.6931166,697.4300053,34.15153605,6.303348776,35.62380989
LOC_Os06g14370,231.6089033,461.3445168,406.9683942,2.203324907,11.81877895,11.24962418
LOC_Os01g54700,303.394119,317.7024511,300.6626659,14.32161189,8.667104567,14.06203022
LOC_Os05g40960,358.9260782,302.4932912,374.7545371,0,0.787918597,9.374686813
LOC_Os02g45170,1185.133277,968.3165133,809.1047098,168.5543554,98.48982462,134.9954901
LOC_Os12g41390,1457.375321,1558.093936,1765.319367,307.3638245,301.7728227,164.0570192
LOC_Os08g02080,2443.406208,2644.703915,2228.662011,641.1675478,576.756413,748.1000077
LOC_Os05g14010,616.2693041,561.0490095,515.9586106,0,0.787918597,1.874937363
LOC_Os02g07490,307.457433,400.5078772,336.6348063,20.93158661,14.18253475,7.49974945
LOC_Os03g49620,1563.021488,1406.002337,1222.515875,268.8056386,183.5850331,298.1150407
LOC_Os01g74410,380.5970867,217.9979585,680.2492816,13.21994944,1.575837194,4.687343406
LOC_Os08g03400,311.5207471,341.3611443,347.9096562,8.813299627,0,0.937468681
LOC_Os04g07280,498.4331954,282.2144114,342.0037824,1.101662453,0,3.749874725
LOC_Os07g09310,544.4840885,581.3278893,231.4028732,9.91496208,21.27380212,5.624812088
LOC_Os04g43070,3898.072653,2965.78618,3352.925622,51.77813531,33.09258107,117.1835852
LOC_Os08g44350,658.2568831,758.7680881,787.6288051,113.4712327,127.6428127,99.37168022
LOC_Os05g47446,2546.343498,2083.654906,1945.716966,441.7666438,612.2127499,419.9859692
LOC_Os04g53810,1009.056333,858.4725807,1083.459392,83.72634645,170.9783355,83.43471264
LOC_Os02g28074,288.4953006,248.4162783,282.4081469,3.30498736,0.787918597,6.562280769
LOC_Os06g10510,1357.146907,997.0449264,830.0437169,1.101662453,0,0.937468681
LOC_Os02g06890,770.6752397,799.3258478,774.2063646,98.04795835,133.1582429,141.5577709
LOC_Os05g05060,2790.142344,2658.223168,3376.549117,34.15153605,16.54629054,75.93496318
LOC_Os12g19304,585.1172294,626.955369,525.6227677,9.91496208,50.42679021,30.93646648
