,Distance,Treatment,time,mean,se
5487,70.575,high light,10 min,54.647625,5.543994568
5488,70.69,high light,10 min,54.571325,5.513082171
5489,70.805,high light,10 min,54.107275,5.4689795
5490,70.92,high light,10 min,53.6882,5.44737599
5491,71.034,high light,10 min,52.9047,5.432563178
5492,71.149,high light,10 min,51.9702,5.360536679
5493,71.264,high light,10 min,51.0846,5.250965274
5494,71.379,high light,10 min,50.262675,5.181028087
5495,71.494,high light,10 min,49.415825,5.228689935
5496,71.609,high light,10 min,48.642425,5.372869395
5497,71.724,high light,10 min,48.05015,5.552034648
5498,71.839,high light,10 min,47.266025,5.761071358
5499,71.954,high light,10 min,46.5099,6.004618549
5500,72.069,high light,10 min,45.75895,6.301034082
5501,72.184,high light,10 min,45.054625,6.596898952
5502,72.299,high light,10 min,44.5289,6.827540196
5503,72.414,high light,10 min,43.8729,7.048781527
5504,72.529,high light,10 min,43.3517,7.245344747
5505,72.644,high light,10 min,43.0795,7.343439422
5506,72.759,high light,10 min,42.66385,7.508530458
5507,72.874,high light,10 min,42.45035,7.659811157
5508,72.989,high light,10 min,42.2728,7.787877721
5509,73.103,high light,10 min,42.105425,7.952192127
5510,73.218,high light,10 min,42.073475,8.019666173
5511,73.333,high light,10 min,41.965,8.086954459
5512,73.448,high light,10 min,42.015175,8.097961518
5513,73.563,high light,10 min,42.055325,8.086581025
5514,73.678,high light,10 min,42.1199,8.120581191
5515,73.793,high light,10 min,42.3162,8.090259004
5516,73.908,high light,10 min,42.53335,8.101300948
5517,74.023,high light,10 min,42.7542,8.136977565
5518,74.138,high light,10 min,43.138725,8.125589827
5519,74.253,high light,10 min,43.61815,8.108538084
5520,74.368,high light,10 min,44.11325,8.055018138
5521,74.483,high light,10 min,44.581425,7.981445156
5522,74.598,high light,10 min,44.8034,7.913959936
5523,74.713,high light,10 min,45.033125,7.827605387
5524,74.828,high light,10 min,45.2668,7.697941858
5525,74.943,high light,10 min,45.321925,7.636865555
5526,75.057,high light,10 min,45.453975,7.510136733
5527,75.172,high light,10 min,45.58975,7.284323855
5528,75.287,high light,10 min,45.657575,7.121957744
5529,75.402,high light,10 min,45.73235,6.933367816
5530,75.517,high light,10 min,45.785525,6.839259674
5531,75.632,high light,10 min,45.738925,6.879516795
5532,75.747,high light,10 min,45.6261,6.9094906
5533,75.862,high light,10 min,45.560175,7.01824003
5534,75.977,high light,10 min,45.5322,7.073012636
5535,76.092,high light,10 min,45.51385,7.133048388
5536,76.207,high light,10 min,45.5755,7.195864854
5537,76.322,high light,10 min,45.864275,7.132794513
5538,76.437,high light,10 min,46.1415,7.20107813
5539,76.552,high light,10 min,46.566125,7.218027622
5540,76.667,high light,10 min,47.07455,7.229802916
5541,76.782,high light,10 min,47.56575,7.198165365
5542,76.897,high light,10 min,48.013,7.046430823
5543,77.011,high light,10 min,48.287025,6.861533946
5544,77.126,high light,10 min,48.586775,6.626457735
5545,77.241,high light,10 min,48.65105,6.430600023
5546,77.356,high light,10 min,48.457975,6.244412587
5547,77.471,high light,10 min,48.2142,6.128016989
5548,77.586,high light,10 min,47.930925,6.100514776
5549,77.701,high light,10 min,47.782075,6.044985181
5550,77.816,high light,10 min,47.793925,6.096575399
5551,77.931,high light,10 min,47.878675,6.17662135
5552,78.046,high light,10 min,47.9433,6.316508067
5553,78.161,high light,10 min,48.033575,6.427559176
5554,78.276,high light,10 min,48.0801,6.48408973
5555,78.391,high light,10 min,48.063275,6.5489461
5556,78.506,high light,10 min,47.984775,6.584621235
5557,78.621,high light,10 min,47.899225,6.652385419
5558,78.736,high light,10 min,47.81615,6.754075871
5559,78.851,high light,10 min,47.644575,6.913445154
5560,78.966,high light,10 min,47.3339,7.075439204
5561,79.08,high light,10 min,46.89905,7.129321558
5562,79.195,high light,10 min,46.4586,7.183690589
5563,79.31,high light,10 min,46.042925,7.231508168
5564,79.425,high light,10 min,45.627125,7.255549268
5565,79.54,high light,10 min,45.191175,7.285342401
5566,79.655,high light,10 min,44.60825,7.249725297
5567,79.77,high light,10 min,43.95705,7.246942417
5568,79.885,high light,10 min,43.22385,7.281358698
5569,80,high light,10 min,42.602125,7.328777104
5570,80.115,high light,10 min,41.99925,7.373346719
5571,80.23,high light,10 min,41.40955,7.404808673
5572,80.345,high light,10 min,40.860125,7.405048446
5573,80.46,high light,10 min,40.2613,7.392047118
5574,80.575,high light,10 min,39.746775,7.383712283
5575,80.69,high light,10 min,39.272575,7.325404684
5576,80.805,high light,10 min,38.7708,7.290890117
5577,80.92,high light,10 min,38.23985,7.265701549
5578,81.034,high light,10 min,37.7156,7.232040438
5579,81.149,high light,10 min,37.346025,7.270326156
5580,81.264,high light,10 min,37.0098,7.325388983
5581,81.379,high light,10 min,36.849,7.379565557
5582,81.494,high light,10 min,36.7263,7.41105643
5583,81.609,high light,10 min,36.5682,7.394732434
5584,81.724,high light,10 min,36.45835,7.346465909
5585,81.839,high light,10 min,36.2302,7.295210708
5586,81.954,high light,10 min,36.10755,7.254675652
5587,82.069,high light,10 min,35.977775,7.22000529
5588,82.184,high light,10 min,35.8932,7.239799813
5589,82.299,high light,10 min,35.864675,7.287171295
5590,82.414,high light,10 min,35.73675,7.325578187
5591,82.529,high light,10 min,35.6907,7.390866039
5592,82.644,high light,10 min,35.604775,7.449664018
5593,82.759,high light,10 min,35.548775,7.512460946
5594,82.874,high light,10 min,35.445675,7.557068247
5595,82.989,high light,10 min,35.2636,7.58023133
5596,83.103,high light,10 min,35.0911,7.572253264
5597,83.218,high light,10 min,34.83355,7.535300573
5598,83.333,high light,10 min,34.59595,7.499763997
5599,83.448,high light,10 min,34.3555,7.433585155
5600,83.563,high light,10 min,34.13035,7.400410624
5601,83.678,high light,10 min,33.966125,7.395370215
5602,83.793,high light,10 min,33.7485,7.397634537
5603,83.908,high light,10 min,33.60365,7.437460701
5604,84.023,high light,10 min,33.462625,7.460847965
5605,84.138,high light,10 min,33.32215,7.485487696
5606,84.253,high light,10 min,33.15845,7.457120177
5607,84.368,high light,10 min,32.91555,7.396587921
5608,84.483,high light,10 min,32.717225,7.341660606
5609,84.598,high light,10 min,32.5805,7.300583973
5610,84.713,high light,10 min,32.422425,7.290165117
5611,84.828,high light,10 min,32.297425,7.226732771
5612,84.943,high light,10 min,32.154525,7.153684272
5613,85.057,high light,10 min,32.072475,7.065364812
5614,85.172,high light,10 min,32.01135,6.965127473
5615,85.287,high light,10 min,31.95965,6.930260135
5616,85.402,high light,10 min,31.866775,6.881094124
5617,85.517,high light,10 min,31.78405,6.866079045
5618,85.632,high light,10 min,31.732475,6.847413261
5619,85.747,high light,10 min,31.659425,6.814591264
5620,85.862,high light,10 min,31.617175,6.827388606
5621,85.977,high light,10 min,31.573525,6.777398074
5622,86.092,high light,10 min,31.57225,6.763009763
5623,86.207,high light,10 min,31.61665,6.700350033
5624,86.322,high light,10 min,31.6719,6.655251955
5625,86.437,high light,10 min,31.77095,6.662202475
5626,86.552,high light,10 min,31.837225,6.628856623
5627,86.667,high light,10 min,31.91165,6.645597528
5628,86.782,high light,10 min,31.974375,6.619337459
5629,86.897,high light,10 min,32.0476,6.602925705
5630,87.011,high light,10 min,32.232025,6.585394769
5631,87.126,high light,10 min,32.477725,6.535624001
5632,87.241,high light,10 min,32.686275,6.518091908
5633,87.356,high light,10 min,32.882575,6.443514406
5634,87.471,high light,10 min,33.035175,6.387489865
5635,87.586,high light,10 min,33.196075,6.30728322
5636,87.701,high light,10 min,33.344075,6.225304756
5637,87.816,high light,10 min,33.484775,6.18716549
5638,87.931,high light,10 min,33.6954,6.09479185
5639,88.046,high light,10 min,33.88725,6.083871961
5640,88.161,high light,10 min,34.10355,6.039998473
5641,88.276,high light,10 min,34.42705,5.971812134
5642,88.391,high light,10 min,34.7167,5.897090091
5643,88.506,high light,10 min,35.0622,5.741175257
5644,88.621,high light,10 min,35.401075,5.651299016
5645,88.736,high light,10 min,35.7053,5.541635146
5646,88.851,high light,10 min,36.03325,5.47849988
5647,88.966,high light,10 min,36.305425,5.437451503
5648,89.08,high light,10 min,36.565225,5.359338329
5649,89.195,high light,10 min,36.783475,5.334118975
5650,89.31,high light,10 min,36.971975,5.249747883
5651,89.425,high light,10 min,37.220075,5.163589457
5652,89.54,high light,10 min,37.477975,5.063274662
5653,89.655,high light,10 min,37.73115,4.977527701
5654,89.77,high light,10 min,37.955375,4.995948097
5655,89.885,high light,10 min,38.138725,4.987248924
5656,90,high light,10 min,38.4428,5.011056119
5657,90.115,high light,10 min,38.83965,4.96483562
5658,90.23,high light,10 min,39.275525,4.885972501
5659,90.345,high light,10 min,39.69685,4.862025472
5660,90.46,high light,10 min,40.263725,4.73601148
5661,90.575,high light,10 min,40.8241,4.596273041
5662,90.69,high light,10 min,41.3759,4.39781134
5663,90.805,high light,10 min,41.92525,4.205999744
5664,90.92,high light,10 min,42.334325,4.035880993
5665,91.034,high light,10 min,42.7037,3.894200852
5666,91.149,high light,10 min,43.059675,3.822547751
5667,91.264,high light,10 min,43.244325,3.80255324
5668,91.379,high light,10 min,43.356425,3.843967965
5669,91.494,high light,10 min,43.41895,3.870952365
5670,91.609,high light,10 min,43.47395,3.88701946
5671,91.724,high light,10 min,43.44625,3.920962692
5672,91.839,high light,10 min,43.36475,3.95015077
5673,91.954,high light,10 min,43.3532,4.020783924
5674,92.069,high light,10 min,43.23925,4.104743561
5675,92.184,high light,10 min,43.1787,4.189012252
5676,92.299,high light,10 min,43.18195,4.270606547
5677,92.414,high light,10 min,43.211425,4.352775906
5678,92.529,high light,10 min,43.35215,4.41690167
5679,92.644,high light,10 min,43.422325,4.463488315
5680,92.759,high light,10 min,43.522575,4.505016978
5681,92.874,high light,10 min,43.575525,4.517681739
5682,92.989,high light,10 min,43.59795,4.544862442
5683,93.103,high light,10 min,43.601775,4.600918075
5684,93.218,high light,10 min,43.5331,4.644301882
5685,93.333,high light,10 min,43.430725,4.687274983
5686,93.448,high light,10 min,43.26865,4.696533611
5687,93.563,high light,10 min,43.14855,4.725051064
5688,93.678,high light,10 min,43.024875,4.759290104
5689,93.793,high light,10 min,42.984825,4.813090704
5690,93.908,high light,10 min,43.002425,4.882894677
5691,94.023,high light,10 min,42.97445,4.917681186
5692,94.138,high light,10 min,43.033475,4.964178129
5693,94.253,high light,10 min,42.9649,5.003046898
5694,94.368,high light,10 min,42.880975,5.034302233
5695,94.483,high light,10 min,42.842775,5.074769256
5696,94.598,high light,10 min,42.753475,5.104544557
5697,94.713,high light,10 min,42.8002,5.14841905
5698,94.828,high light,10 min,42.806625,5.201075783
5699,94.943,high light,10 min,42.840325,5.290014841
5700,95.057,high light,10 min,42.949025,5.361005261
5701,95.172,high light,10 min,42.94265,5.440860263
5702,95.287,high light,10 min,42.9755,5.473959849
5703,95.402,high light,10 min,43.00475,5.478140742
5704,95.517,high light,10 min,43.048325,5.527934387
5705,95.632,high light,10 min,43.172625,5.554327777
5706,95.747,high light,10 min,43.245225,5.60508589
5707,95.862,high light,10 min,43.298275,5.630124362
5708,95.977,high light,10 min,43.3355,5.631300701
5709,96.092,high light,10 min,43.342825,5.654701085
5710,96.207,high light,10 min,43.367025,5.65155639
5711,96.322,high light,10 min,43.418925,5.682174747
5712,96.437,high light,10 min,43.44295,5.721959623
5713,96.552,high light,10 min,43.4693,5.766258347
5714,96.667,high light,10 min,43.51385,5.850759279
5715,96.782,high light,10 min,43.4938,5.917394677
5716,96.897,high light,10 min,43.4795,6.000331527
5717,97.011,high light,10 min,43.412925,6.027708646
5718,97.126,high light,10 min,43.2945,6.050925907
5719,97.241,high light,10 min,43.2526,6.060967364
5720,97.356,high light,10 min,43.16425,6.052382517
5721,97.471,high light,10 min,43.153825,6.104768035
5722,97.586,high light,10 min,43.226975,6.132167885
5723,97.701,high light,10 min,43.2768,6.219083706
5724,97.816,high light,10 min,43.4119,6.305566503
5725,97.931,high light,10 min,43.44895,6.383801681
5726,98.046,high light,10 min,43.43525,6.482229254
5727,98.161,high light,10 min,43.451025,6.536831417
5728,98.276,high light,10 min,43.3884,6.597020205
5729,98.391,high light,10 min,43.26265,6.597944334
5730,98.506,high light,10 min,43.07365,6.574500515
5731,98.621,high light,10 min,42.8685,6.578539962
5732,98.736,high light,10 min,42.6605,6.553066897
5733,98.851,high light,10 min,42.41795,6.603263658
5734,98.966,high light,10 min,42.18145,6.636320633
5735,99.08,high light,10 min,42.012225,6.681950043
5736,99.195,high light,10 min,41.786825,6.731069478
5737,99.31,high light,10 min,41.58755,6.718478478
5738,99.425,high light,10 min,41.4411,6.726365879
5739,99.54,high light,10 min,41.228425,6.697439639
5740,99.655,high light,10 min,41.141425,6.708201637
5741,99.77,high light,10 min,41.11635,6.754409202
5742,99.885,high light,10 min,41.133225,6.842454958
5743,100,high light,10 min,41.178975,6.960075695
5744,100.115,high light,10 min,41.069975,7.026955191
5745,100.23,high light,10 min,40.948775,7.133962977
5746,100.345,high light,10 min,40.922075,7.216339276
5747,100.46,high light,10 min,40.938925,7.310183293
5748,100.575,high light,10 min,41.05055,7.414249219
5749,100.69,high light,10 min,41.173175,7.475694765
5750,100.805,high light,10 min,41.232425,7.599407052
5751,100.92,high light,10 min,41.35445,7.658144596
5752,101.034,high light,10 min,41.4482,7.716168328
5753,101.149,high light,10 min,41.538975,7.760796117
5754,101.264,high light,10 min,41.705575,7.754083069
5755,101.379,high light,10 min,41.80295,7.772106392
5756,101.494,high light,10 min,41.94305,7.774876103
5757,101.609,high light,10 min,42.06085,7.768717053
5758,101.724,high light,10 min,42.0186,7.743759193
5759,101.839,high light,10 min,42.024425,7.655081141
5760,101.954,high light,10 min,42.04235,7.568853542
5761,102.069,high light,10 min,42.12295,7.457746938
5762,102.184,high light,10 min,42.309,7.388451282
5763,102.299,high light,10 min,42.376625,7.340901603
5764,102.414,high light,10 min,42.499325,7.338240989
5765,102.529,high light,10 min,42.5913,7.380746002
5766,102.644,high light,10 min,42.6142,7.436410902
5767,102.759,high light,10 min,42.693275,7.515968501
5768,102.874,high light,10 min,42.68845,7.559600592
5769,102.989,high light,10 min,42.68095,7.627203674
5770,103.103,high light,10 min,42.67375,7.701379739
5771,103.218,high light,10 min,42.6874,7.76654977
5772,103.333,high light,10 min,42.67245,7.813543655
5773,103.448,high light,10 min,42.5726,7.788200151
5774,103.563,high light,10 min,42.46445,7.788331746
5775,103.678,high light,10 min,42.38315,7.794959127
5776,103.793,high light,10 min,42.367775,7.822252928
5777,103.908,high light,10 min,42.3639,7.856298472
5778,104.023,high light,10 min,42.3864,7.849779354
5779,104.138,high light,10 min,42.41035,7.85169914
5780,104.253,high light,10 min,42.42605,7.837378808
5781,104.368,high light,10 min,42.53295,7.794656769
5782,104.483,high light,10 min,42.538725,7.789091654
5783,104.598,high light,10 min,42.6226,7.760606895
5784,104.713,high light,10 min,42.717025,7.683179427
5785,104.828,high light,10 min,42.69115,7.567943417
5786,104.943,high light,10 min,42.73855,7.440686328
5787,105.057,high light,10 min,42.705,7.301516965
5788,105.172,high light,10 min,42.66675,7.208177075
5789,105.287,high light,10 min,42.7306,7.127136378
5790,105.402,high light,10 min,42.755475,7.040803372
5791,105.517,high light,10 min,42.868925,6.963438164
5792,105.632,high light,10 min,42.8888,6.890620035
5793,105.747,high light,10 min,42.885125,6.826765397
5794,105.862,high light,10 min,42.903175,6.719919153
5795,105.977,high light,10 min,42.886625,6.5982698
5796,106.092,high light,10 min,42.920925,6.493976477
5797,106.207,high light,10 min,42.9038,6.353698534
5798,106.322,high light,10 min,42.897475,6.298798806
5799,106.437,high light,10 min,42.875475,6.282667852
5800,106.552,high light,10 min,42.908075,6.303616444
5801,106.667,high light,10 min,42.954,6.319473814
5802,106.782,high light,10 min,42.973525,6.289424832
5803,106.897,high light,10 min,43.03995,6.242372028
5804,107.011,high light,10 min,43.056475,6.179061758
5805,107.126,high light,10 min,43.116625,6.121067688
5806,107.241,high light,10 min,43.173125,6.081391937
5807,107.356,high light,10 min,43.1381,6.095666794
5808,107.471,high light,10 min,43.081025,6.123600921
5809,107.586,high light,10 min,42.983725,6.090034403
5810,107.701,high light,10 min,42.959675,6.049625807
5811,107.816,high light,10 min,42.922525,6.003956021
5812,107.931,high light,10 min,42.885475,6.026816678
5813,108.046,high light,10 min,42.85175,6.055116867
5814,108.161,high light,10 min,42.7259,6.062004969
5815,108.276,high light,10 min,42.59925,6.087370594
5816,108.391,high light,10 min,42.468425,6.074732269
5817,108.506,high light,10 min,42.310025,6.10721266
5818,108.621,high light,10 min,42.26815,6.129273489
5819,108.736,high light,10 min,42.220375,6.153598969
5820,108.851,high light,10 min,42.233475,6.193632084
5821,108.966,high light,10 min,42.3228,6.162086366
5822,109.08,high light,10 min,42.39815,6.15668547
5823,109.195,high light,10 min,42.525475,6.109348542
5824,109.31,high light,10 min,42.624975,6.07375614
5825,109.425,high light,10 min,42.712875,6.07639727
5826,109.54,high light,10 min,42.809025,6.063495815
5827,109.655,high light,10 min,42.94835,6.077202003
5828,109.77,high light,10 min,43.138625,6.043041839
5829,109.885,high light,10 min,43.323325,6.012357485
5830,110,high light,10 min,43.479475,5.975453169
5831,110.115,high light,10 min,43.59625,5.916931367
5832,110.23,high light,10 min,43.657025,5.939835089
5833,110.345,high light,10 min,43.669475,5.923606835
5834,110.46,high light,10 min,43.727875,5.92320831
5835,110.575,high light,10 min,43.797425,5.923631742
5836,110.69,high light,10 min,43.879375,5.926962847
5837,110.805,high light,10 min,43.936325,5.933211912
5838,110.92,high light,10 min,43.930275,5.902255142
5839,111.034,high light,10 min,43.921325,5.917022398
5840,111.149,high light,10 min,43.87225,5.921657777
5841,111.264,high light,10 min,43.836575,5.988152685
5842,111.379,high light,10 min,43.85505,6.094288926
5843,111.494,high light,10 min,43.92125,6.157553339
5844,111.609,high light,10 min,44.004475,6.255927731
5845,111.724,high light,10 min,44.044375,6.272176238
5846,111.839,high light,10 min,44.048725,6.283094044
5847,111.954,high light,10 min,43.990625,6.313082766
5848,112.069,high light,10 min,43.941,6.32912029
5849,112.184,high light,10 min,43.91415,6.355691712
5850,112.299,high light,10 min,43.875325,6.342075401
5851,112.414,high light,10 min,43.856125,6.344317768
5852,112.529,high light,10 min,43.817625,6.324226947
5853,112.644,high light,10 min,43.8358,6.31745342
5854,112.759,high light,10 min,43.88795,6.330265413
5855,112.874,high light,10 min,43.938175,6.313352275
5856,112.989,high light,10 min,44.0332,6.380979155
5857,113.103,high light,10 min,44.137675,6.443592626
5858,113.218,high light,10 min,44.291125,6.512628504
5859,113.333,high light,10 min,44.426425,6.513298965
5860,113.448,high light,10 min,44.562975,6.418879258
5861,113.563,high light,10 min,44.654025,6.353689799
5862,113.678,high light,10 min,44.722575,6.297652407
5863,113.793,high light,10 min,44.880775,6.293918614
5864,113.908,high light,10 min,45.023125,6.308618336
5865,114.023,high light,10 min,45.181425,6.319990528
5866,114.138,high light,10 min,45.2836,6.36066344
5867,114.253,high light,10 min,45.281625,6.355136584
5868,114.368,high light,10 min,45.30375,6.354472154
5869,114.483,high light,10 min,45.2909,6.349659398
5870,114.598,high light,10 min,45.32225,6.34745541
5871,114.713,high light,10 min,45.314875,6.345869741
5872,114.828,high light,10 min,45.220675,6.349877217
5873,114.943,high light,10 min,45.121625,6.377435496
5874,115.057,high light,10 min,44.9564,6.383528236
5875,115.172,high light,10 min,44.851775,6.424767008
5876,115.287,high light,10 min,44.772175,6.497190254
5877,115.402,high light,10 min,44.737475,6.584128551
5878,115.517,high light,10 min,44.72055,6.689602727
5879,115.632,high light,10 min,44.6216,6.748739417
5880,115.747,high light,10 min,44.51395,6.814836927
5881,115.862,high light,10 min,44.347925,6.868092571
5882,115.977,high light,10 min,44.23475,6.914416639
5883,116.092,high light,10 min,44.112175,6.959455177
5884,116.207,high light,10 min,44.033425,6.97443507
5885,116.322,high light,10 min,44.026725,6.999012323
5886,116.437,high light,10 min,43.9201,7.029883506
5887,116.552,high light,10 min,43.894025,7.0723044
5888,116.667,high light,10 min,43.874325,7.105459258
5889,116.782,high light,10 min,43.8318,7.140637717
5890,116.897,high light,10 min,43.867925,7.177564835
5891,117.011,high light,10 min,43.788,7.237202006
5892,117.126,high light,10 min,43.8036,7.303691163
5893,117.241,high light,10 min,43.80725,7.341466463
5894,117.356,high light,10 min,43.779575,7.35323056
5895,117.471,high light,10 min,43.86285,7.332917521
5896,117.586,high light,10 min,43.875725,7.305110704
5897,117.701,high light,10 min,43.944725,7.264673333
5898,117.816,high light,10 min,44.016475,7.198712486
5899,117.931,high light,10 min,44.04765,7.166647126
5900,118.046,high light,10 min,44.149375,7.116624546
5901,118.161,high light,10 min,44.27205,7.072008178
5902,118.276,high light,10 min,44.491425,7.034667963
5903,118.391,high light,10 min,44.699225,6.957537442
5904,118.506,high light,10 min,44.866025,6.93887438
5905,118.621,high light,10 min,44.951475,6.944040844
5906,118.736,high light,10 min,45.01945,6.979713557
5907,118.851,high light,10 min,45.1012,7.01621148
5908,118.966,high light,10 min,45.169975,6.998499807
5909,119.08,high light,10 min,45.2245,6.97236936
5910,119.195,high light,10 min,45.200025,6.893408782
5911,119.31,high light,10 min,45.189725,6.807033405
5912,119.425,high light,10 min,45.194525,6.760614593
5913,119.54,high light,10 min,45.233925,6.72126844
5914,119.655,high light,10 min,45.3798,6.697422921
5915,119.77,high light,10 min,45.434475,6.6478016
5916,119.885,high light,10 min,45.465325,6.59881045
5917,120,high light,10 min,45.499575,6.491784174
5918,120.115,high light,10 min,45.48685,6.39653157
5919,120.23,high light,10 min,45.5475,6.313114446
5920,120.345,high light,10 min,45.55085,6.262684298
5921,120.46,high light,10 min,45.53355,6.273690458
5922,120.575,high light,10 min,45.49535,6.222810984
5923,120.69,high light,10 min,45.3936,6.205714597
5924,120.805,high light,10 min,45.35395,6.175135806
5925,120.92,high light,10 min,45.363575,6.141750258
5926,121.034,high light,10 min,45.339775,6.146171532
5927,121.149,high light,10 min,45.382075,6.103604495
5928,121.264,high light,10 min,45.484025,6.120496202
5929,121.379,high light,10 min,45.5804,6.136676653
5930,121.494,high light,10 min,45.7748,6.144025042
5931,121.609,high light,10 min,45.97575,6.1849449
5932,121.724,high light,10 min,46.1313,6.172721553
5933,121.839,high light,10 min,46.26875,6.175067606
5934,121.954,high light,10 min,46.296325,6.16971665
5935,122.069,high light,10 min,46.211075,6.179897309
5936,122.184,high light,10 min,46.0466,6.215723947
5937,122.299,high light,10 min,45.851075,6.233538131
5938,122.414,high light,10 min,45.675525,6.282235148
5939,122.529,high light,10 min,45.5151,6.30791499
5940,122.644,high light,10 min,45.38915,6.357440613
5941,122.759,high light,10 min,45.317325,6.38407695
5942,122.874,high light,10 min,45.167225,6.407571434
5943,122.989,high light,10 min,45.0323,6.459343779
5944,123.103,high light,10 min,44.9279,6.488061075
5945,123.218,high light,10 min,44.796775,6.553943354
5946,123.333,high light,10 min,44.66155,6.555519513
5947,123.448,high light,10 min,44.4773,6.542087354
5948,123.563,high light,10 min,44.27595,6.547334841
5949,123.678,high light,10 min,44.132925,6.528062443
5950,123.793,high light,10 min,43.960375,6.559571828
5951,123.908,high light,10 min,43.77455,6.560170329
5952,124.023,high light,10 min,43.613775,6.546499832
5953,124.138,high light,10 min,43.29135,6.532036314
5954,124.253,high light,10 min,43.0332,6.461615875
5955,124.368,high light,10 min,42.817725,6.427927389
5956,124.483,high light,10 min,42.697325,6.361603001
5957,124.598,high light,10 min,42.7507,6.332662229
5958,124.713,high light,10 min,42.733825,6.37322014
5959,124.828,high light,10 min,42.726725,6.426663098
5960,124.943,high light,10 min,42.735925,6.447157893
5961,125.057,high light,10 min,42.6627,6.403790977
5962,125.172,high light,10 min,42.672975,6.338024477
5963,125.287,high light,10 min,42.68105,6.30380922
5964,125.402,high light,10 min,42.61565,6.305537562
5965,125.517,high light,10 min,42.55625,6.27723993
5966,125.632,high light,10 min,42.437575,6.209969261
5967,125.747,high light,10 min,42.398625,6.155394968
5968,125.862,high light,10 min,42.424425,6.081039578
5969,125.977,high light,10 min,42.440075,6.070653748
5970,126.092,high light,10 min,42.500175,6.044060848
5971,126.207,high light,10 min,42.657075,5.991439247
5972,126.322,high light,10 min,42.836525,5.955092422
5973,126.437,high light,10 min,43.088325,5.853304149
5974,126.552,high light,10 min,43.37255,5.772507221
5975,126.667,high light,10 min,43.573675,5.686309058
5976,126.782,high light,10 min,43.82325,5.588629821
5977,126.897,high light,10 min,44.000025,5.522597713
5978,127.011,high light,10 min,44.2211,5.438241471
5979,127.126,high light,10 min,44.4997,5.378212749
5980,127.241,high light,10 min,44.645625,5.323752875
5981,127.356,high light,10 min,44.89485,5.267658987
5982,127.471,high light,10 min,45.1147,5.216258777
5983,127.586,high light,10 min,45.292075,5.187091357
5984,127.701,high light,10 min,45.51735,5.166517404
5985,127.816,high light,10 min,45.641725,5.148033738
5986,127.931,high light,10 min,45.8803,5.155019373
5987,128.046,high light,10 min,46.089525,5.167979186
5988,128.161,high light,10 min,46.3313,5.187536721
5989,128.276,high light,10 min,46.56425,5.204304817
5990,128.391,high light,10 min,46.73595,5.188916113
5991,128.506,high light,10 min,46.9024,5.202675558
5992,128.621,high light,10 min,47.053225,5.211521485
5993,128.736,high light,10 min,47.21465,5.241012304
5994,128.851,high light,10 min,47.280825,5.22827822
5995,128.966,high light,10 min,47.2341,5.182267854
5996,129.08,high light,10 min,47.147425,5.153093234
5997,129.195,high light,10 min,47.033125,5.105576355
5998,129.31,high light,10 min,46.980175,5.064885954
5999,129.425,high light,10 min,46.907575,5.011144198
6000,129.54,high light,10 min,46.871225,4.965248375
6001,129.655,high light,10 min,46.80585,4.948619819
6002,129.77,high light,10 min,46.674825,4.962843437
6003,129.885,high light,10 min,46.682175,4.97178257
6004,130,high light,10 min,46.611475,4.94003782
6005,130.115,high light,10 min,46.556625,4.896268254
6006,130.23,high light,10 min,46.5118,4.849091439
6007,130.345,high light,10 min,46.40785,4.837398676
6008,130.46,high light,10 min,46.413025,4.82973539
6009,130.575,high light,10 min,46.311025,4.80916216
6010,130.69,high light,10 min,46.2037,4.822045845
6011,130.805,high light,10 min,46.136275,4.781658571
6012,130.92,high light,10 min,45.98755,4.759855752
6013,131.034,high light,10 min,45.929,4.726945578
6014,131.149,high light,10 min,45.88765,4.646168039
6015,131.264,high light,10 min,45.89435,4.629182438
6016,131.379,high light,10 min,45.94985,4.579227405
6017,131.494,high light,10 min,45.9496,4.608642965
6018,131.609,high light,10 min,45.89045,4.680323832
6019,131.724,high light,10 min,45.788175,4.734589522
6020,131.839,high light,10 min,45.704,4.798103835
6021,131.954,high light,10 min,45.6308,4.824319787
6022,132.069,high light,10 min,45.544525,4.832213128
6023,132.184,high light,10 min,45.4569,4.849429842
6024,132.299,high light,10 min,45.338925,4.849561141
6025,132.414,high light,10 min,45.11435,4.79814964
6026,132.529,high light,10 min,44.771275,4.688356372
6027,132.644,high light,10 min,44.3935,4.589575666
6028,132.759,high light,10 min,43.9438,4.487263719
6029,132.874,high light,10 min,43.5333,4.468978741
6030,132.989,high light,10 min,43.2462,4.513839951
6031,133.103,high light,10 min,42.99715,4.569000137
6032,133.218,high light,10 min,42.8837,4.643473722
6033,133.333,high light,10 min,42.674175,4.673186506
6034,133.448,high light,10 min,42.43305,4.692395252
6035,133.563,high light,10 min,42.327225,4.657236323
6036,133.678,high light,10 min,42.238625,4.64931022
6037,133.793,high light,10 min,42.28265,4.623625389
6038,133.908,high light,10 min,42.388025,4.546100426
6039,134.023,high light,10 min,42.443275,4.530802828
6040,134.138,high light,10 min,42.4966,4.471789052
6041,134.253,high light,10 min,42.503275,4.415408365
6042,134.368,high light,10 min,42.404175,4.36525597
6043,134.483,high light,10 min,42.2781,4.287950542
6044,134.598,high light,10 min,42.121975,4.252613218
6045,134.713,high light,10 min,41.984475,4.223581106
6046,134.828,high light,10 min,41.8915,4.208752486
