"","ID","Type","treat1","time","treat2","group","group1","N","value","sd","se","ci"
"39","id","Green","DAB",5,"ck","Green_DAB_ck","Green_DAB",4,37.5269331981502,7.76387776491614,3.88193888245807,12.3540620538158
"40","id","Green","DAB",5,"treat","Green_DAB_treat","Green_DAB",4,73.1723614088745,10.4392874390442,5.2196437195221,16.6112358700904
"41","id","Green","DAB",60,"ck","Green_DAB_ck","Green_DAB",4,65.0657385990209,4.06978665736305,2.03489332868152,6.47593875550898
"42","id","Green","DAB",60,"treat","Green_DAB_treat","Green_DAB",4,116.957683143311,7.67210181178406,3.83605090589203,12.2080260323363
"43","id","Green","DPI",0,"ck","Green_DPI_ck","Green_DPI",4,27.296106272225,8.14360459553532,4.07180229776766,12.9582921783764
"44","id","Green","DPI",0,"treat","Green_DPI_treat","Green_DPI",4,17.6822740552052,7.63385602734763,3.81692801367381,12.1471684546501
"45","id","Green","DPI",10,"ck","Green_DPI_ck","Green_DPI",4,42.5813274417841,5.12611506764854,2.56305753382427,8.15679297874863
"46","id","Green","DPI",10,"treat","Green_DPI_treat","Green_DPI",4,61.0517892245766,7.0041522881471,3.50207614407355,11.1451692855291
"47","id","Green","DPI",15,"ck","Green_DPI_ck","Green_DPI",4,45.0615139235583,10.9195279920096,5.45976399600482,17.3754057568066
"48","id","Green","DPI",15,"treat","Green_DPI_treat","Green_DPI",4,65.9566984388269,14.7756133561406,7.38780667807032,23.5112980667752
"49","id","Green","DPI",20,"ck","Green_DPI_ck","Green_DPI",4,42.8436784469625,8.22871735424915,4.11435867712457,13.0937255706271
"50","id","Green","DPI",20,"treat","Green_DPI_treat","Green_DPI",4,73.6053500312146,10.4180985983854,5.20904929919269,16.5775196962564
"51","id","Green","DPI",30,"ck","Green_DPI_ck","Green_DPI",4,43.2777534637032,4.06779899095811,2.03389949547905,6.47277593470571
"52","id","Green","DPI",30,"treat","Green_DPI_treat","Green_DPI",4,77.2573691509677,5.47047988383561,2.73523994191781,8.70475424722074
"53","id","Green","DPI",5,"ck","Green_DPI_ck","Green_DPI",4,32.7345790043929,4.68577434344949,2.34288717172474,7.45611262335201
"54","id","Green","DPI",5,"treat","Green_DPI_treat","Green_DPI",4,49.3932563788671,3.68513150625579,1.8425657531279,5.86386657328417
"55","id","Green","DPI",60,"ck","Green_DPI_ck","Green_DPI",4,56.7536023046409,6.33282341551448,3.16641170775724,10.0769352403591
"56","id","Green","DPI",60,"treat","Green_DPI_treat","Green_DPI",4,92.6343492578558,6.3200823639332,3.1600411819666,10.056661384094
