GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj
LOC_Os01g01040,695.4107884,0.808469772,0.213561215,3.785640204,0.000153313,0.000658804,3.181243978
LOC_Os01g01307,154.1795982,1.193133724,0.3897066,3.061460774,0.002202599,0.007479519,2.126126343
LOC_Os01g01450,7671.487111,3.795504328,0.137738551,27.55448297,3.91E-167,3.08E-164,163.511899
LOC_Os01g01680,99.27972383,4.414894977,0.670027624,6.538964916,6.19E-11,6.05E-10,9.218187552
LOC_Os01g02000,73.83130031,5.759603372,0.735060906,7.452797724,9.14E-14,1.16E-12,11.9349688
LOC_Os01g02040,61.74547887,2.387348129,0.757732891,3.147383711,0.001647386,0.005756889,2.239812176
LOC_Os01g02139,57.69245152,2.573103275,0.864188167,2.97439206,0.002935697,0.009694886,2.0134573
LOC_Os01g02150,371.017943,3.208354865,0.296344233,10.81966475,2.78E-27,8.41E-26,25.07538982
LOC_Os01g02290,55.11911877,2.570591278,0.673446397,3.81067462,0.000138588,0.000599722,3.222050176
LOC_Os01g02590,58.05520212,1.813313939,0.607765945,2.981650695,0.002866989,0.009487895,2.022830135
LOC_Os01g02880,79.23595473,5.727863799,0.693617192,7.898053645,2.83E-15,4.02E-14,13.39619397
LOC_Os01g03070,1385.037629,0.641197025,0.184231317,3.480383905,0.000500696,0.001955559,2.708729001
LOC_Os01g03100,216.0591334,4.179952776,0.91202688,4.57726955,4.71E-06,2.64E-05,4.577630128
LOC_Os01g03110,158.9441771,3.031557419,0.654588425,4.62546513,3.74E-06,2.12E-05,4.672837316
LOC_Os01g03490,14.99558303,2.856983619,1.108775375,2.55970205,0.010476194,0.029609395,1.528570465
LOC_Os01g03549,104.2824136,2.684342894,0.506594801,5.291879304,1.21E-07,8.46E-07,6.072459726
LOC_Os01g03570,409.3412731,2.2292034,0.297296086,7.497131667,6.52E-14,8.41E-13,12.07502177
LOC_Os01g03690,38.35594759,3.751124426,0.91129109,4.072250569,4.66E-05,0.000219893,3.657787875
LOC_Os01g03710,49.44072951,4.678157238,0.892688622,5.124729521,2.98E-07,1.98E-06,5.703688486
LOC_Os01g03870,60.01135229,6.578540944,0.873584816,6.378224824,1.79E-10,1.67E-09,8.776740622
LOC_Os01g03914,151.9266718,4.902926287,0.547482793,8.878943255,6.75E-19,1.22E-17,16.9133306
LOC_Os01g04280,539.708044,2.688684134,0.328668205,8.17858289,2.87E-16,4.38E-15,14.35859879
LOC_Os01g04330,4028.504296,0.974813462,0.221729886,4.39639983,1.10E-05,5.83E-05,4.234374388
LOC_Os01g04390,263.4083528,3.907450124,0.427066744,9.133570741,6.63E-20,1.28E-18,17.89237108
LOC_Os01g04409,492.1630558,1.750354837,0.277768568,6.301012126,2.96E-10,2.71E-09,8.56625302
LOC_Os01g04640,532.0157505,5.336976837,0.760231531,7.002398994,2.52E-12,2.81E-11,10.55189393
LOC_Os01g04650,432.6664089,0.657913787,0.257917513,2.550881098,0.010745098,0.030274818,1.518918462
LOC_Os01g04670,36.39022812,6.943742207,1.118872924,6.093595398,1.10E-09,9.57E-09,8.019242623
LOC_Os01g04720,19.45009951,5.867053459,1.21237234,4.76595572,1.88E-06,1.12E-05,4.952284845
LOC_Os01g04814,361.8720211,0.763975068,0.269250131,2.837416951,0.004548018,0.014310659,1.844340363
LOC_Os01g04930,409.0647961,3.03605453,0.321040116,9.452517551,3.31E-21,6.81E-20,19.1666631
LOC_Os01g05420,556.8223117,0.783552304,0.246234243,3.182124149,0.001461991,0.005174515,2.286130309
LOC_Os01g05650,11861.34802,3.342262862,0.182191147,18.34443183,3.66E-75,7.19E-73,72.14303511
LOC_Os01g05900,158.1210652,1.606611847,0.415201055,3.868641568,0.000109443,0.000481735,3.317192175
LOC_Os01g06460,579.0216845,1.067678973,0.241500643,4.420904257,9.83E-06,5.26E-05,4.279244646
LOC_Os01g06500,105.0855711,7.01530623,0.782864124,7.886452237,3.11E-15,4.40E-14,13.35698223
LOC_Os01g06580,18.75003622,5.132308926,1.13715842,4.18653692,2.83E-05,0.000139372,3.855825113
LOC_Os01g06640,13.54770108,2.865835548,1.145268198,2.474615305,0.013337976,0.036622996,1.436246136
LOC_Os01g06660,80.05546907,3.292066751,0.610824169,5.372609802,7.76E-08,5.56E-07,6.255242837
LOC_Os01g07500,67.44923971,3.643422111,0.742865677,4.876766263,1.08E-06,6.64E-06,5.178140536
LOC_Os01g07730,129.1032061,5.526635956,0.553257018,9.785771836,1.30E-22,2.93E-21,20.53310107
LOC_Os01g07780,589.8793439,2.289598554,0.251282649,9.110535482,8.20E-20,1.58E-18,17.80270098
LOC_Os01g07960,687.2071347,1.054891735,0.231801246,4.550771471,5.34E-06,2.98E-05,4.526179837
LOC_Os01g08320,470.7296687,1.045488234,0.267808548,3.903813625,9.47E-05,0.000422701,3.373966579
LOC_Os01g08560,851.1650531,0.672823026,0.20259936,3.320934482,0.000897166,0.003335965,2.476778526
LOC_Os01g08670,21.33772506,2.729392866,1.0726177,2.538438495,0.011134837,0.03126065,1.505001995
LOC_Os01g08850,46.18148045,2.687043181,0.785032127,3.41616827,0.00063509,0.002431747,2.614081586
LOC_Os01g08970,545.352488,0.792044749,0.245681775,3.22382353,0.001264913,0.00454826,2.342154689
LOC_Os01g09230,52.93736996,2.766274938,0.81095014,3.405132999,0.000661318,0.002520956,2.598434754
LOC_Os01g09300,35.45885846,4.137190814,0.895965206,4.534669296,5.77E-06,3.20E-05,4.494988823
LOC_Os01g09320,716.7686454,3.631551317,0.22261692,16.30496807,9.10E-60,1.22E-57,56.91231468
LOC_Os01g09450,638.3439356,4.623826883,0.281781777,16.3846212,2.46E-60,3.37E-58,57.47234165
LOC_Os01g09550,43.96842417,3.676935797,0.959237663,3.80239928,0.000143302,0.000619163,3.208194763
LOC_Os01g09570,584.6484288,0.740245593,0.253001757,2.92584532,0.003435217,0.011125041,1.953698387
LOC_Os01g09590,101.5515401,1.608132701,0.651794827,2.466331607,0.01365049,0.037396258,1.427171858
LOC_Os01g09620,470.378057,2.336116348,0.283288823,8.244975476,1.65E-16,2.57E-15,14.59072058
LOC_Os01g09640,423.5160397,0.892837131,0.278931281,3.20088343,0.001370069,0.004884326,2.311195392
LOC_Os01g09700,10.8455729,4.834725065,1.29761572,3.675382342,0.000237493,0.000985808,3.006207758
LOC_Os01g09770,118.5617065,3.910288441,0.613747864,6.34314136,2.25E-10,2.08E-09,8.68163824
LOC_Os01g09800,45.67368584,3.963618503,0.731067209,5.357823069,8.42E-08,6.01E-07,6.220847018
LOC_Os01g09830,71.06339637,4.826543413,0.709382785,6.673824993,2.49E-11,2.52E-10,9.59853097
LOC_Os01g09850,43.17489748,3.393395554,0.817802329,4.121811178,3.76E-05,0.000180894,3.742575
LOC_Os01g10140,27.24271945,5.151573544,1.033265969,4.529565414,5.91E-06,3.27E-05,4.48586792
LOC_Os01g10250,49.99802809,2.247233783,0.69252389,3.239515196,0.001197331,0.004326337,2.363879635
LOC_Os01g10400,129623.0722,1.162539748,0.136742575,8.501664337,1.87E-17,3.12E-16,15.50602766
LOC_Os01g10530,106.9583086,1.647335551,0.495740506,3.32226457,0.0008929,0.003320887,2.478745921
LOC_Os01g10640,21.47258402,4.227115687,1.045464894,3.882566167,0.00010336,0.000457516,3.339593268
LOC_Os01g10680,125.6909057,1.834609598,0.434506707,4.220773583,2.43E-05,0.000120895,3.917590677
LOC_Os01g11240,1053.490339,3.427238579,0.278126247,12.31930784,7.13E-35,3.16E-33,32.50022225
LOC_Os01g11414,93.48171728,5.646124277,0.682209194,8.007191646,1.17E-15,1.72E-14,13.76540695
LOC_Os01g11460,13.3051275,4.524640367,1.215980447,3.517073171,0.000436333,0.001722997,2.76371544
LOC_Os01g11660,35.38954323,4.048198072,0.885859147,4.486066136,7.26E-06,3.95E-05,4.403214404
LOC_Os01g11910,44.9183079,6.587295989,0.994452817,5.795233868,6.82E-09,5.48E-08,7.260968181
LOC_Os01g12100,378.539448,1.653974966,0.274595664,6.022868104,1.71E-09,1.46E-08,7.836385469
LOC_Os01g12160,103.8652849,3.326326961,0.501074804,6.621510821,3.56E-11,3.54E-10,9.450591998
LOC_Os01g12190,11.2151929,4.21147083,1.221364337,3.33535173,0.000851916,0.003182751,2.497197391
LOC_Os01g12210,29.1091183,4.870617223,1.019116168,4.499134328,6.82E-06,3.74E-05,4.427310035
LOC_Os01g12400,360.0680033,1.395704251,0.281029508,4.966058421,6.83E-07,4.32E-06,5.364361265
LOC_Os01g12464,28.63676038,2.801960325,0.962766253,2.893904031,0.003804844,0.012184174,1.914203912
LOC_Os01g12490,66.77073129,4.933932018,0.758144816,6.363344373,1.97E-10,1.83E-09,8.737168067
LOC_Os01g12650,79.08182455,3.109191086,0.703181242,4.409015009,1.04E-05,5.53E-05,4.257437753
LOC_Os01g12720,38.86916786,3.242092945,0.750823775,4.29117445,1.78E-05,9.07E-05,4.042316926
LOC_Os01g12750,137.5339021,2.372073372,0.469525764,5.048658666,4.45E-07,2.89E-06,5.539532672
LOC_Os01g12910,37.70983392,3.30881468,0.848602452,3.869171253,0.000109206,0.000480958,3.317892489
LOC_Os01g12920,80.49796161,1.547330766,0.505513969,3.05984723,0.002214499,0.007515754,2.12402745
LOC_Os01g13000,41.18485413,4.286821217,0.90933608,4.623230258,3.78E-06,2.15E-05,4.668468799
LOC_Os01g13030,717.0262759,2.194104206,0.246483947,8.900854741,5.54E-19,1.01E-17,16.99395132
LOC_Os01g13170,354.7477909,0.824234191,0.300409842,2.743690461,0.006075279,0.018448591,1.734036805
LOC_Os01g13200,157.5835284,1.514203187,0.444488541,3.406130519,0.000658907,0.002515419,2.599389712
LOC_Os01g13210,1780.795681,1.038426723,0.207842904,4.99618833,5.85E-07,3.73E-06,5.427779412
LOC_Os01g13320,121.2574853,5.479063189,0.626369132,8.573715546,1.00E-17,1.71E-16,15.7679154
LOC_Os01g13420,367.7813414,1.202874734,0.33269828,3.615405346,0.000299878,0.001221242,2.913198119
LOC_Os01g13430,117.5896975,1.157100794,0.430576735,2.687148222,0.007206497,0.021408614,1.66941144
LOC_Os01g13660,366.6963241,1.045266441,0.284654259,3.671909227,0.000240745,0.000998252,3.0007598
LOC_Os01g13700,512.2105376,0.862358409,0.266562381,3.235100771,0.001215998,0.004389756,2.35755964
LOC_Os01g13720,43.51153499,1.731174422,0.661300659,2.616072789,0.008894759,0.025672768,1.590527296
LOC_Os01g14440,348.942626,1.07172642,0.335273593,3.196497705,0.001391069,0.004947981,2.305571995
LOC_Os01g14640,10.86468742,4.805109154,1.30096807,3.645827149,0.000266533,0.001095368,2.96043988
LOC_Os01g14980,52.5148812,1.98740443,0.636039353,3.121895112,0.001796909,0.006230976,2.20544395
LOC_Os01g15270,6732.77322,1.608424633,0.1938351,8.297864778,1.06E-16,1.68E-15,14.7747522
LOC_Os01g15290,136.1580707,1.075884853,0.442894119,2.429241163,0.015130464,0.040839277,1.388921953
LOC_Os01g15340,19.12723708,5.174052108,1.129136202,4.242598001,2.21E-05,0.000110551,3.956438183
LOC_Os01g15350,77.63104346,1.584252114,0.516117903,3.068267058,0.002153041,0.007334976,2.134601289
LOC_Os01g16000,438.3349843,1.468485865,0.26922184,5.454242827,4.92E-08,3.60E-07,6.44333413
LOC_Os01g16110,120.1956844,1.72440156,0.47679419,3.615566516,0.000299692,0.001221115,2.913243484
LOC_Os01g16146,224.1912599,3.206607553,0.465559978,6.881869053,5.91E-12,6.31E-11,10.19962956
LOC_Os01g16240,567.4877011,0.923482123,0.249565823,3.70032816,0.000215321,0.000903062,3.044282408
LOC_Os01g16540,159.8359771,1.153104959,0.384579189,2.998210133,0.002715704,0.009032828,2.044176238
LOC_Os01g16890,1063.65795,1.498453346,0.188370544,7.954624548,1.80E-15,2.59E-14,13.58604319
LOC_Os01g16910,103.5919151,2.068035058,0.495489572,4.171460504,3.03E-05,0.000148089,3.829475963
LOC_Os01g16940,188.1307616,2.476857962,0.449234244,5.510421494,3.58E-08,2.67E-07,6.57394633
LOC_Os01g16960,55.12579915,4.677886726,0.704631033,6.493563312,8.38E-11,8.08E-10,9.092694898
LOC_Os01g16980,60.03120522,7.59877047,1.089963525,6.767113065,1.31E-11,1.37E-10,9.864423887
LOC_Os01g17000,34.03472976,3.336526032,1.023086708,3.241110412,0.001190651,0.004303187,2.36620975
LOC_Os01g17190,598.6939537,0.931995255,0.247456239,3.766272222,0.000165703,0.000708176,3.149858758
LOC_Os01g17214,679.547649,1.365399674,0.243871415,5.59865304,2.16E-08,1.64E-07,6.784154887
LOC_Os01g17279,484.276292,1.090939028,0.241568929,4.515932555,6.30E-06,3.47E-05,4.459408457
LOC_Os01g18050,65.39627441,4.482802634,0.759822432,5.81683175,6.00E-09,4.85E-08,7.314688616
LOC_Os01g18400,82.99174827,6.765752036,0.789765864,7.534520138,4.90E-14,6.41E-13,12.19341743
LOC_Os01g18850,137.6728914,1.602578392,0.432825554,3.701576295,0.000214264,0.00089911,3.046187293
LOC_Os01g18860,1286.858035,5.396611384,0.228028761,23.63049127,1.87E-123,7.37E-121,120.1325175
LOC_Os01g19130,324.1549865,1.606498445,0.385383605,4.168176314,3.07E-05,0.000149963,3.824015963
LOC_Os01g19330,32.72533781,6.73694621,1.139219167,5.808093081,6.32E-09,5.09E-08,7.292948203
LOC_Os01g19610,599.7023912,5.996808649,0.831176903,7.181966657,6.87E-13,7.96E-12,11.09926924
LOC_Os01g19820,98.26896758,2.734872751,0.716638964,3.810633125,0.000138611,0.000599722,3.222050176
LOC_Os01g19940,203.8653156,2.22009717,0.411506951,5.392998605,6.93E-08,4.97E-07,6.303266297
LOC_Os01g20120,704.8371728,2.246723741,0.262337642,8.563407476,1.10E-17,1.86E-16,15.73092308
LOC_Os01g20830,2239.641511,1.787388671,0.22614041,7.903754348,2.71E-15,3.84E-14,13.41527572
LOC_Os01g20940,54.1363636,2.247753444,0.656287174,3.420900594,0.000624141,0.002394901,2.620712426
LOC_Os01g21440,640.3247646,0.60745515,0.216706303,2.803128249,0.005060954,0.015717224,1.803624168
LOC_Os01g22010,230.9292556,0.990078931,0.344958472,2.870022476,0.004104426,0.01304266,1.884633835
LOC_Os01g22230,19.56702677,5.863741628,1.212950146,4.762116761,1.92E-06,1.14E-05,4.944509105
LOC_Os01g22600,41.65746297,1.798371714,0.712345248,2.522349755,0.011657374,0.032565317,1.487244686
LOC_Os01g22640,43.66331345,5.688183237,0.885135043,5.867860155,4.41E-09,3.62E-08,7.441293855
LOC_Os01g22780,11.69077224,3.807752614,1.199336915,3.014562879,0.002573499,0.008616292,2.064679574
LOC_Os01g23380,125.224066,1.190468498,0.494548495,2.40676911,0.016094341,0.043062385,1.365901925
LOC_Os01g23870,21.54895256,3.290783384,1.074250717,3.030585503,0.002440801,0.008215709,2.085354954
LOC_Os01g23990,429.1722901,4.803509462,0.83221933,5.761110069,8.36E-09,6.64E-08,7.17753991
LOC_Os01g24420,75.67810435,3.282186158,0.733359592,4.46127897,8.15E-06,4.40E-05,4.356288918
LOC_Os01g24480,23.7709748,3.605936798,0.993367617,3.579854342,0.000343786,0.001385001,2.858549978
LOC_Os01g24690,869.0583386,0.664750107,0.225997405,2.941395291,0.003267373,0.010649416,1.972674217
LOC_Os01g25330,111.4291898,1.422746443,0.460787476,3.087047238,0.002021555,0.006922356,2.159746054
LOC_Os01g25540,126.0255488,2.519570442,0.583807233,4.313150872,1.61E-05,8.29E-05,4.081583654
LOC_Os01g25610,355.3003998,1.051535596,0.286273604,3.673060042,0.000239663,0.000994027,3.002601732
LOC_Os01g25720,24.97894082,4.868601765,1.095613078,4.113626729,3.89E-05,0.00018669,3.728879045
LOC_Os01g26120,196.1331172,2.555600048,0.494108535,5.169562966,2.35E-07,1.58E-06,5.800614512
LOC_Os01g27040,368.3407435,1.234524166,0.285568003,4.322894142,1.54E-05,7.96E-05,4.099327144
LOC_Os01g27140,6351.809834,6.166899167,0.170249394,36.2026187,5.54E-287,2.90E-283,282.5369593
LOC_Os01g27360,14.96404477,3.418015642,1.135912121,2.940488386,0.003276953,0.01066959,1.971852254
LOC_Os01g27990,239.6646481,1.846891872,0.320637359,5.758958956,8.46E-09,6.72E-08,7.172443843
LOC_Os01g29150,73.38877417,4.199263593,0.623890871,6.665809005,2.63E-11,2.66E-10,9.575368445
LOC_Os01g29180,70.10958207,2.343471124,0.650025934,3.602147803,0.000315599,0.001278976,2.893137661
LOC_Os01g30956,10.45008193,3.501048516,1.25062368,2.700951751,0.006914137,0.020657083,1.684931003
LOC_Os01g31370,37.00598203,2.883932154,0.852908338,3.368604253,0.000755498,0.00285028,2.545112412
LOC_Os01g31800,29.00478564,2.1127982,0.876399733,2.407019692,0.016083303,0.043049303,1.36603388
LOC_Os01g32280,242.3469635,1.168273661,0.307755571,3.795862835,0.000147131,0.000634837,3.197337719
LOC_Os01g33230,34.20213453,3.096595504,1.007904265,3.063203657,0.00218981,0.007442515,2.12828026
LOC_Os01g34350,159.5759288,1.126637882,0.441774402,2.550177033,0.010766823,0.030330599,1.518119009
LOC_Os01g34614,491.355167,1.164801993,0.258102638,4.512824582,6.40E-06,3.52E-05,4.453495818
LOC_Os01g34700,662.8685621,0.588129328,0.22789508,2.580679947,0.009860595,0.02810472,1.551220731
LOC_Os01g34790,2515.044668,5.834494985,0.618101472,9.431192383,4.05E-21,8.32E-20,19.07996026
LOC_Os01g35050,242.9609203,1.440978437,0.361498962,3.985597696,6.73E-05,0.000307932,3.511544653
LOC_Os01g35330,105.385956,3.187974461,0.549867714,5.785971612,7.21E-09,5.77E-08,7.239008545
LOC_Os01g36229,25.78438181,5.118420244,1.054772286,4.394344876,1.11E-05,5.88E-05,4.23070399
LOC_Os01g36620,49.96432015,2.453815,0.671073854,3.649797599,0.000262447,0.001079874,2.966626719
LOC_Os01g37050,1497.88026,2.18862922,0.284735321,7.686215146,1.52E-14,2.05E-13,12.68775133
LOC_Os01g37460,100.5990066,6.462732155,0.705797522,8.505257632,1.81E-17,3.03E-16,15.51901569
LOC_Os01g37560,353.4330136,0.706381077,0.283649866,2.490298035,0.012763601,0.035261242,1.452702399
LOC_Os01g37590,97.78066134,2.965286708,0.578551324,5.115404795,3.13E-07,2.07E-06,5.68349501
LOC_Os01g37750,47.0279243,3.089745832,0.823170019,3.739849959,0.00018413,0.000781833,3.106886206
LOC_Os01g37770,334.1536321,0.847874505,0.315269577,2.689331596,0.007159526,0.021289173,1.671841211
LOC_Os01g37950,888.0181926,2.044534747,0.203600812,10.041265,1.00E-23,2.43E-22,21.61504589
LOC_Os01g37980,363.4477859,1.731070009,0.285805463,6.056212312,1.39E-09,1.19E-08,7.922827608
LOC_Os01g38359,44.40048438,2.58923945,0.957604165,2.697665022,0.006982767,0.020826564,1.681382381
LOC_Os01g38620,892.0614072,0.868647719,0.202894156,4.281252261,1.86E-05,9.44E-05,4.025177421
LOC_Os01g38660,60.92812806,3.942163122,0.835520291,4.686222157,2.78E-06,1.61E-05,4.792051323
LOC_Os01g38970,417.5152057,1.391724525,0.275383784,5.053493485,4.34E-07,2.82E-06,5.550168399
LOC_Os01g39000,403.6364664,1.16667468,0.383944378,3.038576755,0.002376985,0.008012906,2.096209978
LOC_Os01g39136,13.35361285,4.466099834,1.346183108,3.335924805,0.000850162,0.003177706,2.497886287
LOC_Os01g39290,149.8498891,1.149502787,0.430912764,2.667311794,0.00764607,0.022535785,1.647127301
LOC_Os01g39310,463.3401736,0.992532485,0.281462498,3.526229254,0.000421522,0.001672483,2.776638207
LOC_Os01g39330,369.0732972,3.922559908,0.302764286,12.93914842,2.71E-38,1.44E-36,35.84204958
LOC_Os01g39890,42.10287989,2.196820171,0.694438235,3.157615262,0.001590653,0.005588417,2.252711158
LOC_Os01g40094,70.81771604,1.351584025,0.528796962,2.555239869,0.010611464,0.029946557,1.523653097
LOC_Os01g40200,260.6018479,4.326388613,0.409843655,10.52669613,6.51E-26,1.80E-24,23.74401542
LOC_Os01g40280,22.29430282,3.122877202,1.141574658,2.722132099,0.006486221,0.019541867,1.709033942
LOC_Os01g40290,10.46216758,4.24355384,1.355849043,3.133449522,0.001727646,0.006009337,2.221173412
LOC_Os01g40470,243.424785,0.844528352,0.35547281,2.375777144,0.017512036,0.04644689,1.333043363
LOC_Os01g40480,16.30977517,5.562213968,1.236303018,4.43728618,9.11E-06,4.89E-05,4.310602423
LOC_Os01g40499,21.68217225,3.900431373,1.042756867,3.648886116,0.00026338,0.001082975,2.965381617
LOC_Os01g40550,151.8175059,7.896726932,0.811194217,7.897274361,2.85E-15,4.04E-14,13.3938706
LOC_Os01g40590,167.3364192,3.607160854,0.456398652,7.887740408,3.08E-15,4.35E-14,13.36107307
LOC_Os01g40690,608.2024458,0.732685501,0.225625981,3.247310652,0.001165012,0.004221188,2.374565255
LOC_Os01g40700,58.0583253,1.870576594,0.606436314,3.082424111,0.002053221,0.007019223,2.153710982
LOC_Os01g41610,269.3771875,0.83047141,0.350065781,2.372336398,0.017675989,0.046802855,1.329727655
LOC_Os01g42234,226.6309233,4.092615712,0.466136292,8.760062377,1.95E-18,3.47E-17,16.46018782
LOC_Os01g42690,28.69319358,3.762313817,0.928548191,3.988502918,6.65E-05,0.000304337,3.516644838
LOC_Os01g42730,58.77945698,4.384950322,0.716383588,6.036718205,1.57E-09,1.35E-08,7.871249901
LOC_Os01g42870,232.4679136,2.178798765,0.393879141,5.530298054,3.20E-08,2.39E-07,6.621013201
LOC_Os01g42980,56.16051058,2.061561123,0.656888118,3.135992831,0.001712734,0.005962739,2.224554194
LOC_Os01g43380,1289.235205,0.789396135,0.214434808,3.681264049,0.000232081,0.000965852,3.01508937
LOC_Os01g43420,228.8356208,0.915354326,0.348846616,2.623816405,0.008695064,0.025202713,1.598552705
LOC_Os01g43480,314.6603723,2.670204754,0.362469418,7.363893293,1.79E-13,2.21E-12,11.6559979
LOC_Os01g43550,33.82230062,6.149047331,1.028065626,5.322543527,1.02E-07,7.21E-07,6.142201598
LOC_Os01g43610,133.4567734,4.5578652,0.588980615,7.681541808,1.57E-14,2.12E-13,12.67376496
LOC_Os01g43680,155.8155154,1.302241236,0.383356764,3.396486452,0.000682569,0.002595677,2.585749349
LOC_Os01g44090,91.75206532,5.858815743,0.685412116,8.190895109,2.59E-16,3.97E-15,14.40131218
LOC_Os01g44310,174.0775872,1.124969572,0.364506559,3.086102474,0.002027989,0.006938995,2.15870343
LOC_Os01g44360,75.07503355,6.927492166,0.854455129,6.770949378,1.28E-11,1.33E-10,9.875076125
LOC_Os01g44390,3615.17007,6.385819777,0.196366228,32.47938722,2.08E-231,4.69E-228,227.3292071
LOC_Os01g45380,139.6755046,4.667296855,1.121215744,4.171923209,3.02E-05,0.000147835,3.83022298
LOC_Os01g45470,15883.20919,6.158370067,0.159750631,38.54188717,0,0,#NUM!
LOC_Os01g45530,41.12016358,1.871722564,0.747044653,2.503708205,0.012289935,0.034150523,1.466602643
LOC_Os01g45860,18.76363029,3.73878825,1.104732408,3.314701603,0.00091741,0.003401237,2.468363105
LOC_Os01g45910,118.5785008,2.240144848,0.472238429,4.740520567,2.13E-06,1.26E-05,4.900565778
LOC_Os01g45990,351.5562704,3.579149596,0.319078769,11.20625777,3.80E-29,1.26E-27,26.90010866
LOC_Os01g46080,36.02162112,4.800816796,0.898477071,5.129066322,2.91E-07,1.94E-06,5.712771153
LOC_Os01g46169,62.59918819,2.995021247,0.644761588,4.630999818,3.64E-06,2.07E-05,4.683342268
LOC_Os01g46380,1611.08327,1.077304863,0.187012529,5.760568992,8.38E-09,6.66E-08,7.176366945
LOC_Os01g46926,837.0641027,1.318032508,0.210716907,6.254878242,3.98E-10,3.60E-09,8.443462086
LOC_Os01g46980,497.1268236,0.631559889,0.261898638,2.411425044,0.015890318,0.04262701,1.37031513
LOC_Os01g47200,40.83533556,3.695688827,0.803682302,4.552363635,5.30E-06,2.96E-05,4.529313251
LOC_Os01g47262,443.9495512,1.037448632,0.243378382,4.262583846,2.02E-05,0.000101789,3.99230057
LOC_Os01g47300,10.04441432,4.173146615,1.359614644,3.076502339,0.002094447,0.007150838,2.14564307
LOC_Os01g47490,165.7447231,3.152467636,0.436245589,7.21756577,5.29E-13,6.18E-12,11.20912319
LOC_Os01g47660,602.5708172,1.2011017,0.312305873,3.845870692,0.000120125,0.00052581,3.279170769
LOC_Os01g47690,101.768317,1.313877451,0.471528324,2.785805146,0.005339496,0.016494367,1.782664347
LOC_Os01g47780,12.60843985,3.530156966,1.262092076,2.737847786,0.006184269,0.018728957,1.727486409
LOC_Os01g47810,11.47831076,3.781461689,1.186899469,3.032148915,0.002428194,0.008176772,2.087418087
LOC_Os01g48280,2976.534143,2.211170892,0.172585893,12.81172095,1.41E-37,7.32E-36,35.13541262
LOC_Os01g48420,5882.906197,1.094818093,0.166664244,6.568990756,5.07E-11,4.98E-10,9.302853842
LOC_Os01g48610,84.31603917,2.215614285,0.606624869,3.649579796,0.00026267,0.001080337,2.966440745
LOC_Os01g48790,402.3683359,2.305848251,0.332660924,6.930203426,4.20E-12,4.57E-11,10.34008105
LOC_Os01g48850,212.2603962,1.006975223,0.400080135,2.516916678,0.011838682,0.033007354,1.481389294
LOC_Os01g49190,711.1196189,1.285639045,0.216754032,5.931194323,3.01E-09,2.50E-08,7.602186203
LOC_Os01g49210,37.17345931,2.593954215,1.027484435,2.520740622,0.011710814,0.032691391,1.485566605
LOC_Os01g49320,115.666537,3.084383567,1.154402673,2.68286186,0.007299513,0.021640005,1.664742653
LOC_Os01g49710,62.70539882,3.355173607,0.721980696,4.62676349,3.71E-06,2.11E-05,4.675401484
LOC_Os01g50080,23.92235934,2.218648107,0.932478031,2.372388165,0.017673513,0.046802855,1.329727655
LOC_Os01g50100,237.0122817,1.65848656,0.43429774,3.818256043,0.000134398,0.00058358,3.233899749
LOC_Os01g50160,132.2117204,4.875291465,0.541422268,8.914141185,4.92E-19,9.02E-18,17.04497087
LOC_Os01g50200,60.36318758,7.696187032,1.070824733,6.991800548,2.71E-12,3.01E-11,10.52150939
LOC_Os01g50440,14.03644346,5.290369229,1.260855257,4.137014421,3.52E-05,0.000169944,3.769694235
LOC_Os01g50450,73.59679346,1.762364286,0.645567796,2.728680519,0.006358828,0.019209543,1.71648296
LOC_Os01g50770,147.2588022,1.235900803,0.400303772,3.087010192,0.002021807,0.006922356,2.159746054
LOC_Os01g50934,387.7403729,1.839212632,0.320941453,5.730084949,1.00E-08,7.95E-08,7.09987332
LOC_Os01g51060,100.0782534,2.931990358,0.517724773,5.654609412,1.56E-08,1.21E-07,6.91798606
LOC_Os01g51120,543.5055804,0.780179156,0.268731762,2.903146762,0.003694335,0.011876211,1.925322113
LOC_Os01g51210,66.27479735,1.411521757,0.585159199,2.411154643,0.015902104,0.042651357,1.370067145
LOC_Os01g51320,45.82659875,6.167273254,0.929568332,5.716649671,1.09E-08,8.55E-08,7.067909587
LOC_Os01g51540,232.8435212,6.049455512,0.496577182,11.96797562,5.23E-33,2.08E-31,30.68239164
LOC_Os01g51630,86.11274464,3.569756987,0.789250316,4.507089875,6.57E-06,3.61E-05,4.442817288
LOC_Os01g51632,15.01905928,3.588978678,1.086973591,3.219288746,0.00128509,0.004613775,2.335943542
LOC_Os01g51634,17.04667015,3.288334939,1.12435298,2.882255962,0.003948389,0.012592591,1.899884919
LOC_Os01g51870,68.92031114,3.288362127,0.658997375,4.973038335,6.59E-07,4.18E-06,5.378595342
LOC_Os01g52030,37.67043855,2.387422427,0.898559142,2.651796563,0.008006477,0.023461809,1.629638498
LOC_Os01g52110,5246.080622,0.811104099,0.149627117,5.420830244,5.93E-08,4.29E-07,6.367176796
LOC_Os01g52230,169.2879129,6.64054931,0.656946882,9.651484143,4.84E-22,1.05E-20,19.97875399
