GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj
LOC_Os03g11360,30.77285567,-1.288063653,0.801268641,-1.606852406,0.108086749,0.212314702,0.673019931
LOC_Os03g11380,11.05440358,-0.951323542,1.16268481,-0.820389082,0.411994338,0.574160137,0.240966963
LOC_Os03g11410,457.9229721,0.116718651,0.294972393,0.395685358,0.692337158,0.806411364,0.093443361
LOC_Os03g11460,789.8142427,0.207903567,0.236920016,0.877534817,0.380196217,0.542900877,0.265279457
LOC_Os03g11470,162.3560035,0.151194027,0.381380557,0.396430782,0.691787262,0.806128876,0.093595522
LOC_Os03g11490,544.1161262,-0.398862221,0.269478618,-1.480114245,0.138842761,0.25862895,0.587322863
LOC_Os03g11510,18.37302838,1.398161044,0.954546873,1.464553482,0.143042782,0.264254662,0.577977342
LOC_Os03g11520,381.5741306,0.052070047,0.295571662,0.176163945,0.860165145,0.918593853,0.036876465
LOC_Os03g11530,57.98942889,-0.395863916,0.720932382,-0.548888067,0.583082268,0.719807215,0.142783805
LOC_Os03g11550,32.27121588,-0.790782735,0.739977266,-1.068321046,0.285375718,0.443654643,0.352954969
LOC_Os03g11560,57.34650194,0.804266101,0.733088272,1.096817975,0.272720971,0.429228189,0.367311764
LOC_Os03g11570,325.0751942,0.06510354,0.32836513,0.198269591,0.842834143,0.908650406,0.041603175
LOC_Os03g11580,66.28143133,-0.387821549,0.573846728,-0.675777959,0.49918163,0.650312289,0.186878039
LOC_Os03g11650,14.42384332,-0.805284217,1.149844921,-0.699159476,0.484452373,0.638150221,0.195077076
LOC_Os03g11660,148.8583692,-0.214266487,0.416204389,-0.514830734,0.606671306,0.738896146,0.131416599
LOC_Os03g11720,178.0190796,0.262595701,0.418543703,0.627393231,0.530401504,0.677742433,0.168935323
LOC_Os03g11790,250.3952322,-0.584165965,0.329785825,-1.771244158,0.076520109,0.160058545,0.795721135
LOC_Os03g11890,319.5588506,-0.446622851,0.295968993,-1.509013366,0.131295367,0.247403173,0.606594735
LOC_Os03g11900,385.1722102,-0.339049704,0.337669052,-1.004037366,0.315360603,0.475518824,0.322832286
LOC_Os03g11910,15.83681452,0.34486879,1.094178413,0.314974047,0.752781359,0.8505676,0.070291164
LOC_Os03g11980,62.57924022,1.32182233,0.571934029,2.310431879,0.020864256,0.053944577,1.26805221
LOC_Os03g11990,78.52055673,0.104102126,0.576528387,0.180539126,0.856729341,0.916493576,0.037870575
LOC_Os03g12010,269.4429506,-0.379882131,0.359398134,-1.057024199,0.290500543,0.449446126,0.347322358
LOC_Os03g12030,112.1791327,-0.990685125,0.667329544,-1.484959187,0.137554636,0.256870943,0.590285019
LOC_Os03g12120,141.5084365,-0.482203938,0.400105915,-1.20513683,0.228150484,0.376621822,0.424094521
LOC_Os03g12160,396.3719895,0.394486544,0.284727269,1.385488396,0.165903178,0.295958782,0.528768769
LOC_Os03g12210,16.38260394,-1.814213299,1.182501002,-1.536328333,0.124457874,0.237332659,0.624642494
LOC_Os03g12236,24.9868215,-1.170179754,0.915513288,-1.277097414,0.201567858,0.342905061,0.464826106
LOC_Os03g12238,51.11239914,0.201275569,0.656253051,0.306704219,0.759068518,0.853497835,0.068797576
LOC_Os03g12250,17.71427202,0.313533151,1.151889,0.271831825,0.785751334,0.872388323,0.059290156
LOC_Os03g12300,294.5563204,-0.399629155,0.31023271,-1.288171173,0.197686384,0.338019444,0.471058317
LOC_Os03g12320,22.22591036,1.088686457,0.873527835,1.245921851,0.212793087,0.356604049,0.44781373
LOC_Os03g12350,657.5403207,0.09112496,0.211376562,0.431100637,0.666395198,0.78679433,0.104138778
LOC_Os03g12370,305.4693266,-0.106598339,0.331196161,-0.321863326,0.747556237,0.846709945,0.072265339
LOC_Os03g12390,567.6098177,-0.084357281,0.30970298,-0.272387303,0.785324234,0.872289282,0.059339464
LOC_Os03g12430,56.33050841,0.093443616,0.669512333,0.139585284,0.888987668,0.936666217,0.028415144
LOC_Os03g12450,115.1187394,0.378298289,0.438309111,0.86311132,0.388076265,0.55125186,0.258649933
LOC_Os03g12460,134.6623991,0.131633945,0.408851851,0.321973539,0.747472741,0.846709945,0.072265339
LOC_Os03g12470,10.76275116,-0.392263712,1.26581047,-0.308638614,0.757596444,0.852695633,0.069205961
LOC_Os03g12550,850.1799985,-0.02958453,0.197795259,-0.149572035,0.881102273,0.931376086,0.030874917
LOC_Os03g12610,185.5705531,-0.535603129,0.365300239,-1.4661279,0.142613446,0.263647226,0.578976793
LOC_Os03g12620,21.81407569,0.311994786,1.370944846,0.228879435,0.818962625,0.895163216,0.048097772
LOC_Os03g12630,107.6581885,-0.623983351,0.452305001,-1.379435525,0.167760513,0.298561346,0.524966419
LOC_Os03g12660,421.4628717,0.270993745,0.261158406,1.037666935,0.299425144,0.458832804,0.33834554
LOC_Os03g12670,10777.97109,0.2860589,0.134147299,2.132423052,0.032972084,0.079578024,1.099206851
LOC_Os03g12710,113.5781473,0.273603685,0.483202846,0.566246039,0.571226537,0.710073528,0.148696678
LOC_Os03g12720,191.9738283,0.540679824,0.403182753,1.341044998,0.179905843,0.315431571,0.501094841
LOC_Os03g12810,391.0059221,0.21691837,0.331312781,0.654736361,0.51263751,0.662424328,0.178863726
LOC_Os03g12820,14.97966275,1.921937233,1.15287801,1.665760837,0.095761059,0.19250077,0.715567529
LOC_Os03g12900,102.9501291,0.329545723,0.518970984,0.634966867,0.525450025,0.673383955,0.171737236
LOC_Os03g12910,671.179627,-0.493491086,0.241920334,-2.039878357,0.041362443,0.096355204,1.016124826
LOC_Os03g12930,152.4742119,-0.808224582,0.40850121,-1.978433102,0.047879868,0.108894004,0.962996035
LOC_Os03g12940,360.4403971,0.17819547,0.302527922,0.589020312,0.555847648,0.697843809,0.15624177
LOC_Os03g12990,15.52579406,2.000703425,1.168515049,1.714689257,0.086402214,0.176804323,0.75250712
LOC_Os03g13030,69.49148151,0.936375381,0.579400541,1.61577322,0.106143354,0.209411557,0.678999353
LOC_Os03g13040,40.36993384,0.683427694,0.778095086,0.877854296,0.380022795,0.542707571,0.26543412
LOC_Os03g13100,88.32739423,0.90193529,0.55488906,1.625273754,0.104104241,0.206138712,0.685840443
LOC_Os03g13190,203.5671024,-0.654793373,0.351095199,-1.864877343,0.062198599,0.134945147,0.869842728
LOC_Os03g13220,296.6416706,-0.626629056,0.304990659,-2.054533705,0.039924065,0.093530606,1.029046251
LOC_Os03g13240,111.7935715,-0.622932451,0.604892599,-1.029418573,0.303283025,0.463028634,0.334392151
LOC_Os03g13250,10.91955295,0.880622804,1.22446297,0.717754299,0.472908797,0.62836214,0.20178999
LOC_Os03g13274,233.5411532,0.212589932,0.323758459,0.656629837,0.511418959,0.661425604,0.179518997
LOC_Os03g13370,36.51975727,0.14479058,0.713536051,0.202965991,0.839161614,0.906940052,0.042421418
LOC_Os03g13380,512.2583497,0.539531672,0.301596167,1.788929862,0.073626112,0.155160104,0.809219938
LOC_Os03g13390,273.2291405,0.770146477,0.350440564,2.197633575,0.027975229,0.069271156,1.159447564
LOC_Os03g13450,11.48625546,0.648651956,1.265817581,0.512756725,0.608121505,0.739806726,0.130881725
LOC_Os03g13460,655.2879876,-0.327661409,0.216019622,-1.516817944,0.129312655,0.244486837,0.611744518
LOC_Os03g13490,56.18286847,0.039382231,0.58165208,0.067704197,0.946021108,0.971952869,0.012354794
LOC_Os03g13540,10.14571953,0.109406621,1.157723668,0.094574396,0.924652888,0.95864305,0.018343072
LOC_Os03g13550,17.92719833,-0.451801789,1.140594083,-0.396912599,0.691431913,0.805987314,0.093671794
LOC_Os03g13614,151.8216868,-0.310201911,0.382503221,-0.810969476,0.4173832,0.579605271,0.236867674
LOC_Os03g13690,16.87705512,0.776385272,1.15152898,0.674551399,0.49996082,0.650853097,0.186517024
LOC_Os03g13710,30.11602372,-1.272222804,1.016343292,-1.250543373,0.211101122,0.35437244,0.450540062
LOC_Os03g13750,665.0430953,0.301611542,0.219782771,1.372311994,0.169966334,0.301532156,0.520666367
LOC_Os03g13760,502.6674639,0.306453364,0.297922973,1.028631777,0.30365274,0.4633836,0.334059341
LOC_Os03g13770,213.3075899,-0.074223386,0.338299724,-0.219404151,0.826335236,0.899149587,0.046168051
LOC_Os03g13780,123.8095053,-1.171735276,1.319772094,-0.891617968,0.372597736,0.535402974,0.271319221
LOC_Os03g13790,710.0904838,-0.33059744,0.227411565,-1.453737176,0.146019187,0.268304288,0.571372386
LOC_Os03g13810,2278.538939,-0.373628058,0.243236584,-1.53607132,0.124520889,0.237424054,0.624475284
LOC_Os03g13850,69.08309874,1.602892115,0.708480367,2.260905758,0.023765094,0.060249317,1.220047871
LOC_Os03g13970,1332.226062,-0.132872113,0.193996217,-0.684920825,0.493393884,0.645894152,0.189838648
LOC_Os03g14020,12.72408711,-0.221832774,1.178557849,-0.187715972,0.851099309,0.913754433,0.039170503
LOC_Os03g14050,57.89942965,1.531546356,0.812454604,1.884216093,0.059535752,0.130064499,0.885841227
LOC_Os03g14110,118.9279131,0.705631894,0.461173747,1.530034731,0.126008132,0.23959207,0.620527561
LOC_Os03g14120,45.92173604,-0.048772049,0.661568805,-0.073740516,0.94121686,0.969051852,0.013652984
LOC_Os03g14170,11.88802724,-1.830563406,1.221493772,-1.507288569,0.131736706,0.248145656,0.605293323
LOC_Os03g14250,12.91818442,0.557008617,1.204567524,0.461873938,0.644171725,0.769271174,0.113920541
LOC_Os03g14290,210.1238663,-0.774363715,0.332597372,-2.328054477,0.019909211,0.051869428,1.285088539
LOC_Os03g14300,70.28657885,-0.831356899,0.664776399,-1.250876062,0.210979699,0.354308517,0.450618408
LOC_Os03g14370,80.88718659,1.394464155,0.647017484,2.154858276,0.031172926,0.075887557,1.119829428
LOC_Os03g14380,97.60873833,0.191239274,0.479273731,0.399020572,0.689878046,0.804833477,0.094293968
LOC_Os03g14450,168.9131549,0.784915655,0.535797274,1.46494536,0.142935826,0.264101712,0.578228784
LOC_Os03g14500,47.22101577,-0.467736728,0.945600331,-0.495056633,0.620560145,0.750619457,0.124580182
LOC_Os03g14520,94.35127179,0.486357384,0.641699206,0.75778283,0.448581003,0.607371422,0.216545647
LOC_Os03g14530,516.940356,0.184609579,0.267264722,0.690739021,0.489729563,0.642305751,0.192258189
LOC_Os03g14590,856.4671944,-0.538348424,0.196612924,-2.738096442,0.006179595,0.018718404,1.727731184
LOC_Os03g14710,28.30698204,-1.425578916,1.12071422,-1.270109334,0.204045687,0.34611005,0.46078579
LOC_Os03g14800,377.7566977,-0.080276526,0.276088351,-0.290767853,0.771228873,0.86260982,0.064185602
LOC_Os03g14850,18.98309813,-1.517809342,1.006636911,-1.506538296,0.131929044,0.248415125,0.604821965
LOC_Os03g14860,42.76824183,-0.085596966,0.740243912,-0.115618099,0.907955218,0.947766721,0.023298545
LOC_Os03g14890,43.16891426,1.470136519,0.751937799,1.954956503,0.050588205,0.113884977,0.943533563
LOC_Os03g14900,10.14029891,-0.244469106,1.275276029,-0.192143086,0.847630126,0.911584722,0.040202962
LOC_Os03g14980,1362.260922,0.218366804,0.189237104,1.153925861,0.248530566,0.40112472,0.396720574
LOC_Os03g14990,193.4801204,0.160093019,0.360801508,0.443703956,0.657256635,0.779278964,0.108307047
LOC_Os03g15010,183.6859942,-0.557448509,0.400543785,-1.391594426,0.164045248,0.293142859,0.532920681
LOC_Os03g15020,26.91494336,-1.602686313,0.848260975,-1.889314623,0.058849683,0.128905709,0.889727847
LOC_Os03g15040,275.5493063,-0.100912058,0.316268119,-0.319062381,0.74967921,0.848408221,0.071395132
LOC_Os03g15050,193.1170951,-0.963437459,0.466258706,-2.066296464,0.038800495,0.091319861,1.039434758
LOC_Os03g15110,74.55379827,-0.270888565,0.560713932,-0.483027853,0.629075959,0.757467176,0.120636182
LOC_Os03g15240,16.98388311,1.296990257,1.030658963,1.257240068,0.208666718,0.351260107,0.454371171
LOC_Os03g15350,187.5373668,-0.238211335,0.35979553,-0.662055114,0.507935901,0.657958457,0.181801527
LOC_Os03g15390,49.45867618,0.010362549,0.805143041,0.012865776,0.989734879,0.99529759,0.002047047
LOC_Os03g15430,53.71192867,-0.268448251,0.627416851,-0.427779023,0.668812011,0.788582781,0.10315271
LOC_Os03g15480,1043.339507,0.373493014,0.198823862,1.878502273,0.060312486,0.131451148,0.881235618
LOC_Os03g15560,140.6090739,-0.166190348,0.433467502,-0.383387771,0.701432269,0.812913403,0.089955716
LOC_Os03g15570,477.3100449,0.176867476,0.255257425,0.692898409,0.488373308,0.640954327,0.193172916
LOC_Os03g15580,80.15365242,0.197451268,0.488147974,0.404486196,0.685855227,0.801870455,0.095895788
LOC_Os03g15600,68.87157637,-0.410744853,0.576986589,-0.711863232,0.476549472,0.631972231,0.199302004
LOC_Os03g15630,43.78761156,1.798589995,0.789944328,2.274632041,0.022928012,0.058475722,1.23302441
LOC_Os03g15650,94.97266065,-0.149688466,0.508154469,-0.294601408,0.768298386,0.860062495,0.06546999
LOC_Os03g15690,63.95246143,0.008094808,0.631562013,0.012817368,0.9897735,0.99529759,0.002047047
LOC_Os03g15700,321.46796,-0.074318407,0.298633404,-0.248863803,0.803466136,0.884934984,0.053088636
LOC_Os03g15720,110.1680392,-0.150626118,0.454658824,-0.331293514,0.74042279,0.841510321,0.074940553
LOC_Os03g15730,276.1157119,0.617515694,0.311434652,1.982768263,0.047393321,0.107959075,0.966740844
LOC_Os03g15750,22.1681322,0.039883251,0.920537469,0.043306246,0.965457412,0.982693262,0.007582022
LOC_Os03g15770,83.50516254,0.130495907,0.584375255,0.223320526,0.823286053,0.897408543,0.0470098
LOC_Os03g15780,586.7717191,0.423248729,0.235471264,1.79745894,0.072262791,0.152921904,0.815530303
LOC_Os03g15840,158.5032,0.444891391,0.488259602,0.911233842,0.362172177,0.52507291,0.279780387
LOC_Os03g15850,62.81750564,-0.709513308,0.662277001,-1.071224224,0.284068622,0.442316969,0.354266399
LOC_Os03g15880,423.5475969,0.038830677,0.281303486,0.138037635,0.890210674,0.937640908,0.027963453
LOC_Os03g15890,345.1267287,0.167764123,0.260337362,0.644408777,0.519310394,0.668182205,0.175105095
LOC_Os03g15900,479.384562,-0.113584484,0.261685063,-0.434054417,0.664248925,0.785022613,0.105117833
LOC_Os03g15950,97.67804696,0.179531819,0.539664618,0.332622988,0.739418888,0.840958053,0.075225666
LOC_Os03g16000,130.5077252,-0.254421279,0.408516388,-0.622750223,0.533448674,0.680016236,0.167480718
LOC_Os03g16010,75.950495,-0.272551595,0.609146111,-0.447439474,0.65455778,0.77736764,0.109373542
LOC_Os03g16080,52.74335988,-0.514819175,0.619108195,-0.831419745,0.405736549,0.568233387,0.245473253
LOC_Os03g16110,945.6662875,-0.067823562,0.249623435,-0.271706085,0.785848022,0.872388323,0.059290156
LOC_Os03g16120,121.6263884,-0.656166539,0.482014587,-1.361417748,0.173381711,0.306588897,0.513443577
LOC_Os03g16130,359.5061148,0.062776591,0.269865256,0.232618847,0.816057391,0.893258146,0.049023015
LOC_Os03g16150,18.49960754,0.985080881,1.196871613,0.823557618,0.410190966,0.572637068,0.242120542
LOC_Os03g16170,146.0409395,-0.598502046,0.444579503,-1.346124523,0.178262361,0.313528167,0.503723436
LOC_Os03g16220,128.2241275,0.02159261,0.460283004,0.046910774,0.962584341,0.981038031,0.008314156
LOC_Os03g16334,109.4666769,-1.059313249,0.522283095,-2.027771141,0.042583611,0.098601487,1.006116537
LOC_Os03g16350,98.07762998,0.301051109,0.453899245,0.663274448,0.507154798,0.657108926,0.182362633
LOC_Os03g16369,688.1286147,0.534339079,0.264120842,2.023079901,0.04306491,0.099584046,1.001810235
LOC_Os03g16400,18.11424554,-0.110401628,1.017757036,-0.108521939,0.913581679,0.951934929,0.021392737
LOC_Os03g16480,222.7065747,0.237687913,0.404702027,0.587337422,0.556977113,0.698707896,0.155704349
LOC_Os03g16570,89.97781044,0.383249014,0.536152937,0.71472753,0.474777423,0.630259619,0.200480517
LOC_Os03g16580,135.9004016,-0.790045917,0.409813403,-1.927612868,0.053903297,0.119977604,0.920899814
LOC_Os03g16670,59.04772882,0.991709983,0.67077085,1.478373694,0.139307782,0.259254085,0.586274392
LOC_Os03g16690,923.468377,0.049695737,0.199799056,0.248728155,0.803571069,0.884934984,0.053088636
LOC_Os03g16700,140.2673859,0.576050196,0.41486466,1.388420283,0.165009103,0.294664463,0.530672237
LOC_Os03g16740,79.51718636,0.263725099,0.608339215,0.433452539,0.664686038,0.785365633,0.104928107
LOC_Os03g16790,155.19978,0.464889802,0.435224588,1.068159181,0.285448714,0.443680459,0.352929699
LOC_Os03g16800,1267.032009,-0.090005316,0.179841345,-0.500471777,0.616742924,0.747329453,0.126487901
LOC_Os03g16824,171.1587218,-0.007151322,0.409029859,-0.017486947,0.986048146,0.993553799,0.002808612
LOC_Os03g16870,92.68448023,-1.015065572,0.509705484,-1.99078453,0.046504581,0.106303905,0.97345078
LOC_Os03g16874,116.2004371,0.603725056,0.529599526,1.140104592,0.254242729,0.407451226,0.389924371
LOC_Os03g16890,213.9076429,-0.239628819,0.359720574,-0.666148323,0.5053163,0.655428396,0.183474747
LOC_Os03g16910,1608.302999,-0.354248616,0.190951137,-1.855183739,0.063569993,0.137403156,0.862003291
LOC_Os03g16950,30.10928037,0.461020529,0.931267143,0.494523956,0.620936192,0.750810813,0.124469482
LOC_Os03g17000,307.9144686,0.057708406,0.304917027,0.189256501,0.849891787,0.913018648,0.039520352
LOC_Os03g17010,5392.61762,0.030019273,0.133006308,0.225697252,0.821436896,0.896723339,0.047341527
LOC_Os03g17040,15.71188241,-1.911500434,1.078021331,-1.761562468,0.07814325,0.162912318,0.788046076
LOC_Os03g17050,227.5647777,0.703612444,0.328201267,2.143842578,0.032045502,0.077639419,1.109917723
LOC_Os03g17060,38.11210099,0.812330992,0.703993829,1.153648988,0.248644106,0.401257681,0.396576641
LOC_Os03g17084,54.78899892,0.23429348,0.708405968,0.330787151,0.740805267,0.841713644,0.074835633
LOC_Os03g17110,11.29327897,1.903384233,1.329169118,1.439975655,0.149874287,0.274003502,0.562243887
LOC_Os03g17120,40.06906195,1.821493996,0.794533614,2.290722288,0.021979481,0.056367195,1.248973576
LOC_Os03g17140,600.9582301,-0.356398985,0.237355188,-1.501517049,0.13322188,0.250403668,0.601359314
LOC_Os03g17180,704.3303114,0.475593217,0.204394647,2.326835701,0.019974011,0.051970107,1.284246391
LOC_Os03g17230,29.47154091,-0.39436006,0.950926362,-0.414492919,0.678513152,0.795941684,0.099118751
LOC_Os03g17300,259.8425509,0.67399349,0.297065437,2.268833196,0.023278471,0.059209463,1.227608877
LOC_Os03g17310,315.1056587,0.049223613,0.286950511,0.17153785,0.863800872,0.920793331,0.035837835
LOC_Os03g17340,38.35624191,-0.166122663,0.894629207,-0.185699306,0.852680573,0.914462872,0.038833923
LOC_Os03g17440,40.80887937,0.486506516,0.664836002,0.73187019,0.464247802,0.621154954,0.206800046
LOC_Os03g17450,74.10808942,1.095026264,0.712238249,1.537326274,0.124213431,0.237067622,0.625127757
LOC_Os03g17470,11.43083066,-0.939444263,1.059194738,-0.887103277,0.3750233,0.537955027,0.269254029
LOC_Os03g17480,16.60217919,-2.230214958,1.16717361,-1.911186817,0.055980577,0.123849364,0.907106221
LOC_Os03g17490,1223.882091,-0.559383707,0.229344954,-2.439039109,0.014726374,0.039894967,1.399081888
LOC_Os03g17520,384.6048932,0.338924257,0.264336867,1.282153906,0.199788662,0.34070665,0.46761939
LOC_Os03g17540,247.6227972,0.413118184,0.373658481,1.105626704,0.268888126,0.424395542,0.372229186
LOC_Os03g17560,10.14912165,-0.813712966,1.162193769,-0.700507527,0.483610406,0.63746803,0.195541591
LOC_Os03g17570,4334.087216,-0.252528866,0.149663746,-1.687310185,0.091543724,0.18544056,0.731795269
LOC_Os03g17600,104.7456347,-1.017250617,0.593898155,-1.713073814,0.086698961,0.177365425,0.751131037
LOC_Os03g17710,588.7856929,-0.196428515,0.231534542,-0.848377116,0.396227983,0.559347227,0.25231851
LOC_Os03g17740,1156.611606,-0.003510821,0.206268606,-0.017021952,0.986419103,0.993553799,0.002808612
LOC_Os03g17780,20.72333075,-0.494358578,1.095059941,-0.450484922,0.652360824,0.775402215,0.110472963
LOC_Os03g17910,125.2720788,-1.302979021,0.634345473,-2.05387592,0.039987703,0.093665747,1.0284192
LOC_Os03g17920,15.13197322,1.906837969,0.972490951,1.95593173,0.050473197,0.113686112,0.944292585
LOC_Os03g17930,157.4709704,0.513161009,0.365523493,1.403887348,0.160352398,0.287851395,0.540831661
LOC_Os03g17940,90.23570221,0.458489134,0.473373017,0.968586587,0.332751498,0.494118862,0.306168568
LOC_Os03g17950,69.35530203,-0.427681244,0.533326632,-0.801903291,0.422608902,0.584630654,0.233118417
LOC_Os03g17990,196.2410032,0.465611689,0.367645404,1.266457152,0.20534946,0.347581883,0.458942868
LOC_Os03g18070,73.15469758,0.00116679,0.585250647,0.001992272,0.998410398,0.999363019,0.000276726
LOC_Os03g18140,22.24755373,-0.446923342,1.004272291,-0.444550024,0.65664497,0.778788457,0.108580494
LOC_Os03g18150,319.7509022,0.790418525,0.340685983,2.320083495,0.020336361,0.052772589,1.277591603
LOC_Os03g18160,60.55768355,0.812909057,0.681751602,1.192467471,0.233077998,0.382292618,0.417604088
LOC_Os03g18170,13.408782,-0.662237776,1.278266039,-0.517653685,0.604699918,0.737411493,0.132290098
LOC_Os03g18210,13.26494594,1.288250581,1.187459241,1.085163644,0.277849183,0.434658986,0.361851337
LOC_Os03g18250,15.02606215,-2.044808361,1.114005312,-1.831829565,0.066976817,0.143687415,0.842581267
LOC_Os03g18264,167.1360089,-0.382792418,0.410444559,-0.932563358,0.35104546,0.513774024,0.289227857
LOC_Os03g18270,66.72266721,-0.340123712,0.549886144,-0.618616934,0.536168743,0.681850415,0.166310891
LOC_Os03g18310,84.43317447,0.628231958,0.573616071,1.095002704,0.273515452,0.430059867,0.366471084
LOC_Os03g18350,26.45230011,0.957092306,0.869437021,1.100724336,0.271016651,0.427240836,0.369327244
LOC_Os03g18380,141.9000625,0.774770893,0.503451303,1.539000192,0.123804249,0.236487457,0.62619189
LOC_Os03g18410,89.46466895,1.010194718,0.553161647,1.826135666,0.067829829,0.145161185,0.838149496
LOC_Os03g18454,518.0087267,-0.570800136,1.300884839,-0.439128431,0.660568479,0.782262612,0.106647426
LOC_Os03g18500,33.99689031,-0.152441125,0.78793403,-0.193429889,0.846622309,0.911248198,0.040363317
LOC_Os03g18510,2030.010238,0.385511809,0.180961897,2.130346614,0.033143008,0.079966018,1.097094528
LOC_Os03g18540,15.10375351,0.134660125,1.089654174,0.123479139,0.901727693,0.943958686,0.025047013
LOC_Os03g18550,263.2568355,-0.314596742,0.3562106,-0.883211821,0.377121836,0.53998082,0.267621666
LOC_Os03g18600,692.0779992,-0.071613676,0.229304468,-0.312306636,0.754807497,0.851632439,0.069747804
LOC_Os03g18620,14.73754133,0.888729994,1.103502218,0.805189622,0.420710264,0.582618738,0.234615552
LOC_Os03g18680,322.2519856,0.344552072,0.287762709,1.19735829,0.231166934,0.380228166,0.419955715
LOC_Os03g18690,348.5008361,0.407877139,0.275671106,1.479577988,0.138985904,0.258795668,0.587042997
LOC_Os03g18700,289.4707227,-0.356040599,0.280372295,-1.269881286,0.20412692,0.346210521,0.460659738
LOC_Os03g18720,320.8985471,0.384698701,0.332496273,1.157035573,0.247257827,0.399758467,0.398202328
LOC_Os03g18740,55.08138762,1.21941449,0.862941522,1.413455211,0.157521922,0.284425125,0.546032043
LOC_Os03g18790,17.84107066,0.377598793,1.121962219,0.336169069,0.736743376,0.839128096,0.076171738
LOC_Os03g18830,56.4403938,1.046425553,0.738826619,1.416109136,0.156743554,0.283507651,0.547435217
LOC_Os03g18910,80.96243018,-0.413376965,0.5677623,-0.728189943,0.466497322,0.622771962,0.205670948
LOC_Os03g18930,12.4973732,-0.406321737,1.098635763,-0.3702087,0.711226995,0.820698687,0.085816262
LOC_Os03g19010,22.73165657,-0.62326106,0.864380158,-0.721232009,0.470766781,0.626415192,0.203137718
LOC_Os03g19059,108.0665298,-0.648517604,0.518660513,-1.250464144,0.211130046,0.354383189,0.450526888
LOC_Os03g19070,72.04770915,-1.183661882,0.526766451,-2.246297627,0.02468495,0.062350302,1.205161439
LOC_Os03g19160,11.86157786,-2.189600788,1.37679409,-1.648490036,0.099252154,0.198151724,0.703002144
LOC_Os03g19190,41.59218408,2.210617937,0.947977208,2.331162796,0.019744777,0.051500715,1.288186743
LOC_Os03g19280,269.7740005,0.047009316,0.395953144,0.118722728,0.90549503,0.94689459,0.023698365
LOC_Os03g19300,34.68710853,-0.075726615,0.750828776,-0.100831764,0.919684011,0.955888216,0.019592892
LOC_Os03g19340,590.9510492,-0.413717255,0.244043191,-1.695268646,0.09002447,0.18279033,0.738046783
LOC_Os03g19436,209.0909878,-0.044785963,0.408871824,-0.10953984,0.912774324,0.951282652,0.021690423
LOC_Os03g19452,23.44807724,-1.691145892,0.89339474,-1.890701937,0.058664144,0.128570887,0.890857361
LOC_Os03g19480,94.35381242,-0.018279901,0.532192302,-0.03434743,0.972600104,0.986739348,0.005797553
LOC_Os03g19500,561.4597988,0.518955971,0.24757391,2.096146646,0.036069184,0.085763778,1.066696097
LOC_Os03g19520,24.25077653,-0.374318766,0.962493266,-0.388243577,0.697835788,0.810352201,0.091326184
LOC_Os03g19530,139.0401541,-0.8332451,0.483762586,-1.722000933,0.085069349,0.174553564,0.758071279
LOC_Os03g19570,42.86942294,0.365133015,0.730257214,0.499826689,0.617197116,0.747726062,0.126257482
LOC_Os03g19580,88.0695179,0.481244178,0.547637636,0.878769207,0.379526425,0.542288916,0.265769272
LOC_Os03g19590,594.6056014,-0.516512492,0.245332194,-2.105335407,0.035262122,0.084175478,1.074814407
LOC_Os03g19680,163.7666682,-0.628705761,0.40511921,-1.55180695,0.120708422,0.231840319,0.634811034
LOC_Os03g19690,177.3624414,-0.136439253,0.398152747,-0.342657539,0.73185611,0.835949103,0.077820164
LOC_Os03g19700,11.99781612,-1.130963891,1.083896324,-1.040679269,0.298024428,0.457220669,0.339874145
LOC_Os03g19709,16.87363536,-0.253949005,1.115623099,-0.227339878,0.820159467,0.895754398,0.047811051
LOC_Os03g19860,18.2444042,1.810438524,1.270169864,1.432621976,0.151965898,0.276774927,0.557873255
LOC_Os03g19870,251.6061093,-0.040918215,0.334831234,-0.122206761,0.902735272,0.944699224,0.024706441
LOC_Os03g19930,301.4187961,-0.242938035,0.357668604,-0.679254467,0.496976642,0.648567294,0.188044956
LOC_Os03g19940,59.5622876,-1.40699773,0.639059163,-2.200697644,0.027757436,0.068818498,1.162294809
LOC_Os03g19960,694.2477445,0.059517531,0.211365066,0.281584863,0.778261848,0.868254409,0.061353002
LOC_Os03g19970,135.5418576,0.302826812,0.426399549,0.71018569,0.477588993,0.632551166,0.19890434
LOC_Os03g20020,50.23694012,0.062525147,0.654375702,0.095524339,0.923898359,0.958343808,0.018478659
LOC_Os03g20090,571.9054718,-0.786670308,0.376890937,-2.087246145,0.03686589,0.087407209,1.058452746
LOC_Os03g20170,23.73892624,0.98313587,0.921551685,1.065583982,0.286611743,0.445004676,0.351635425
LOC_Os03g20180,134.0046198,-0.009371054,0.396456604,-0.023638466,0.981140989,0.990774216,0.004025304
LOC_Os03g20300,95.71351596,-0.741953947,0.565942059,-1.311184942,0.189795288,0.3279836,0.484147872
LOC_Os03g20310,381.4543154,0.541768917,0.265330496,2.041860397,0.041165381,0.095995619,1.017748587
LOC_Os03g20340,572.8191789,-0.533058748,0.231308986,-2.304490503,0.021195125,0.054676473,1.262199509
LOC_Os03g20410,70.66088621,-0.876214608,0.762350949,-1.1488994,0.250597465,0.403499612,0.394156878
