"","TXNAME","GENEID"
"421","LOC_Os01g02910.1","LOC_Os01g02910"
"422","LOC_Os01g02920.1","LOC_Os01g02920"
"423","LOC_Os01g02930.1","LOC_Os01g02930"
"424","LOC_Os01g02940.1","LOC_Os01g02940"
"425","LOC_Os01g02940.2","LOC_Os01g02940"
"426","LOC_Os01g02940.3","LOC_Os01g02940"
"427","LOC_Os01g02940.4","LOC_Os01g02940"
"428","LOC_Os01g02940.6","LOC_Os01g02940"
"429","LOC_Os01g02950.1","LOC_Os01g02950"
"430","LOC_Os01g02960.1","LOC_Os01g02960"
"431","LOC_Os01g02970.1","LOC_Os01g02970"
"432","LOC_Os01g02980.1","LOC_Os01g02980"
"433","LOC_Os01g02990.1","LOC_Os01g02990"
"434","LOC_Os01g03010.1","LOC_Os01g03010"
"435","LOC_Os01g03020.1","LOC_Os01g03020"
"436","LOC_Os01g03020.2","LOC_Os01g03020"
"437","LOC_Os01g03030.2","LOC_Os01g03030"
"438","LOC_Os01g03030.1","LOC_Os01g03030"
"439","LOC_Os01g03040.1","LOC_Os01g03040"
"440","LOC_Os01g03050.1","LOC_Os01g03050"
"441","LOC_Os01g03060.1","LOC_Os01g03060"
"442","LOC_Os01g03060.2","LOC_Os01g03060"
"443","LOC_Os01g03060.3","LOC_Os01g03060"
"444","LOC_Os01g03070.2","LOC_Os01g03070"
"445","LOC_Os01g03070.1","LOC_Os01g03070"
"446","LOC_Os01g03080.1","LOC_Os01g03080"
"447","LOC_Os01g03090.1","LOC_Os01g03090"
"448","LOC_Os01g03090.2","LOC_Os01g03090"
"449","LOC_Os01g03100.1","LOC_Os01g03100"
"450","LOC_Os01g03100.2","LOC_Os01g03100"
"451","LOC_Os01g03110.1","LOC_Os01g03110"
"452","LOC_Os01g03130.1","LOC_Os01g03130"
"453","LOC_Os01g03144.1","LOC_Os01g03144"
"454","LOC_Os01g03160.1","LOC_Os01g03160"
"455","LOC_Os01g03160.2","LOC_Os01g03160"
"456","LOC_Os01g03170.1","LOC_Os01g03170"
"457","LOC_Os01g03180.1","LOC_Os01g03180"
"458","LOC_Os01g03190.1","LOC_Os01g03190"
"459","LOC_Os01g03200.1","LOC_Os01g03200"
"460","LOC_Os01g03210.1","LOC_Os01g03210"
"461","LOC_Os01g03220.1","LOC_Os01g03220"
"462","LOC_Os01g03230.1","LOC_Os01g03230"
"463","LOC_Os01g03240.1","LOC_Os01g03240"
"464","LOC_Os01g03250.1","LOC_Os01g03250"
"465","LOC_Os01g03260.1","LOC_Os01g03260"
"466","LOC_Os01g03270.1","LOC_Os01g03270"
"467","LOC_Os01g03280.1","LOC_Os01g03280"
"468","LOC_Os01g03290.1","LOC_Os01g03290"
"469","LOC_Os01g03300.1","LOC_Os01g03300"
"470","LOC_Os01g03310.1","LOC_Os01g03310"
"471","LOC_Os01g03320.1","LOC_Os01g03320"
"472","LOC_Os01g03330.1","LOC_Os01g03330"
"473","LOC_Os01g03340.1","LOC_Os01g03340"
"474","LOC_Os01g03350.1","LOC_Os01g03350"
"475","LOC_Os01g03360.1","LOC_Os01g03360"
"476","LOC_Os01g03370.1","LOC_Os01g03370"
"477","LOC_Os01g03380.1","LOC_Os01g03380"
"478","LOC_Os01g03390.1","LOC_Os01g03390"
"479","LOC_Os01g03400.1","LOC_Os01g03400"
"480","LOC_Os01g03410.1","LOC_Os01g03410"
"481","LOC_Os01g03420.1","LOC_Os01g03420"
"482","LOC_Os01g03429.1","LOC_Os01g03429"
"483","LOC_Os01g03440.1","LOC_Os01g03440"
"484","LOC_Os01g03452.1","LOC_Os01g03452"
"485","LOC_Os01g03464.1","LOC_Os01g03464"
"486","LOC_Os01g03480.1","LOC_Os01g03480"
"487","LOC_Os01g03490.1","LOC_Os01g03490"
"488","LOC_Os01g03500.1","LOC_Os01g03500"
"489","LOC_Os01g03510.1","LOC_Os01g03510"
"490","LOC_Os01g03520.1","LOC_Os01g03520"
"491","LOC_Os01g03530.2","LOC_Os01g03530"
"492","LOC_Os01g03530.1","LOC_Os01g03530"
"493","LOC_Os01g03549.1","LOC_Os01g03549"
"494","LOC_Os01g03570.1","LOC_Os01g03570"
"495","LOC_Os01g03580.1","LOC_Os01g03580"
"496","LOC_Os01g03590.1","LOC_Os01g03590"
"497","LOC_Os01g03600.1","LOC_Os01g03600"
"498","LOC_Os01g03610.1","LOC_Os01g03610"
"499","LOC_Os01g03620.1","LOC_Os01g03620"
"500","LOC_Os01g03630.1","LOC_Os01g03630"
"501","LOC_Os01g03640.1","LOC_Os01g03640"
"502","LOC_Os01g03650.1","LOC_Os01g03650"
"503","LOC_Os01g03660.3","LOC_Os01g03660"
"504","LOC_Os01g03660.2","LOC_Os01g03660"
"505","LOC_Os01g03670.1","LOC_Os01g03670"
"506","LOC_Os01g03680.1","LOC_Os01g03680"
"507","LOC_Os01g03690.1","LOC_Os01g03690"
"508","LOC_Os01g03710.1","LOC_Os01g03710"
"509","LOC_Os01g03720.1","LOC_Os01g03720"
"510","LOC_Os01g03730.1","LOC_Os01g03730"
"511","LOC_Os01g03740.1","LOC_Os01g03740"
"512","LOC_Os01g03750.1","LOC_Os01g03750"
"513","LOC_Os01g03760.1","LOC_Os01g03760"
"514","LOC_Os01g03760.2","LOC_Os01g03760"
"515","LOC_Os01g03770.1","LOC_Os01g03770"
"516","LOC_Os01g03780.1","LOC_Os01g03780"
"517","LOC_Os01g03790.1","LOC_Os01g03790"
"518","LOC_Os01g03800.1","LOC_Os01g03800"
"519","LOC_Os01g03810.1","LOC_Os01g03810"
"520","LOC_Os01g03820.1","LOC_Os01g03820"
"521","LOC_Os01g03830.1","LOC_Os01g03830"
"522","LOC_Os01g03840.1","LOC_Os01g03840"
"523","LOC_Os01g03860.1","LOC_Os01g03860"
"524","LOC_Os01g03870.1","LOC_Os01g03870"
"525","LOC_Os01g03880.1","LOC_Os01g03880"
"526","LOC_Os01g03890.1","LOC_Os01g03890"
"527","LOC_Os01g03900.1","LOC_Os01g03900"
"528","LOC_Os01g03914.1","LOC_Os01g03914"
"529","LOC_Os01g03914.3","LOC_Os01g03914"
"530","LOC_Os01g03914.2","LOC_Os01g03914"
"531","LOC_Os01g03930.1","LOC_Os01g03930"
"532","LOC_Os01g03940.1","LOC_Os01g03940"
"533","LOC_Os01g03950.1","LOC_Os01g03950"
"534","LOC_Os01g03960.1","LOC_Os01g03960"
"535","LOC_Os01g03970.1","LOC_Os01g03970"
"536","LOC_Os01g03980.1","LOC_Os01g03980"
"537","LOC_Os01g03989.1","LOC_Os01g03989"
"538","LOC_Os01g04000.1","LOC_Os01g04000"
"539","LOC_Os01g04005.1","LOC_Os01g04005"
"540","LOC_Os01g04010.1","LOC_Os01g04010"
"541","LOC_Os01g04020.1","LOC_Os01g04020"
"542","LOC_Os01g04020.2","LOC_Os01g04020"
"543","LOC_Os01g04030.1","LOC_Os01g04030"
"544","LOC_Os01g04040.1","LOC_Os01g04040"
"545","LOC_Os01g04050.1","LOC_Os01g04050"
"546","LOC_Os01g04070.1","LOC_Os01g04070"
"547","LOC_Os01g04080.1","LOC_Os01g04080"
"548","LOC_Os01g04090.1","LOC_Os01g04090"
"549","LOC_Os01g04100.1","LOC_Os01g04100"
"550","LOC_Os01g04110.1","LOC_Os01g04110"
"551","LOC_Os01g04120.1","LOC_Os01g04120"
"552","LOC_Os01g04130.1","LOC_Os01g04130"
"553","LOC_Os01g04140.1","LOC_Os01g04140"
"554","LOC_Os01g04150.1","LOC_Os01g04150"
"555","LOC_Os01g04160.1","LOC_Os01g04160"
"556","LOC_Os01g04170.1","LOC_Os01g04170"
"557","LOC_Os01g04180.1","LOC_Os01g04180"
"558","LOC_Os01g04190.3","LOC_Os01g04190"
"559","LOC_Os01g04190.4","LOC_Os01g04190"
"560","LOC_Os01g04190.1","LOC_Os01g04190"
"561","LOC_Os01g04190.2","LOC_Os01g04190"
"562","LOC_Os01g04200.1","LOC_Os01g04200"
"563","LOC_Os01g04200.2","LOC_Os01g04200"
"564","LOC_Os01g04200.4","LOC_Os01g04200"
"565","LOC_Os01g04200.3","LOC_Os01g04200"
"566","LOC_Os01g04210.1","LOC_Os01g04210"
"567","LOC_Os01g04220.1","LOC_Os01g04220"
"568","LOC_Os01g04230.1","LOC_Os01g04230"
"569","LOC_Os01g04250.1","LOC_Os01g04250"
"570","LOC_Os01g04260.1","LOC_Os01g04260"
"571","LOC_Os01g04270.1","LOC_Os01g04270"
"572","LOC_Os01g04280.1","LOC_Os01g04280"
"573","LOC_Os01g04290.1","LOC_Os01g04290"
"574","LOC_Os01g04300.1","LOC_Os01g04300"
"575","LOC_Os01g04310.1","LOC_Os01g04310"
"576","LOC_Os01g04320.1","LOC_Os01g04320"
"577","LOC_Os01g04324.1","LOC_Os01g04324"
"578","LOC_Os01g04330.1","LOC_Os01g04330"
"579","LOC_Os01g04340.1","LOC_Os01g04340"
"580","LOC_Os01g04350.1","LOC_Os01g04350"
"581","LOC_Os01g04360.1","LOC_Os01g04360"
"582","LOC_Os01g04370.1","LOC_Os01g04370"
"583","LOC_Os01g04380.1","LOC_Os01g04380"
"584","LOC_Os01g04390.1","LOC_Os01g04390"
"585","LOC_Os01g04409.1","LOC_Os01g04409"
"586","LOC_Os01g04430.1","LOC_Os01g04430"
"587","LOC_Os01g04440.1","LOC_Os01g04440"
"588","LOC_Os01g04450.1","LOC_Os01g04450"
"589","LOC_Os01g04460.1","LOC_Os01g04460"
"590","LOC_Os01g04470.1","LOC_Os01g04470"
"591","LOC_Os01g04480.1","LOC_Os01g04480"
"592","LOC_Os01g04490.1","LOC_Os01g04490"
"593","LOC_Os01g04500.1","LOC_Os01g04500"
"594","LOC_Os01g04510.1","LOC_Os01g04510"
"595","LOC_Os01g04520.1","LOC_Os01g04520"
"596","LOC_Os01g04530.1","LOC_Os01g04530"
"597","LOC_Os01g04540.1","LOC_Os01g04540"
"598","LOC_Os01g04550.1","LOC_Os01g04550"
"599","LOC_Os01g04560.1","LOC_Os01g04560"
"600","LOC_Os01g04570.1","LOC_Os01g04570"
"601","LOC_Os01g04570.2","LOC_Os01g04570"
"602","LOC_Os01g04580.1","LOC_Os01g04580"
"603","LOC_Os01g04590.1","LOC_Os01g04590"
"604","LOC_Os01g04600.2","LOC_Os01g04600"
"605","LOC_Os01g04600.1","LOC_Os01g04600"
"606","LOC_Os01g04610.1","LOC_Os01g04610"
"607","LOC_Os01g04620.2","LOC_Os01g04620"
"608","LOC_Os01g04620.1","LOC_Os01g04620"
"609","LOC_Os01g04620.3","LOC_Os01g04620"
"610","LOC_Os01g04630.1","LOC_Os01g04630"
"611","LOC_Os01g04640.1","LOC_Os01g04640"
"612","LOC_Os01g04650.1","LOC_Os01g04650"
"613","LOC_Os01g04660.1","LOC_Os01g04660"
"614","LOC_Os01g04660.2","LOC_Os01g04660"
"615","LOC_Os01g04670.1","LOC_Os01g04670"
"616","LOC_Os01g04680.1","LOC_Os01g04680"
"617","LOC_Os01g04690.1","LOC_Os01g04690"
"618","LOC_Os01g04699.1","LOC_Os01g04699"
"619","LOC_Os01g04710.1","LOC_Os01g04710"
"620","LOC_Os01g04720.1","LOC_Os01g04720"
"621","LOC_Os01g04720.2","LOC_Os01g04720"
"622","LOC_Os01g04730.1","LOC_Os01g04730"
"623","LOC_Os01g04740.1","LOC_Os01g04740"
"624","LOC_Os01g04750.1","LOC_Os01g04750"
"625","LOC_Os01g04760.1","LOC_Os01g04760"
"626","LOC_Os01g04770.1","LOC_Os01g04770"
"627","LOC_Os01g04780.1","LOC_Os01g04780"
"628","LOC_Os01g04790.1","LOC_Os01g04790"
"629","LOC_Os01g04800.1","LOC_Os01g04800"
"630","LOC_Os01g04814.1","LOC_Os01g04814"
"631","LOC_Os01g04814.3","LOC_Os01g04814"
"632","LOC_Os01g04814.4","LOC_Os01g04814"
"633","LOC_Os01g04830.1","LOC_Os01g04830"
"634","LOC_Os01g04840.1","LOC_Os01g04840"
"635","LOC_Os01g04850.1","LOC_Os01g04850"
"636","LOC_Os01g04860.1","LOC_Os01g04860"
"637","LOC_Os01g04870.1","LOC_Os01g04870"
"638","LOC_Os01g04880.2","LOC_Os01g04880"
"639","LOC_Os01g04880.1","LOC_Os01g04880"
"640","LOC_Os01g04900.2","LOC_Os01g04900"
"641","LOC_Os01g04900.3","LOC_Os01g04900"
"642","LOC_Os01g04900.1","LOC_Os01g04900"
"643","LOC_Os01g04910.1","LOC_Os01g04910"
"644","LOC_Os01g04920.3","LOC_Os01g04920"
"645","LOC_Os01g04920.1","LOC_Os01g04920"
"646","LOC_Os01g04920.2","LOC_Os01g04920"
"647","LOC_Os01g04930.1","LOC_Os01g04930"
"648","LOC_Os01g04950.3","LOC_Os01g04950"
"649","LOC_Os01g04950.1","LOC_Os01g04950"
"650","LOC_Os01g04950.4","LOC_Os01g04950"
"651","LOC_Os01g04950.2","LOC_Os01g04950"
"652","LOC_Os01g04960.1","LOC_Os01g04960"
"653","LOC_Os01g04970.1","LOC_Os01g04970"
"654","LOC_Os01g04980.1","LOC_Os01g04980"
"655","LOC_Os01g04990.1","LOC_Os01g04990"
"656","LOC_Os01g04990.2","LOC_Os01g04990"
"657","LOC_Os01g05000.1","LOC_Os01g05000"
"658","LOC_Os01g05010.1","LOC_Os01g05010"
"659","LOC_Os01g05020.1","LOC_Os01g05020"
"660","LOC_Os01g05030.1","LOC_Os01g05030"
"661","LOC_Os01g05040.1","LOC_Os01g05040"
"662","LOC_Os01g05050.1","LOC_Os01g05050"
"663","LOC_Os01g05060.1","LOC_Os01g05060"
"664","LOC_Os01g05064.1","LOC_Os01g05064"
"665","LOC_Os01g05070.1","LOC_Os01g05070"
"666","LOC_Os01g05070.2","LOC_Os01g05070"
"667","LOC_Os01g05080.1","LOC_Os01g05080"
"668","LOC_Os01g05080.2","LOC_Os01g05080"
"669","LOC_Os01g05090.1","LOC_Os01g05090"
"670","LOC_Os01g05100.1","LOC_Os01g05100"
"671","LOC_Os01g05105.1","LOC_Os01g05105"
"672","LOC_Os01g05120.1","LOC_Os01g05120"
"673","LOC_Os01g05130.1","LOC_Os01g05130"
"674","LOC_Os01g05140.1","LOC_Os01g05140"
"675","LOC_Os01g05150.1","LOC_Os01g05150"
"676","LOC_Os01g05160.1","LOC_Os01g05160"
"677","LOC_Os01g05170.1","LOC_Os01g05170"
"678","LOC_Os01g05180.1","LOC_Os01g05180"
"679","LOC_Os01g05200.1","LOC_Os01g05200"
"680","LOC_Os01g05210.1","LOC_Os01g05210"
"681","LOC_Os01g05220.1","LOC_Os01g05220"
"682","LOC_Os01g05240.1","LOC_Os01g05240"
"683","LOC_Os01g05250.1","LOC_Os01g05250"
"684","LOC_Os01g05260.1","LOC_Os01g05260"
"685","LOC_Os01g05280.1","LOC_Os01g05280"
"686","LOC_Os01g05289.1","LOC_Os01g05289"
"687","LOC_Os01g05300.1","LOC_Os01g05300"
"688","LOC_Os01g05310.1","LOC_Os01g05310"
"689","LOC_Os01g05320.1","LOC_Os01g05320"
"690","LOC_Os01g05330.1","LOC_Os01g05330"
"691","LOC_Os01g05340.1","LOC_Os01g05340"
"692","LOC_Os01g05350.1","LOC_Os01g05350"
"693","LOC_Os01g05360.1","LOC_Os01g05360"
"694","LOC_Os01g05370.1","LOC_Os01g05370"
"695","LOC_Os01g05380.1","LOC_Os01g05380"
"696","LOC_Os01g05390.1","LOC_Os01g05390"
"697","LOC_Os01g05400.1","LOC_Os01g05400"
"698","LOC_Os01g05410.1","LOC_Os01g05410"
"699","LOC_Os01g05420.1","LOC_Os01g05420"
"700","LOC_Os01g05430.1","LOC_Os01g05430"
"701","LOC_Os01g05440.1","LOC_Os01g05440"
"702","LOC_Os01g05450.1","LOC_Os01g05450"
"703","LOC_Os01g05460.1","LOC_Os01g05460"
"704","LOC_Os01g05470.1","LOC_Os01g05470"
"705","LOC_Os01g05480.2","LOC_Os01g05480"
"706","LOC_Os01g05480.1","LOC_Os01g05480"
"707","LOC_Os01g05480.3","LOC_Os01g05480"
"708","LOC_Os01g05490.1","LOC_Os01g05490"
"709","LOC_Os01g05490.2","LOC_Os01g05490"
"710","LOC_Os01g05500.1","LOC_Os01g05500"
"711","LOC_Os01g05500.2","LOC_Os01g05500"
"712","LOC_Os01g05510.1","LOC_Os01g05510"
"713","LOC_Os01g05510.3","LOC_Os01g05510"
"714","LOC_Os01g05510.4","LOC_Os01g05510"
"715","LOC_Os01g05510.5","LOC_Os01g05510"
"716","LOC_Os01g05510.2","LOC_Os01g05510"
"717","LOC_Os01g05520.1","LOC_Os01g05520"
"718","LOC_Os01g05530.1","LOC_Os01g05530"
"719","LOC_Os01g05540.1","LOC_Os01g05540"
"720","LOC_Os01g05550.1","LOC_Os01g05550"
"721","LOC_Os01g05570.1","LOC_Os01g05570"
"722","LOC_Os01g05580.1","LOC_Os01g05580"
"723","LOC_Os01g05585.1","LOC_Os01g05585"
"724","LOC_Os01g05590.1","LOC_Os01g05590"
"725","LOC_Os01g05600.1","LOC_Os01g05600"
"726","LOC_Os01g05610.1","LOC_Os01g05610"
"727","LOC_Os01g05620.1","LOC_Os01g05620"
"728","LOC_Os01g05630.1","LOC_Os01g05630"
"729","LOC_Os01g05640.1","LOC_Os01g05640"
"730","LOC_Os01g05650.1","LOC_Os01g05650"
"731","LOC_Os01g05660.1","LOC_Os01g05660"
"732","LOC_Os01g05660.2","LOC_Os01g05660"
"733","LOC_Os01g05660.3","LOC_Os01g05660"
"734","LOC_Os01g05670.1","LOC_Os01g05670"
"735","LOC_Os01g05680.1","LOC_Os01g05680"
"736","LOC_Os01g05694.1","LOC_Os01g05694"
"737","LOC_Os01g05710.1","LOC_Os01g05710"
"738","LOC_Os01g05720.1","LOC_Os01g05720"
"739","LOC_Os01g05730.1","LOC_Os01g05730"
"740","LOC_Os01g05744.1","LOC_Os01g05744"
"741","LOC_Os01g05760.1","LOC_Os01g05760"
"742","LOC_Os01g05770.1","LOC_Os01g05770"
"743","LOC_Os01g05780.1","LOC_Os01g05780"
"744","LOC_Os01g05790.1","LOC_Os01g05790"
"745","LOC_Os01g05800.1","LOC_Os01g05800"
"746","LOC_Os01g05800.2","LOC_Os01g05800"
"747","LOC_Os01g05810.1","LOC_Os01g05810"
"748","LOC_Os01g05820.1","LOC_Os01g05820"
"749","LOC_Os01g05830.1","LOC_Os01g05830"
"750","LOC_Os01g05840.2","LOC_Os01g05840"
"751","LOC_Os01g05840.1","LOC_Os01g05840"
"752","LOC_Os01g05850.1","LOC_Os01g05850"
"753","LOC_Os01g05860.1","LOC_Os01g05860"
"754","LOC_Os01g05870.1","LOC_Os01g05870"
"755","LOC_Os01g05880.1","LOC_Os01g05880"
"756","LOC_Os01g05890.1","LOC_Os01g05890"
"757","LOC_Os01g05900.1","LOC_Os01g05900"
"758","LOC_Os01g05940.1","LOC_Os01g05940"
"759","LOC_Os01g05960.1","LOC_Os01g05960"
"760","LOC_Os01g05980.1","LOC_Os01g05980"
"761","LOC_Os01g06000.1","LOC_Os01g06000"
"762","LOC_Os01g06010.1","LOC_Os01g06010"
"763","LOC_Os01g06020.1","LOC_Os01g06020"
"764","LOC_Os01g06030.1","LOC_Os01g06030"
"765","LOC_Os01g06040.1","LOC_Os01g06040"
"766","LOC_Os01g06050.2","LOC_Os01g06050"
"767","LOC_Os01g06050.1","LOC_Os01g06050"
"768","LOC_Os01g06060.1","LOC_Os01g06060"
"769","LOC_Os01g06070.1","LOC_Os01g06070"
"770","LOC_Os01g06080.1","LOC_Os01g06080"
"771","LOC_Os01g06090.1","LOC_Os01g06090"
"772","LOC_Os01g06100.1","LOC_Os01g06100"
"773","LOC_Os01g06110.1","LOC_Os01g06110"
"774","LOC_Os01g06120.1","LOC_Os01g06120"
"775","LOC_Os01g06130.1","LOC_Os01g06130"
"776","LOC_Os01g06130.2","LOC_Os01g06130"
"777","LOC_Os01g06140.1","LOC_Os01g06140"
"778","LOC_Os01g06150.1","LOC_Os01g06150"
"779","LOC_Os01g06160.1","LOC_Os01g06160"
"780","LOC_Os01g06170.1","LOC_Os01g06170"
"781","LOC_Os01g06180.1","LOC_Os01g06180"
"782","LOC_Os01g06200.1","LOC_Os01g06200"
"783","LOC_Os01g06210.1","LOC_Os01g06210"
"784","LOC_Os01g06220.1","LOC_Os01g06220"
"785","LOC_Os01g06230.1","LOC_Os01g06230"
"786","LOC_Os01g06240.1","LOC_Os01g06240"
"787","LOC_Os01g06250.1","LOC_Os01g06250"
"788","LOC_Os01g06260.1","LOC_Os01g06260"
"789","LOC_Os01g06270.2","LOC_Os01g06270"
"790","LOC_Os01g06270.1","LOC_Os01g06270"
"791","LOC_Os01g06280.2","LOC_Os01g06280"
"792","LOC_Os01g06280.1","LOC_Os01g06280"
"793","LOC_Os01g06290.2","LOC_Os01g06290"
"794","LOC_Os01g06290.3","LOC_Os01g06290"
"795","LOC_Os01g06290.4","LOC_Os01g06290"
"796","LOC_Os01g06290.1","LOC_Os01g06290"
"797","LOC_Os01g06300.1","LOC_Os01g06300"
"798","LOC_Os01g06310.1","LOC_Os01g06310"
"799","LOC_Os01g06320.1","LOC_Os01g06320"
"800","LOC_Os01g06330.1","LOC_Os01g06330"
"801","LOC_Os01g06340.1","LOC_Os01g06340"
"802","LOC_Os01g06350.1","LOC_Os01g06350"
"803","LOC_Os01g06360.1","LOC_Os01g06360"
"804","LOC_Os01g06370.1","LOC_Os01g06370"
"805","LOC_Os01g06380.1","LOC_Os01g06380"
"806","LOC_Os01g06390.1","LOC_Os01g06390"
"807","LOC_Os01g06400.1","LOC_Os01g06400"
"808","LOC_Os01g06410.1","LOC_Os01g06410"
"809","LOC_Os01g06420.1","LOC_Os01g06420"
"810","LOC_Os01g06430.1","LOC_Os01g06430"
"811","LOC_Os01g06440.1","LOC_Os01g06440"
"812","LOC_Os01g06450.1","LOC_Os01g06450"
"813","LOC_Os01g06454.1","LOC_Os01g06454"
"814","LOC_Os01g06460.1","LOC_Os01g06460"
"815","LOC_Os01g06470.1","LOC_Os01g06470"
"816","LOC_Os01g06490.1","LOC_Os01g06490"
"817","LOC_Os01g06490.2","LOC_Os01g06490"
"818","LOC_Os01g06500.1","LOC_Os01g06500"
"819","LOC_Os01g06500.2","LOC_Os01g06500"
"820","LOC_Os01g06510.1","LOC_Os01g06510"
"821","LOC_Os01g06520.1","LOC_Os01g06520"
"822","LOC_Os01g06530.1","LOC_Os01g06530"
"823","LOC_Os01g06540.1","LOC_Os01g06540"
"824","LOC_Os01g06550.1","LOC_Os01g06550"
"825","LOC_Os01g06560.1","LOC_Os01g06560"
"826","LOC_Os01g06560.2","LOC_Os01g06560"
"827","LOC_Os01g06570.1","LOC_Os01g06570"
"828","LOC_Os01g06580.1","LOC_Os01g06580"
"829","LOC_Os01g06590.1","LOC_Os01g06590"
"830","LOC_Os01g06590.2","LOC_Os01g06590"
"831","LOC_Os01g06590.3","LOC_Os01g06590"
"832","LOC_Os01g06600.1","LOC_Os01g06600"
"833","LOC_Os01g06600.2","LOC_Os01g06600"
"834","LOC_Os01g06610.1","LOC_Os01g06610"
"835","LOC_Os01g06620.1","LOC_Os01g06620"
"836","LOC_Os01g06630.1","LOC_Os01g06630"
"837","LOC_Os01g06640.1","LOC_Os01g06640"
"838","LOC_Os01g06640.3","LOC_Os01g06640"
"839","LOC_Os01g06640.2","LOC_Os01g06640"
"840","LOC_Os01g06650.1","LOC_Os01g06650"
"841","LOC_Os01g06660.1","LOC_Os01g06660"
"842","LOC_Os01g06670.1","LOC_Os01g06670"
"843","LOC_Os01g06680.1","LOC_Os01g06680"
"844","LOC_Os01g06690.1","LOC_Os01g06690"
"845","LOC_Os01g06700.1","LOC_Os01g06700"
"846","LOC_Os01g06710.1","LOC_Os01g06710"
"847","LOC_Os01g06720.1","LOC_Os01g06720"
"848","LOC_Os01g06730.1","LOC_Os01g06730"
"849","LOC_Os01g06740.1","LOC_Os01g06740"
"850","LOC_Os01g06750.1","LOC_Os01g06750"
"851","LOC_Os01g06760.1","LOC_Os01g06760"
"852","LOC_Os01g06770.1","LOC_Os01g06770"
"853","LOC_Os01g06780.1","LOC_Os01g06780"
"854","LOC_Os01g06790.1","LOC_Os01g06790"
"855","LOC_Os01g06800.1","LOC_Os01g06800"
"856","LOC_Os01g06810.1","LOC_Os01g06810"
"857","LOC_Os01g06820.1","LOC_Os01g06820"
"858","LOC_Os01g06836.1","LOC_Os01g06836"
"859","LOC_Os01g06852.1","LOC_Os01g06852"
"860","LOC_Os01g06870.1","LOC_Os01g06870"
"861","LOC_Os01g06876.1","LOC_Os01g06876"
"862","LOC_Os01g06882.1","LOC_Os01g06882"
"863","LOC_Os01g06890.1","LOC_Os01g06890"
"864","LOC_Os01g06900.1","LOC_Os01g06900"
"865","LOC_Os01g06910.1","LOC_Os01g06910"
"866","LOC_Os01g06920.1","LOC_Os01g06920"
"867","LOC_Os01g06940.1","LOC_Os01g06940"
"868","LOC_Os01g06950.1","LOC_Os01g06950"
"869","LOC_Os01g06960.1","LOC_Os01g06960"
"870","LOC_Os01g06970.1","LOC_Os01g06970"
"871","LOC_Os01g06980.1","LOC_Os01g06980"
"872","LOC_Os01g06990.1","LOC_Os01g06990"
"873","LOC_Os01g07000.1","LOC_Os01g07000"
"874","LOC_Os01g07010.1","LOC_Os01g07010"
"875","LOC_Os01g07020.1","LOC_Os01g07020"
"876","LOC_Os01g07030.1","LOC_Os01g07030"
"877","LOC_Os01g07040.1","LOC_Os01g07040"
"878","LOC_Os01g07050.1","LOC_Os01g07050"
"879","LOC_Os01g07060.1","LOC_Os01g07060"
"880","LOC_Os01g07070.1","LOC_Os01g07070"
"881","LOC_Os01g07070.2","LOC_Os01g07070"
"882","LOC_Os01g07070.4","LOC_Os01g07070"
"883","LOC_Os01g07070.3","LOC_Os01g07070"
"884","LOC_Os01g07080.1","LOC_Os01g07080"
"885","LOC_Os01g07080.2","LOC_Os01g07080"
"886","LOC_Os01g07090.1","LOC_Os01g07090"
"887","LOC_Os01g07100.1","LOC_Os01g07100"
"888","LOC_Os01g07110.1","LOC_Os01g07110"
"889","LOC_Os01g07120.2","LOC_Os01g07120"
"890","LOC_Os01g07120.1","LOC_Os01g07120"
"891","LOC_Os01g07130.1","LOC_Os01g07130"
"892","LOC_Os01g07140.1","LOC_Os01g07140"
"893","LOC_Os01g07140.2","LOC_Os01g07140"
"894","LOC_Os01g07150.1","LOC_Os01g07150"
"895","LOC_Os01g07160.1","LOC_Os01g07160"
"896","LOC_Os01g07170.1","LOC_Os01g07170"
"897","LOC_Os01g07180.1","LOC_Os01g07180"
"898","LOC_Os01g07190.1","LOC_Os01g07190"
"899","LOC_Os01g07200.1","LOC_Os01g07200"
"900","LOC_Os01g07212.1","LOC_Os01g07212"
"901","LOC_Os01g07240.1","LOC_Os01g07240"
"902","LOC_Os01g07250.1","LOC_Os01g07250"
"903","LOC_Os01g07260.1","LOC_Os01g07260"
"904","LOC_Os01g07270.1","LOC_Os01g07270"
"905","LOC_Os01g07280.1","LOC_Os01g07280"
"906","LOC_Os01g07300.1","LOC_Os01g07300"
"907","LOC_Os01g07300.2","LOC_Os01g07300"
"908","LOC_Os01g07310.1","LOC_Os01g07310"
"909","LOC_Os01g07310.3","LOC_Os01g07310"
"910","LOC_Os01g07310.4","LOC_Os01g07310"
"911","LOC_Os01g07310.2","LOC_Os01g07310"
"912","LOC_Os01g07320.1","LOC_Os01g07320"
"913","LOC_Os01g07330.3","LOC_Os01g07330"
"914","LOC_Os01g07330.1","LOC_Os01g07330"
"915","LOC_Os01g07330.2","LOC_Os01g07330"
"916","LOC_Os01g07330.4","LOC_Os01g07330"
"917","LOC_Os01g07340.1","LOC_Os01g07340"
"918","LOC_Os01g07350.1","LOC_Os01g07350"
"919","LOC_Os01g07360.1","LOC_Os01g07360"
