"","Distance","Treatment","time","mean","se"
"1734",59.195,"control","0min",30.48435,1.558393397
"1735",59.31,"control","0min",30.74755,1.549031533
"1736",59.425,"control","0min",30.820025,1.610478144
"1737",59.54,"control","0min",31.24985,1.600590713
"1738",59.655,"control","0min",31.24245,1.74043639
"1739",59.77,"control","0min",31.5188,1.751511087
"1740",59.885,"control","0min",31.6015,1.735519678
"1741",60,"control","0min",31.44645,1.732067961
"1742",60.115,"control","0min",31.583175,1.530805298
"1743",60.23,"control","0min",31.318125,1.60363449
"1744",60.345,"control","0min",31.353575,1.464122746
"1745",60.46,"control","0min",31.136825,1.43844054
"1746",60.575,"control","0min",30.825225,1.447727776
"1747",60.69,"control","0min",30.817325,1.260756744
"1748",60.805,"control","0min",30.503175,1.399276641
"1749",60.92,"control","0min",30.60345,1.261778157
"1750",61.034,"control","0min",30.51065,1.31246516
"1751",61.149,"control","0min",30.42195,1.373278338
"1752",61.264,"control","0min",30.537125,1.322784271
"1753",61.379,"control","0min",30.3389,1.530391529
"1754",61.494,"control","0min",30.624875,1.530639459
"1755",61.609,"control","0min",30.624275,1.689032247
"1756",61.724,"control","0min",30.640075,1.825580097
"1757",61.839,"control","0min",30.768275,1.839898941
"1758",61.954,"control","0min",30.449075,1.950865301
"1759",62.069,"control","0min",30.552025,1.825725565
"1760",62.184,"control","0min",30.251925,1.817703165
"1761",62.299,"control","0min",30.023125,1.749933893
"1762",62.414,"control","0min",29.901425,1.600973531
"1763",62.529,"control","0min",29.4805,1.51922626
"1764",62.644,"control","0min",29.59265,1.276222803
"1765",62.759,"control","0min",29.3113,1.111842657
"1766",62.874,"control","0min",29.2678,0.888286533
"1767",62.989,"control","0min",29.16985,0.699980319
"1768",63.103,"control","0min",28.829075,0.590469527
"1769",63.218,"control","0min",28.862525,0.629740104
"1770",63.333,"control","0min",28.434525,0.65180593
"1771",63.448,"control","0min",28.314125,0.840718774
"1772",63.563,"control","0min",28.031225,1.054887175
"1773",63.678,"control","0min",27.5838,1.234720941
"1774",63.793,"control","0min",27.449925,1.601209585
"1775",63.908,"control","0min",26.897825,1.7350556
"1776",64.023,"control","0min",26.71385,1.966727044
"1777",64.138,"control","0min",26.298725,2.114878218
"1778",64.253,"control","0min",25.944175,2.145749784
"1779",64.368,"control","0min",25.868425,2.401726999
"1780",64.483,"control","0min",25.460775,2.416317547
"1781",64.598,"control","0min",25.57065,2.72327792
"1782",64.713,"control","0min",25.439475,2.875620938
"1783",64.828,"control","0min",25.37825,2.959377969
"1784",64.943,"control","0min",25.481425,3.151171636
"1785",65.057,"control","0min",25.267025,2.994104741
"1786",65.172,"control","0min",25.438325,3.13255494
"1787",65.287,"control","0min",25.3064,2.989143437
"1788",65.402,"control","0min",25.298925,2.891612492
"1789",65.517,"control","0min",25.5115,2.888299876
"1790",65.632,"control","0min",25.411125,2.699254916
"1791",65.747,"control","0min",25.706575,2.794769486
"1792",65.862,"control","0min",25.6929,2.720034126
"1793",65.977,"control","0min",25.864,2.740685224
"1794",66.092,"control","0min",26.0726,2.742330762
"1795",66.207,"control","0min",25.9431,2.564426154
"1796",66.322,"control","0min",26.18065,2.597013688
"1797",66.437,"control","0min",25.93985,2.417272588
"1798",66.552,"control","0min",25.8851,2.446234239
"1799",66.667,"control","0min",25.768625,2.445898179
"1800",66.782,"control","0min",25.422975,2.367565681
"1801",66.897,"control","0min",25.5995,2.46527754
"1802",67.011,"control","0min",25.392725,2.363325739
"1803",67.126,"control","0min",25.56775,2.433792792
"1804",67.241,"control","0min",25.628425,2.455810875
"1805",67.356,"control","0min",25.492425,2.460140836
"1806",67.471,"control","0min",25.763025,2.629373463
"1807",67.586,"control","0min",25.6003,2.583336545
"1808",67.701,"control","0min",25.839375,2.718429787
"1809",67.816,"control","0min",25.84625,2.726608825
"1810",67.931,"control","0min",25.819275,2.689690722
"1811",68.046,"control","0min",26.09145,2.847047158
"1812",68.161,"control","0min",25.872725,2.715197055
"1813",68.276,"control","0min",26.117675,2.875653646
"1814",68.391,"control","0min",26.0563,2.837884685
"1815",68.506,"control","0min",26.03215,2.802838922
"1816",68.621,"control","0min",26.19615,2.996668713
"1817",68.736,"control","0min",25.99145,2.929260991
"1818",68.851,"control","0min",26.30545,3.235978215
"1819",68.966,"control","0min",26.30985,3.298395693
"1820",69.08,"control","0min",26.436975,3.426127129
"1821",69.195,"control","0min",26.616875,3.676232827
"1822",69.31,"control","0min",26.4876,3.58552612
"1823",69.425,"control","0min",26.6945,3.793837576
"1824",69.54,"control","0min",26.50535,3.560032253
"1825",69.655,"control","0min",26.513,3.464950261
"1826",69.77,"control","0min",26.534875,3.410037331
"1827",69.885,"control","0min",26.346425,3.10226209
"1828",70,"control","0min",26.728275,3.309935099
"1829",70.115,"control","0min",26.755075,3.165106944
"1830",70.23,"control","0min",27.07715,3.337896962
"1831",70.345,"control","0min",27.393625,3.485050121
"1832",70.46,"control","0min",27.4802,3.430366975
"1833",70.575,"control","0min",27.99785,3.738480637
"1834",70.69,"control","0min",28.089,3.569380972
"1835",70.805,"control","0min",28.493725,3.696299835
"1836",70.92,"control","0min",28.758,3.636609256
"1837",71.034,"control","0min",28.845675,3.409045036
"1838",71.149,"control","0min",29.2495,3.481534621
"1839",71.264,"control","0min",29.176525,3.147373146
"1840",71.379,"control","0min",29.40075,3.222795026
"1841",71.494,"control","0min",29.297,3.092133809
"1842",71.609,"control","0min",29.125225,2.949348565
"1843",71.724,"control","0min",29.214675,3.109086574
"1844",71.839,"control","0min",28.77175,2.83469917
"1845",71.954,"control","0min",28.845725,3.018305784
"1846",72.069,"control","0min",28.616175,2.939729809
"1847",72.184,"control","0min",28.4167,2.874147023
"1848",72.299,"control","0min",28.355825,2.934423164
"1849",72.414,"control","0min",27.808575,2.630965502
"1850",72.529,"control","0min",27.718575,2.670690943
"1851",72.644,"control","0min",27.327525,2.393822849
"1852",72.759,"control","0min",27.20315,2.255293663
"1853",72.874,"control","0min",27.2407,2.244758175
"1854",72.989,"control","0min",26.92615,2.003086846
"1855",73.103,"control","0min",27.09155,2.160429865
"1856",73.218,"control","0min",26.81645,1.992154312
"1857",73.333,"control","0min",26.87395,1.99262452
"1858",73.448,"control","0min",26.990125,2.017655614
"1859",73.563,"control","0min",26.91245,1.78079161
"1860",73.678,"control","0min",27.350275,1.940879396
"1861",73.793,"control","0min",27.404475,1.751728251
"1862",73.908,"control","0min",27.75575,1.831096379
"1863",74.023,"control","0min",27.932675,1.907981545
"1864",74.138,"control","0min",27.8686,1.778320748
"1865",74.253,"control","0min",28.098125,1.910395074
"1866",74.368,"control","0min",27.889725,1.662985253
"1867",74.483,"control","0min",28.055675,1.658062471
"1868",74.598,"control","0min",28.046875,1.592340167
"1869",74.713,"control","0min",27.88895,1.563292128
"1870",74.828,"control","0min",28.052775,1.735388522
"1871",74.943,"control","0min",27.756025,1.689522785
"1872",75.057,"control","0min",27.88985,1.790886921
"1873",75.172,"control","0min",27.8052,1.754939878
"1874",75.287,"control","0min",27.64395,1.707377538
"1875",75.402,"control","0min",27.798,1.778449087
"1876",75.517,"control","0min",27.52045,1.597602204
"1877",75.632,"control","0min",27.7491,1.626051359
"1878",75.747,"control","0min",27.67565,1.450668674
"1879",75.862,"control","0min",27.644275,1.303294621
"1880",75.977,"control","0min",27.830925,1.298361517
"1881",76.092,"control","0min",27.615825,1.074574618
"1882",76.207,"control","0min",27.7977,1.12022696
"1883",76.322,"control","0min",27.534675,0.994504079
"1884",76.437,"control","0min",27.353825,1.033075307
"1885",76.552,"control","0min",27.19725,1.169554002
"1886",76.667,"control","0min",26.627025,1.354335505
"1887",76.782,"control","0min",26.611925,1.529978582
"1888",76.897,"control","0min",26.222225,1.718551152
"1889",77.011,"control","0min",26.220675,1.893660426
"1890",77.126,"control","0min",26.3728,2.051868176
"1891",77.241,"control","0min",26.25875,2.057141679
"1892",77.356,"control","0min",26.6126,2.129608309
"1893",77.471,"control","0min",26.451225,2.007686857
"1894",77.586,"control","0min",26.5557,1.966833097
"1895",77.701,"control","0min",26.517325,1.933479766
"1896",77.816,"control","0min",26.238975,1.898020742
"1897",77.931,"control","0min",26.292175,2.059767951
"1898",78.046,"control","0min",25.927675,2.132320427
"1899",78.161,"control","0min",25.996,2.325654892
"1900",78.276,"control","0min",25.91505,2.520443427
"1901",78.391,"control","0min",25.8182,2.630249105
"1902",78.506,"control","0min",26.061225,2.842107473
"1903",78.621,"control","0min",25.8778,2.839574197
"1904",78.736,"control","0min",26.1295,3.004004877
"1905",78.851,"control","0min",26.150475,3.123767971
"1906",78.966,"control","0min",26.242875,3.227995108
"1907",79.08,"control","0min",26.51785,3.47999006
"1908",79.195,"control","0min",26.411075,3.46559012
"1909",79.31,"control","0min",26.8073,3.781374552
"1910",79.425,"control","0min",27.012075,3.981516186
"1911",79.54,"control","0min",27.357425,4.349395422
"1912",79.655,"control","0min",27.89525,4.936907785
"1913",79.77,"control","0min",27.996275,5.180636546
"1914",79.885,"control","0min",28.37415,5.714181097
"1915",80,"control","0min",28.252525,5.788452534
"1916",80.115,"control","0min",28.0633,5.874824447
"1917",80.23,"control","0min",27.8909,5.893915909
"1918",80.345,"control","0min",27.384225,5.628953546
"1919",80.46,"control","0min",27.38245,5.802560083
"1920",80.575,"control","0min",26.951025,5.549136746
"1921",80.69,"control","0min",26.76225,5.534727741
"1922",80.805,"control","0min",26.6317,5.513476822
"1923",80.92,"control","0min",26.203525,5.273621391
"1924",81.034,"control","0min",26.26955,5.418995509
"1925",81.149,"control","0min",25.903225,5.212568171
"1926",81.264,"control","0min",25.934475,5.335137379
"1927",81.379,"control","0min",25.93265,5.403038433
"1928",81.494,"control","0min",25.6999,5.312038504
"1929",81.609,"control","0min",25.816875,5.506772617
"1930",81.724,"control","0min",25.342025,5.258455874
"1931",81.839,"control","0min",25.23445,5.330040265
"1932",81.954,"control","0min",24.86195,5.26584319
"1933",82.069,"control","0min",24.385725,5.125081645
"1934",82.184,"control","0min",24.2956,5.301611887
"1935",82.299,"control","0min",23.714675,5.053291761
"1936",82.414,"control","0min",23.63745,5.186859819
"1937",82.529,"control","0min",23.211825,5.06380562
"1938",82.644,"control","0min",22.836525,4.894911506
"1939",82.759,"control","0min",22.74655,5.000235759
"1940",82.874,"control","0min",22.27255,4.684290008
"1941",82.989,"control","0min",22.258175,4.809124412
"1942",83.103,"control","0min",21.913025,4.651955155
"1943",83.218,"control","0min",21.72435,4.575794308
"1944",83.333,"control","0min",21.699475,4.664655218
"1945",83.448,"control","0min",21.3529,4.340075834
"1946",83.563,"control","0min",21.46065,4.518128323
"1947",83.678,"control","0min",21.150375,4.289128468
"1948",83.793,"control","0min",21.052225,4.25498715
"1949",83.908,"control","0min",21.1169,4.308958026
"1950",84.023,"control","0min",20.90495,4.054352531
"1951",84.138,"control","0min",21.110275,4.251048191
"1952",84.253,"control","0min",20.86115,4.028120292
"1953",84.368,"control","0min",20.8212,4.053641249
"1954",84.483,"control","0min",20.787125,4.058368024
"1955",84.598,"control","0min",20.540175,3.834842923
"1956",84.713,"control","0min",20.74455,4.017700852
"1957",84.828,"control","0min",20.4956,3.76140754
"1958",84.943,"control","0min",20.49715,3.827154106
"1959",85.057,"control","0min",20.409575,3.768105467
"1960",85.172,"control","0min",20.118175,3.579498576
"1961",85.287,"control","0min",20.273725,3.727476086
"1962",85.402,"control","0min",19.947975,3.458937493
"1963",85.517,"control","0min",20.088825,3.596087073
"1964",85.632,"control","0min",20.02685,3.546064201
"1965",85.747,"control","0min",19.81295,3.431353562
"1966",85.862,"control","0min",20.006675,3.582258586
"1967",85.977,"control","0min",19.7023,3.33149444
"1968",86.092,"control","0min",19.89395,3.442933765
"1969",86.207,"control","0min",19.773325,3.326005341
"1970",86.322,"control","0min",19.6757,3.239317887
"1971",86.437,"control","0min",19.857525,3.341364796
"1972",86.552,"control","0min",19.579375,3.138631605
"1973",86.667,"control","0min",19.81105,3.278321321
"1974",86.782,"control","0min",19.654025,3.18566194
"1975",86.897,"control","0min",19.6666,3.158398659
"1976",87.011,"control","0min",19.8395,3.245666187
"1977",87.126,"control","0min",19.63155,3.051740657
"1978",87.241,"control","0min",19.9038,3.189004086
"1979",87.356,"control","0min",19.699975,3.068500242
"1980",87.471,"control","0min",19.74385,3.056395519
"1981",87.586,"control","0min",19.816025,3.116977985
"1982",87.701,"control","0min",19.622875,2.921841866
"1983",87.816,"control","0min",19.890975,3.034397356
"1984",87.931,"control","0min",19.762475,2.872228567
"1985",88.046,"control","0min",19.89455,2.8849263
"1986",88.161,"control","0min",19.91775,2.890441938
"1987",88.276,"control","0min",19.753225,2.7220489
"1988",88.391,"control","0min",20.0745,2.864034714
"1989",88.506,"control","0min",19.98875,2.694248735
"1990",88.621,"control","0min",20.2315,2.780803564
"1991",88.736,"control","0min",20.3429,2.787025578
"1992",88.851,"control","0min",20.281625,2.699943772
"1993",88.966,"control","0min",20.579475,2.848746221
"1994",89.08,"control","0min",20.428625,2.685512579
"1995",89.195,"control","0min",20.704925,2.789859612
"1996",89.31,"control","0min",20.77195,2.721285094
"1997",89.425,"control","0min",20.68515,2.636635263
"1998",89.54,"control","0min",20.912025,2.743001163
"1999",89.655,"control","0min",20.712775,2.567131959
"2000",89.77,"control","0min",21.0016,2.670571219
"2001",89.885,"control","0min",21.0428,2.600903027
"2002",90,"control","0min",21.05455,2.572974433
"2003",90.115,"control","0min",21.332275,2.657292347
"2004",90.23,"control","0min",21.171925,2.500187645
"2005",90.345,"control","0min",21.522025,2.581138739
"2006",90.46,"control","0min",21.5011,2.46435567
"2007",90.575,"control","0min",21.58045,2.42786461
"2008",90.69,"control","0min",21.84495,2.472213341
"2009",90.805,"control","0min",21.75205,2.32499784
"2010",90.92,"control","0min",22.165475,2.406514019
"2011",91.034,"control","0min",22.1007,2.278500887
"2012",91.149,"control","0min",22.24395,2.243034412
"2013",91.264,"control","0min",22.460425,2.220901152
"2014",91.379,"control","0min",22.443475,2.061727655
"2015",91.494,"control","0min",22.890175,2.092052654
"2016",91.609,"control","0min",22.83865,1.97423395
"2017",91.724,"control","0min",23.1338,1.96359604
"2018",91.839,"control","0min",23.403225,1.956080173
"2019",91.954,"control","0min",23.512675,1.855462839
"2020",92.069,"control","0min",24.02875,1.883952623
"2021",92.184,"control","0min",24.064275,1.801838114
"2022",92.299,"control","0min",24.500575,1.82573277
"2023",92.414,"control","0min",24.79215,1.848263635
"2024",92.529,"control","0min",25.003275,1.873492479
"2025",92.644,"control","0min",25.556425,1.920479559
"2026",92.759,"control","0min",25.640525,1.9496723
"2027",92.874,"control","0min",26.157575,2.023978694
"2028",92.989,"control","0min",26.455675,2.129500388
"2029",93.103,"control","0min",26.6816,2.243471529
"2030",93.218,"control","0min",27.157325,2.297720721
"2031",93.333,"control","0min",27.21135,2.404983805
"2032",93.448,"control","0min",27.70635,2.476558787
"2033",93.563,"control","0min",27.947175,2.597217807
"2034",93.678,"control","0min",28.216325,2.707061401
"2035",93.793,"control","0min",28.68875,2.781447687
"2036",93.908,"control","0min",28.7187,2.926522028
"2037",94.023,"control","0min",29.21225,2.969328935
"2038",94.138,"control","0min",29.3839,3.091855758
"2039",94.253,"control","0min",29.671875,3.160136953
"2040",94.368,"control","0min",30.07765,3.21061217
"2041",94.483,"control","0min",30.038975,3.320964127
"2042",94.598,"control","0min",30.465725,3.293394349
"2043",94.713,"control","0min",30.433175,3.337924259
"2044",94.828,"control","0min",30.621225,3.31845124
"2045",94.943,"control","0min",30.838425,3.310717488
"2046",95.057,"control","0min",30.766125,3.38711487
"2047",95.172,"control","0min",31.24595,3.355566006
"2048",95.287,"control","0min",31.261475,3.393750541
"2049",95.402,"control","0min",31.57405,3.307241391
"2050",95.517,"control","0min",31.768025,3.254836011
"2051",95.632,"control","0min",31.681925,3.283133101
"2052",95.747,"control","0min",32.064375,3.18258665
"2053",95.862,"control","0min",31.89915,3.198610668
"2054",95.977,"control","0min",32.187775,3.046818468
"2055",96.092,"control","0min",32.330475,2.888547261
"2056",96.207,"control","0min",32.32975,2.769565364
"2057",96.322,"control","0min",32.645675,2.526860431
"2058",96.437,"control","0min",32.4474,2.494340866
"2059",96.552,"control","0min",32.7053,2.28678925
"2060",96.667,"control","0min",32.694825,2.177317581
"2061",96.782,"control","0min",32.646575,2.096184829
"2062",96.897,"control","0min",32.8474,1.878469794
"2063",97.011,"control","0min",32.544875,1.843702629
"2064",97.126,"control","0min",32.7442,1.610496555
"2065",97.241,"control","0min",32.6777,1.490744753
"2066",97.356,"control","0min",32.733525,1.337122566
"2067",97.471,"control","0min",32.9696,1.143253131
"2068",97.586,"control","0min",32.8008,1.062083973
"2069",97.701,"control","0min",33.087675,0.97348122
"2070",97.816,"control","0min",32.97265,0.9350602
"2071",97.931,"control","0min",32.99335,0.99231405
"2072",98.046,"control","0min",33.100825,1.180865359
"2073",98.161,"control","0min",32.9082,1.175443255
"2074",98.276,"control","0min",33.232325,1.494170409
"2075",98.391,"control","0min",33.167025,1.525253545
"2076",98.506,"control","0min",33.345825,1.748422481
"2077",98.621,"control","0min",33.57095,1.999978922
"2078",98.736,"control","0min",33.48995,2.066698211
"2079",98.851,"control","0min",33.837325,2.429811737
"2080",98.966,"control","0min",33.687725,2.409934215
"2081",99.08,"control","0min",33.832975,2.643448506
"2082",99.195,"control","0min",33.942175,2.781941564
"2083",99.31,"control","0min",33.86215,2.773152864
"2084",99.425,"control","0min",34.2194,3.068405669
"2085",99.54,"control","0min",34.019575,3.005303052
"2086",99.655,"control","0min",34.19435,3.265317295
"2087",99.77,"control","0min",34.24545,3.388653538
"2088",99.885,"control","0min",34.144425,3.429407415
"2089",100,"control","0min",34.386475,3.68754066
"2090",100.115,"control","0min",34.126725,3.604338174
"2091",100.23,"control","0min",34.311325,3.841080777
"2092",100.345,"control","0min",34.178575,3.886444241
"2093",100.46,"control","0min",34.022325,3.909486659
"2094",100.575,"control","0min",34.16405,4.146728944
"2095",100.69,"control","0min",33.83295,4.014479517
"2096",100.805,"control","0min",33.987675,4.207933346
"2097",100.92,"control","0min",33.779025,4.142845291
"2098",101.034,"control","0min",33.722725,4.118008252
"2099",101.149,"control","0min",33.827075,4.258426397
"2100",101.264,"control","0min",33.49055,4.025308519
"2101",101.379,"control","0min",33.62095,4.162003041
"2102",101.494,"control","0min",33.286,3.967787791
"2103",101.609,"control","0min",33.1614,3.878929823
"2104",101.724,"control","0min",33.128075,3.923937698
"2105",101.839,"control","0min",32.8358,3.688355035
"2106",101.954,"control","0min",33.08315,3.839141059
"2107",102.069,"control","0min",32.84375,3.617360947
"2108",102.184,"control","0min",32.8201,3.596086848
"2109",102.299,"control","0min",32.7272,3.603615826
"2110",102.414,"control","0min",32.3475,3.371401347
"2111",102.529,"control","0min",32.456975,3.483893994
"2112",102.644,"control","0min",32.1438,3.210816255
"2113",102.759,"control","0min",32.1895,3.217893073
"2114",102.874,"control","0min",32.150375,3.17563568
"2115",102.989,"control","0min",31.860425,2.978222542
"2116",103.103,"control","0min",31.94695,3.113974337
"2117",103.218,"control","0min",31.63735,2.913076
"2118",103.333,"control","0min",31.751825,3.029344637
"2119",103.448,"control","0min",31.711475,2.973985187
"2120",103.563,"control","0min",31.5447,2.859793552
"2121",103.678,"control","0min",31.808175,3.04493245
"2122",103.793,"control","0min",31.5602,2.847754057
"2123",103.908,"control","0min",31.74745,3.001942357
"2124",104.023,"control","0min",31.688975,2.912221627
"2125",104.138,"control","0min",31.663425,2.850740241
"2126",104.253,"control","0min",31.939025,2.989092278
"2127",104.368,"control","0min",31.655175,2.775366287
"2128",104.483,"control","0min",31.915125,2.96934563
"2129",104.598,"control","0min",31.8121,2.875877583
"2130",104.713,"control","0min",31.819825,2.841584041
"2131",104.828,"control","0min",32.0509,2.944525738
"2132",104.943,"control","0min",31.844575,2.784560294
"2133",105.057,"control","0min",32.194775,2.964280121
"2134",105.172,"control","0min",32.057175,2.861591845
"2135",105.287,"control","0min",32.108825,2.877239342
"2136",105.402,"control","0min",32.274075,2.987507363
"2137",105.517,"control","0min",32.03515,2.815423452
"2138",105.632,"control","0min",32.3083,2.986033725
"2139",105.747,"control","0min",32.043325,2.796666053
"2140",105.862,"control","0min",32.09685,2.793734431
"2141",105.977,"control","0min",32.14525,2.868995558
"2142",106.092,"control","0min",31.926375,2.755744968
"2143",106.207,"control","0min",32.190925,2.949543038
"2144",106.322,"control","0min",31.92045,2.772003024
"2145",106.437,"control","0min",32.0186,2.791613664
"2146",106.552,"control","0min",31.99695,2.794870542
"2147",106.667,"control","0min",31.8907,2.684727022
"2148",106.782,"control","0min",32.155175,2.833836893
"2149",106.897,"control","0min",31.96515,2.663096429
"2150",107.011,"control","0min",32.21985,2.723603346
"2151",107.126,"control","0min",32.278125,2.650501068
"2152",107.241,"control","0min",32.256425,2.528731569
"2153",107.356,"control","0min",32.53215,2.623143011
"2154",107.471,"control","0min",32.32755,2.392025624
"2155",107.586,"control","0min",32.603,2.476572508
"2156",107.701,"control","0min",32.619175,2.390599572
"2157",107.816,"control","0min",32.659275,2.330489099
"2158",107.931,"control","0min",32.972325,2.436499056
"2159",108.046,"control","0min",32.789925,2.181439338
"2160",108.161,"control","0min",33.121275,2.229160846
"2161",108.276,"control","0min",33.18785,2.059842295
"2162",108.391,"control","0min",33.370475,2.013539425
"2163",108.506,"control","0min",33.701225,2.099960348
"2164",108.621,"control","0min",33.524525,1.910071511
"2165",108.736,"control","0min",33.811375,2.079102442
"2166",108.851,"control","0min",33.71535,1.954621457
"2167",108.966,"control","0min",33.84665,1.978941803
"2168",109.08,"control","0min",34.04715,2.034808355
"2169",109.195,"control","0min",33.7984,1.846016174
"2170",109.31,"control","0min",34.067625,1.967411011
"2171",109.425,"control","0min",33.848225,1.743382313
"2172",109.54,"control","0min",33.970975,1.721178995
"2173",109.655,"control","0min",34.06465,1.690615894
"2174",109.77,"control","0min",33.8484,1.468588028
"2175",109.885,"control","0min",34.132125,1.551170835
"2176",110,"control","0min",33.90665,1.276730695
"2177",110.115,"control","0min",34.0809,1.295630908
"2178",110.23,"control","0min",34.110425,1.26701277
"2179",110.345,"control","0min",34.011025,1.137054997
"2180",110.46,"control","0min",34.37455,1.321484568
"2181",110.575,"control","0min",34.26945,1.176293171
"2182",110.69,"control","0min",34.6167,1.346826398
"2183",110.805,"control","0min",34.627025,1.412395316
"2184",110.92,"control","0min",34.544625,1.453277378
"2185",111.034,"control","0min",34.804425,1.667343095
"2186",111.149,"control","0min",34.583525,1.640927287
"2187",111.264,"control","0min",34.8794,1.837467532
"2188",111.379,"control","0min",34.846025,1.918530251
"2189",111.494,"control","0min",34.868075,2.017214783
"2190",111.609,"control","0min",35.155875,2.254928315
"2191",111.724,"control","0min",35.02835,2.225893757
"2192",111.839,"control","0min",35.389025,2.45268261
"2193",111.954,"control","0min",35.433975,2.484355934
"2194",112.069,"control","0min",35.5879,2.583802156
"2195",112.184,"control","0min",35.8763,2.766195576
"2196",112.299,"control","0min",35.72165,2.656680365
"2197",112.414,"control","0min",36.073375,2.884796631
"2198",112.529,"control","0min",35.981,2.824811639
"2199",112.644,"control","0min",36.100275,2.916214909
"2200",112.759,"control","0min",36.2715,3.037669679
"2201",112.874,"control","0min",36.0662,2.947062847
"2202",112.989,"control","0min",36.403875,3.223158438
"2203",113.103,"control","0min",36.2335,3.181629616
"2204",113.218,"control","0min",36.304925,3.357968157
"2205",113.333,"control","0min",36.311125,3.474438955
"2206",113.448,"control","0min",36.05285,3.41413771
"2207",113.563,"control","0min",36.3416,3.614970771
"2208",113.678,"control","0min",36.113325,3.458953794
"2209",113.793,"control","0min",36.33615,3.547895397
"2210",113.908,"control","0min",36.4648,3.520044731
"2211",114.023,"control","0min",36.42755,3.412365886
"2212",114.138,"control","0min",36.88005,3.547921665
"2213",114.253,"control","0min",36.729925,3.329548965
"2214",114.368,"control","0min",37.05015,3.390936418
"2215",114.483,"control","0min",37.08135,3.283264109
"2216",114.598,"control","0min",37.059475,3.126134813
"2217",114.713,"control","0min",37.41405,3.2083728
"2218",114.828,"control","0min",37.197625,2.911273098
"2219",114.943,"control","0min",37.52335,2.962972229
"2220",115.057,"control","0min",37.498775,2.846552373
"2221",115.172,"control","0min",37.520025,2.741144754
"2222",115.287,"control","0min",37.80725,2.792657765
"2223",115.402,"control","0min",37.596725,2.500366165
"2224",115.517,"control","0min",37.869425,2.634874762
"2225",115.632,"control","0min",37.67035,2.529616476
"2226",115.747,"control","0min",37.631075,2.507364806
"2227",115.862,"control","0min",37.761475,2.574867424
"2228",115.977,"control","0min",37.546775,2.307195355
"2229",116.092,"control","0min",37.79605,2.497915788
"2230",116.207,"control","0min",37.543875,2.343957718
"2231",116.322,"control","0min",37.58615,2.364912209
"2232",116.437,"control","0min",37.672925,2.406133499
"2233",116.552,"control","0min",37.3898,2.183415469
"2234",116.667,"control","0min",37.548425,2.42312297
"2235",116.782,"control","0min",37.23355,2.255200933
"2236",116.897,"control","0min",37.30075,2.323038012
"2237",117.011,"control","0min",37.334825,2.294691982
"2238",117.126,"control","0min",37.055075,2.077463896
"2239",117.241,"control","0min",37.195825,2.261925754
"2240",117.356,"control","0min",36.80265,2.013699301
"2241",117.471,"control","0min",36.833075,2.085874538
"2242",117.586,"control","0min",36.72765,2.023844321
"2243",117.701,"control","0min",36.4619,1.881052054
"2244",117.816,"control","0min",36.654575,2.031519502
"2245",117.931,"control","0min",36.315625,1.81536232
"2246",118.046,"control","0min",36.4688,1.969092508
"2247",118.161,"control","0min",36.374275,1.925134221
"2248",118.276,"control","0min",36.1651,1.873174975
"2249",118.391,"control","0min",36.347325,2.036597852
"2250",118.506,"control","0min",36.01385,1.859432162
"2251",118.621,"control","0min",36.1981,2.026273463
"2252",118.736,"control","0min",36.01265,1.986786826
"2253",118.851,"control","0min",35.878825,2.006484326
"2254",118.966,"control","0min",35.983575,2.146889269
"2255",119.08,"control","0min",35.651725,1.954967534
"2256",119.195,"control","0min",35.870775,2.115877155
"2257",119.31,"control","0min",35.58515,1.989091583
"2258",119.425,"control","0min",35.5001,2.007750258
"2259",119.54,"control","0min",35.591175,2.149885217
"2260",119.655,"control","0min",35.30965,1.980531472
"2261",119.77,"control","0min",35.5828,2.248336196
"2262",119.885,"control","0min",35.306075,2.160914752
"2263",120,"control","0min",35.273025,2.254664829
"2264",120.115,"control","0min",35.298725,2.402915277
"2265",120.23,"control","0min",35.0683,2.312171422
"2266",120.345,"control","0min",35.325775,2.634206357
"2267",120.46,"control","0min",35.0724,2.559040096
"2268",120.575,"control","0min",35.23315,2.713438766
"2269",120.69,"control","0min",35.2802,2.804575626
"2270",120.805,"control","0min",35.091925,2.666509261
"2271",120.92,"control","0min",35.30375,2.897825342
"2272",121.034,"control","0min",34.97575,2.746014975
"2273",121.149,"control","0min",35.055325,2.899676689
"2274",121.264,"control","0min",34.964625,2.921632962
"2275",121.379,"control","0min",34.754225,2.839761305
"2276",121.494,"control","0min",34.94825,3.01939203
"2277",121.609,"control","0min",34.62345,2.809138858
"2278",121.724,"control","0min",34.793025,2.942157025
"2279",121.839,"control","0min",34.755225,2.907821256
"2280",121.954,"control","0min",34.7306,2.896139396
"2281",122.069,"control","0min",35.04575,3.058914846
"2282",122.184,"control","0min",34.842975,3.013523659
"2283",122.299,"control","0min",35.13475,3.239616412
"2284",122.414,"control","0min",35.06935,3.296075731
"2285",122.529,"control","0min",35.044175,3.395264628
"2286",122.644,"control","0min",35.28105,3.535087769
"2287",122.759,"control","0min",34.980075,3.513479486
"2288",122.874,"control","0min",35.2679,3.669147409
"2289",122.989,"control","0min",35.09005,3.672579056
"2290",123.103,"control","0min",35.06865,3.722703383
"2291",123.218,"control","0min",35.240875,3.781720318
"2292",123.333,"control","0min",35.0337,3.728604656
"2293",123.448,"control","0min",35.3941,3.795509565
