"","ID","treat1","time","treat2","group","N","value","sd","se","ci"
"1","id","DAB","0","CK","DAB_CK",4,21.9904024357321,8.59487426597418,4.29743713298709,13.6763629260638
"2","id","DAB","0","HL","DAB_HL",4,22.2997033226448,8.84652087866435,4.42326043933217,14.0767888424603
"3","id","DAB","10","CK","DAB_CK",4,39.5730365328766,0.741890730999792,0.370945365499896,1.18051370789726
"4","id","DAB","10","HL","DAB_HL",4,72.2071197293132,11.712757628189,5.8563788140945,18.6376111192568
"5","id","DAB","15","CK","DAB_CK",4,41.4375007929305,3.12258675909921,1.5612933795496,4.96873234721155
"6","id","DAB","15","HL","DAB_HL",4,76.9239440393438,6.42350457191441,3.21175228595721,10.221229195931
"7","id","DAB","20","CK","DAB_CK",4,47.2483294663667,6.48526318612657,3.24263159306329,10.3195009327405
"8","id","DAB","20","HL","DAB_HL",4,82.5045528834357,7.8355207618739,3.91776038093695,12.4680620492997
"9","id","DAB","30","CK","DAB_CK",4,46.9352911263114,10.8196203104982,5.40981015524908,17.2164303408587
"10","id","DAB","30","HL","DAB_HL",4,87.4982937997278,6.76545321435262,3.38272660717631,10.7653457927931
"11","id","DAB","5","CK","DAB_CK",4,37.2329840851821,1.6266066873676,0.813303343683802,2.5882942211814
"12","id","DAB","5","HL","DAB_HL",4,57.8980587317114,5.65890050343635,2.82945025171818,9.00457349956457
"13","id","DAB","60","CK","DAB_CK",4,54.5606348561061,7.88924569312957,3.94462284656478,12.5535504037878
"14","id","DAB","60","HL","DAB_HL",4,96.825599096328,5.33959669086476,2.66979834543238,8.49648988027383
"15","id","paraquat","0","CK","paraquat_CK",4,17.7595010756534,6.30114696982884,3.15057348491442,10.0265309465907
"16","id","paraquat","0","HL","paraquat_HL",4,21.1270056361041,8.43357507362709,4.21678753681355,13.4196999166987
"17","id","paraquat","10","CK","paraquat_CK",4,44.5114055303501,5.45671955320286,2.72835977660143,8.6828584905299
"18","id","paraquat","10","HL","paraquat_HL",4,86.8081680815683,21.4327357898439,10.716367894922,34.1042654132553
"19","id","paraquat","15","CK","paraquat_CK",4,44.8453181286593,9.41248518000634,4.70624259000317,14.9773643423244
"20","id","paraquat","15","HL","paraquat_HL",4,97.4630552561495,6.24442989026095,3.12221494513048,9.93628141643206
"21","id","paraquat","20","CK","paraquat_CK",4,50.312288692702,3.94797674831957,1.97398837415978,6.2821120080178
"22","id","paraquat","20","HL","paraquat_HL",4,105.221536503938,13.8558394343055,6.92791971715273,22.0477325071549
"23","id","paraquat","30","CK","paraquat_CK",4,50.031238009812,2.3466807665659,1.17334038328295,3.73409276761899
"24","id","paraquat","30","HL","paraquat_HL",4,111.577879090083,7.6852339731528,3.8426169865764,12.2289222315505
"25","id","paraquat","5","CK","paraquat_CK",4,32.2182591897217,3.55358473865825,1.77679236932912,5.65454631102775
"26","id","paraquat","5","HL","paraquat_HL",4,70.7484941514216,19.6565525276031,9.82827626380156,31.2779614830428
"27","id","paraquat","60","CK","paraquat_CK",4,52.6177739147978,3.71269670583819,1.8563483529191,5.90772895706688
"28","id","paraquat","60","HL","paraquat_HL",4,117.705908782638,12.334096942737,6.16704847136849,19.6263006222122
